start10000_date1998,Value
Total Return,68.54499698380148
Beta,-0.07570651692082052
Alpha,0.4692342242318636
Standard Deviation,8.27427937316484
Sharpe Ratio,0.055948834637861995
Information Ratio,0.05635669608289308
average_risk_free_rate,0.00022325692454632529
GSPC,42.207243131604
CD,8.084014566023967
