start10000_date2936,Value
Total Return,-18.46220204000002
Beta,1.671917168222512
Alpha,-0.08649136794134439
Standard Deviation,6.246178310536568
Sharpe Ratio,0.005427400098862813
Information Ratio,-0.014114640425860222
average_risk_free_rate,0.00024122807017544124
GSPC,17.327520606089152
CD,4.20143935319941
