date_nr,Portfolio Value,Cash Value,SUPN Position 1 Value,SUPN Position 2 Value,TR Position 1 Value,SUPN Position 3 Value,TR Position 2 Value,SUPN Position 4 Value,NOK Position 1 Value,IRDM Position 1 Value,NEP Position 1 Value,MTZ Position 1 Value,CPB Position 1 Value,BOX Position 1 Value,ABEV Position 1 Value,FLEX Position 1 Value,ELP Position 1 Value,FLEX Position 2 Value,LEG Position 1 Value,Scaled ^GSPC,Investment Value
2417,10083.980243,2.549999999999578,0.0,0.0,1882.1600559999997,0.0,1915.7700569999997,0.0,23.4,1996.00008,1959.1999999999998,1865.20004,439.70001,0.0,0.0,0.0,0.0,0.0,0.0,10203.954864478894,10091.876736111113
2418,10073.219947,2.549999999999578,0.0,0.0,1869.8399440000003,0.0,1903.2299430000003,0.0,23.700000000000003,2036.00008,1916.3999999999999,1881.3999999999999,440.09998,0.0,0.0,0.0,0.0,0.0,0.0,10206.513137824906,10091.876736111113
2419,10063.95005,2.549999999999578,0.0,0.0,1865.92,0.0,1899.24,0.0,23.34,2036.00008,1913.99992,1882.40006,440.49999,0.0,0.0,0.0,0.0,0.0,0.0,10195.59530959575,10091.876736111113
2420,10037.360179999998,2.549999999999578,0.0,0.0,1872.08,0.0,1905.51,0.0,23.22,2021.6000399999998,1886.00008,1889.60006,436.8,0.0,0.0,0.0,0.0,0.0,0.0,10254.22483283679,10091.876736111113
2421,9956.29992,2.549999999999578,0.0,0.0,1862.0,0.0,1895.25,0.0,22.799999999999997,2011.19996,1856.79992,1875.8000200000001,429.90002,0.0,0.0,0.0,0.0,0.0,0.0,10135.77920953461,10091.876736111113
2422,9890.489932999999,2.549999999999578,0.0,0.0,1840.1600559999997,0.0,1873.0200569999997,0.0,22.56,1980.39992,1870.8000000000002,1871.79992,429.19998,0.0,0.0,0.0,0.0,0.0,0.0,10059.199392191433,10091.876736111113
2423,9761.060295999998,2.549999999999578,0.0,0.0,1838.480112,0.0,1871.310114,0.0,22.62,1942.8,1798.00004,1861.6000399999998,423.69999,0.0,0.0,0.0,0.0,0.0,0.0,9981.61366177865,10091.876736111113
2424,9836.469794,2.549999999999578,0.0,0.0,1843.519888,0.0,1876.439886,0.0,22.86,1928.3999600000002,1851.19996,1883.20008,428.30002,0.0,0.0,0.0,0.0,0.0,0.0,9980.129328477648,10091.876736111113
2425,9748.580156,2.549999999999578,0.0,0.0,1819.4401119999998,0.0,1851.9301139999998,0.0,22.86,1933.99992,1790.8000000000002,1906.3999999999999,420.60001,0.0,0.0,0.0,0.0,0.0,0.0,10048.784520497078,10091.876736111113
2426,9750.229884,2.549999999999578,0.0,0.0,1806.5598880000002,0.0,1838.8198860000002,0.0,22.799999999999997,1920.8000000000002,1799.60008,1940.20004,418.89999,0.0,0.0,0.0,0.0,0.0,0.0,10020.874355472328,10091.876736111113
2427,9864.869969999998,2.549999999999578,0.0,0.0,1818.8799999999999,0.0,1851.36,0.0,22.98,1941.19996,1868.3999600000002,1941.6000399999998,417.90000999999995,0.0,0.0,0.0,0.0,0.0,0.0,10131.553710017477,10091.876736111113
2428,9787.53,2.549999999999578,0.0,0.0,1793.1200000000001,0.0,1825.14,0.0,22.62,1921.19996,1891.99996,1913.20008,417.70000000000005,0.0,0.0,0.0,0.0,0.0,0.0,9995.203516972657,10091.876736111113
2429,9874.230113,2.549999999999578,0.0,0.0,1812.1600559999997,0.0,1844.5200569999997,0.0,22.799999999999997,1911.99996,1931.99996,1927.40006,420.80002,0.0,0.0,0.0,0.0,0.0,0.0,10062.350953947493,10091.876736111113
2430,9935.019827,2.549999999999578,0.0,0.0,1802.639944,0.0,1834.829943,0.0,23.1,1929.1999999999998,1944.79996,1975.59998,422.29999999999995,0.0,0.0,0.0,0.0,0.0,0.0,10125.387757299912,10091.876736111113
2431,10170.81995,2.549999999999578,0.0,0.0,1853.0400000000002,0.0,1886.13,0.0,23.700000000000003,1940.0,2027.59996,2015.0,422.79999,0.0,0.0,0.0,0.0,0.0,0.0,10272.289992833645,10091.876736111113
2432,10069.61003,2.549999999999578,0.0,0.0,1828.9599999999998,0.0,1861.62,0.0,23.88,1944.40004,2000.0,1988.6000000000001,419.59999000000005,0.0,0.0,0.0,0.0,0.0,0.0,10311.665550138105,10091.876736111113
2433,10019.440276,2.549999999999578,0.0,0.0,1800.400112,0.0,1832.5501140000001,0.0,23.94,1958.00004,1995.20004,1989.79996,417.00001,0.0,0.0,0.0,0.0,0.0,0.0,10295.198474777153,10091.876736111113
2434,9959.99989,2.549999999999578,0.0,0.0,1779.12,0.0,1810.8899999999999,0.0,23.94,1981.19996,1963.99992,1989.40002,408.89999,0.0,0.0,0.0,0.0,0.0,0.0,10313.720869233246,10138.131171151623
2435,9761.09011,2.549999999999578,0.0,0.0,1746.08,0.0,1777.26,0.0,24.0,1951.6000399999998,1935.20004,1912.20002,412.20001,0.0,0.0,0.0,0.0,0.0,0.0,10270.463290968119,10138.131171151623
2436,9702.620192999999,2.549999999999578,0.0,0.0,1752.240056,0.0,1783.530057,0.0,24.299999999999997,1949.60008,1901.99996,1877.40006,410.99998,0.0,0.0,0.0,0.0,0.0,0.0,10198.861734962593,10138.131171151623
2437,9599.600093000001,26.849999999999575,0.0,0.0,1733.2000560000001,0.0,1764.150057,0.0,0.0,1906.79992,1900.8000000000002,1849.60006,418.2,0.0,0.0,0.0,0.0,0.0,0.0,10166.110479394749,10138.131171151623
2438,9545.31,26.849999999999575,0.0,0.0,1703.52,0.0,1733.94,0.0,0.0,1904.79996,1919.60008,1834.79996,421.8,0.0,0.0,0.0,0.0,0.0,0.0,10180.613682095614,10138.131171151623
2439,9572.349896999998,2.549999999999578,0.0,0.0,1724.7999439999999,0.0,1755.599943,0.0,0.0,1906.79992,1948.80004,1806.6000399999998,427.20001,0.0,0.0,0.0,0.0,0.0,0.0,10249.062561785267,10138.131171151623
2440,9452.570027,2.549999999999578,0.0,0.0,1687.839944,0.0,1717.979943,0.0,0.0,1905.20004,1949.60008,1763.6000000000001,425.80002,0.0,0.0,0.0,0.0,0.0,0.0,10190.685072949569,10138.131171151623
2441,9465.159796999998,2.549999999999578,0.0,0.0,1705.759944,0.0,1736.219943,0.0,0.0,1926.79992,1967.2,1674.1999799999999,427.20001,25.23,0.0,0.0,0.0,0.0,0.0,10203.33815660919,10138.131171151623
2442,9598.529945999999,2.549999999999578,0.0,0.0,1705.759944,0.0,1736.219943,0.0,0.0,1932.40004,2017.59996,1743.80004,434.90002,25.299999,0.0,0.0,0.0,0.0,0.0,10289.351471164457,10138.131171151623
2443,9488.109982999998,2.549999999999578,0.0,0.0,1686.7200559999999,0.0,1716.840057,0.0,0.0,1901.99996,2036.79992,1687.79998,430.40000999999995,25.0,0.0,0.0,0.0,0.0,0.0,10164.236938609914,10138.131171151623
2444,9616.219949999999,2.549999999999578,0.0,0.0,1722.0,0.0,1752.75,0.0,0.0,2006.79992,2002.8,1677.20002,427.20001,24.92,0.0,0.0,0.0,0.0,0.0,10171.568277807548,10138.131171151623
2445,9560.5399,2.549999999999578,0.0,0.0,1698.48,0.0,1728.81,0.0,0.0,2031.19996,1986.3999999999999,1665.39994,423.2,24.5,0.0,0.0,0.0,0.0,0.0,10149.689126109362,10138.131171151623
2446,9436.980059,2.549999999999578,0.0,0.0,1703.52,0.0,1733.94,0.0,0.0,1948.3999600000002,1956.00008,1640.8000200000001,426.8,24.969999,0.0,0.0,0.0,0.0,0.0,10054.33487990475,10138.131171151623
2447,9290.069999,2.549999999999578,0.0,0.0,1716.3999999999999,0.0,1747.05,0.0,0.0,1893.6000000000001,1914.40004,1562.59994,429.00002,24.469999,0.0,0.0,0.0,0.0,0.0,9889.434396789755,10138.131171151623
2448,9370.389855999998,2.549999999999578,0.0,0.0,1733.759944,0.0,1764.719943,0.0,0.0,1933.6000000000001,1953.6000000000001,1531.99996,426.10001,24.059999,0.0,0.0,0.0,0.0,0.0,9866.732227176024,10138.131171151623
2449,9161.049926999998,2.549999999999578,0.0,0.0,1691.759944,0.0,1721.969943,0.0,0.0,1893.20008,1937.59996,1470.0,419.79999999999995,24.17,0.0,0.0,0.0,0.0,0.0,9906.426731301413,10138.131171151623
2450,9022.110078999998,2.549999999999578,0.0,0.0,1680.0,0.0,1710.0,0.0,0.0,1866.00008,1876.00008,1445.39994,417.59998,24.559999,0.0,0.0,0.0,0.0,0.0,9760.460150458319,10138.131171151623
2451,8606.389908999998,1.0599999999989285,0.0,0.0,1675.52,0.0,1705.44,0.0,0.0,1823.99992,1498.3999600000002,1458.00004,414.59999000000005,24.309999,5.06,0.0,0.0,0.0,0.0,9762.698362423585,10138.131171151623
2452,8338.380094,1.0599999999989285,0.0,0.0,1686.160056,0.0,1716.270057,0.0,0.0,1814.79996,1221.60004,1456.3999999999999,412.59998,24.370001,5.12,0.0,0.0,0.0,0.0,9820.231640719774,10138.131171151623
2453,8262.410272,1.0599999999989285,0.0,0.0,1672.160056,0.0,1702.020057,0.0,0.0,1819.60008,1188.00004,1439.40002,410.80002,24.209999,5.16,0.0,0.0,0.0,0.0,9793.622918409837,10138.131171151623
2454,8030.5200799999975,1.0599999999989285,0.0,0.0,1708.5600000000002,0.0,1739.0700000000002,0.0,0.0,1776.00008,989.5999999999999,1391.3999999999999,395.0,24.73,5.1,0.0,0.0,0.0,0.0,9794.400214249823,10184.597605686069
2455,7933.700143999999,1.0599999999989285,0.0,0.0,1728.160056,0.0,1759.020057,0.0,0.0,1753.20008,925.59996,1338.6000000000001,398.69999,24.360001,5.0,0.0,0.0,0.0,0.0,9659.785274351534,10184.597605686069
2456,8017.100073999999,1.0599999999989285,0.0,0.0,1756.160056,0.0,1787.520057,0.0,0.0,1782.40004,895.19996,1365.59998,399.19998,24.860001,5.1,0.0,0.0,0.0,0.0,9738.123766584831,10184.597605686069
2457,7925.259926999998,1.0599999999989285,0.0,0.0,1738.7999439999999,0.0,1769.849943,0.0,0.0,1794.40004,840.0,1359.40002,391.69998,25.07,4.98,0.0,0.0,0.0,0.0,9725.424958565713,10184.597605686069
2458,7938.659856999998,1.0599999999989285,0.0,0.0,1715.2799440000001,0.0,1745.909943,0.0,0.0,1771.6000399999998,901.99996,1377.79998,394.59999000000005,25.33,5.08,0.0,0.0,0.0,0.0,9840.329814911931,10184.597605686069
2459,7833.970093999998,1.0599999999989285,0.0,0.0,1718.640056,0.0,1749.330057,0.0,0.0,1777.59996,823.1999999999999,1331.3999999999999,402.40002,25.280001,5.06,0.0,0.0,0.0,0.0,9902.361819754558,10184.597605686069
2460,7936.850043999998,1.0599999999989285,0.0,0.0,1718.640056,0.0,1749.330057,0.0,0.0,1763.99992,881.20004,1396.19996,395.60001,25.620001,5.2,0.0,0.0,0.0,0.0,9953.933228543332,10184.597605686069
2461,7844.649827999999,1.0599999999989285,0.0,0.0,1715.2799440000001,0.0,1745.909943,0.0,0.0,1696.3999999999999,920.4000000000001,1340.39994,394.3,25.700001,5.2,0.0,0.0,0.0,0.0,9996.665545373817,10184.597605686069
2462,7673.430049999998,1.0599999999989285,0.0,0.0,1685.04,0.0,1715.1299999999999,0.0,0.0,1675.20004,856.0,1330.0,380.60001,25.32,5.08,0.0,0.0,0.0,0.0,9934.222030431449,10184.597605686069
2463,7735.939896999998,1.0599999999989285,0.0,0.0,1705.759944,0.0,1736.219943,0.0,0.0,1699.1999999999998,890.8,1275.80002,397.09999000000005,24.9,5.1,0.0,0.0,0.0,0.0,9884.363572173295,10184.597605686069
2464,7812.619940999998,1.0599999999989285,0.0,0.0,1717.52,0.0,1748.19,0.0,0.0,1717.2,888.39996,1308.6000000000001,400.99998,25.530001,5.12,0.0,0.0,0.0,0.0,9989.082171770842,10184.597605686069
2465,7903.380069999998,1.0599999999989285,0.0,0.0,1716.96,0.0,1747.6200000000001,0.0,0.0,1762.40004,872.8,1375.8000200000001,396.30001,25.4,5.04,0.0,0.0,0.0,0.0,9988.100792720708,10184.597605686069
2466,7883.290112999998,1.0599999999989285,0.0,0.0,1718.640056,0.0,1749.330057,0.0,0.0,1750.8000000000002,910.0,1325.0,398.40000000000003,25.16,4.9,0.0,0.0,0.0,0.0,9854.262036386523,10184.597605686069
2467,7592.639949999998,1.0599999999989285,0.0,0.0,1674.96,0.0,1704.8700000000001,0.0,0.0,1591.19996,913.1999999999999,1280.0,397.79999,24.65,4.9,0.0,0.0,0.0,0.0,9770.669826666644,10184.597605686069
2468,7465.4600089999985,1.0599999999989285,0.0,0.0,1674.96,0.0,1704.8700000000001,0.0,0.0,1539.1999999999998,896.0,1223.1999999999998,397.20001,24.049999,4.92,0.0,0.0,0.0,0.0,9647.703174202119,10184.597605686069
2469,7403.559979999998,1.0599999999989285,0.0,0.0,1639.12,0.0,1668.3899999999999,0.0,0.0,1522.8,896.8000000000001,1251.4,395.09998,23.99,4.9,0.0,0.0,0.0,0.0,9631.441296611134,10184.597605686069
2470,7493.210093999999,1.0599999999989285,0.0,0.0,1639.680056,0.0,1668.960057,0.0,0.0,1510.8000000000002,1030.8,1216.8000000000002,395.99998,24.110001,5.0,0.0,0.0,0.0,0.0,9701.421348521098,10184.597605686069
2471,7472.829866999999,1.0599999999989285,0.0,0.0,1650.319944,0.0,1679.789943,0.0,0.0,1477.59996,1038.00004,1188.39996,409.00002,23.74,4.92,0.0,0.0,0.0,0.0,9562.306569800492,10184.597605686069
2472,7690.210053999999,1.0599999999989285,0.0,0.0,1705.2000560000001,0.0,1735.650057,0.0,0.0,1471.99996,1117.2,1220.59998,409.3,24.200001,5.0,0.0,0.0,0.0,0.0,9449.16038606046,10184.597605686069
2473,7581.309916999998,1.0599999999989285,0.0,0.0,1696.7999439999999,0.0,1727.099943,0.0,0.0,1441.99996,1098.00004,1183.00004,404.39999,24.07,4.88,0.0,0.0,0.0,0.0,9403.80176890856,10184.597605686069
2474,7660.309826999999,1.0599999999989285,0.0,0.0,1729.839944,0.0,1760.729943,0.0,0.0,1480.39992,1085.1999600000001,1169.8000399999999,404.00002,24.42,4.86,0.0,0.0,0.0,0.0,9516.74163803488,10184.597605686069
2475,7704.110053999999,1.0599999999989285,0.0,0.0,1742.160056,0.0,1773.270057,0.0,0.0,1481.99996,1082.8,1188.79998,404.09999999999997,24.860001,5.06,0.0,0.0,0.0,0.0,9578.362135061701,10184.597605686069
2476,7488.639980999999,1.0599999999989285,0.0,0.0,1741.6000000000001,0.0,1772.7,0.0,0.0,1468.80004,1088.39996,979.5999999999999,406.69998,24.620001,5.16,0.0,0.0,0.0,0.0,9678.992401368803,10231.277011378797
2477,7583.959957999999,1.0599999999989285,0.0,0.0,1720.319944,0.0,1751.039943,0.0,0.0,1516.00008,1162.8,989.5999999999999,412.79999,25.120001,5.22,0.0,0.0,0.0,0.0,9861.524231765005,10231.277011378797
2478,7576.000140999999,1.0599999999989285,0.0,0.0,1718.08,0.0,1748.76,0.0,0.0,1529.60008,1106.4,1031.60004,409.90002,25.200001,5.4,0.0,0.0,0.0,0.0,9954.16073121314,10231.277011378797
2479,7430.769949999998,6.459999999998929,0.0,0.0,1711.92,0.0,1742.49,0.0,0.0,1515.59996,1050.0,972.39998,407.00001,24.9,0.0,0.0,0.0,0.0,0.0,9971.610297900103,10231.277011378797
2480,7456.280019999999,6.459999999998929,0.0,0.0,1694.5600000000002,0.0,1724.8200000000002,0.0,0.0,1508.00004,1104.0,988.79998,404.3,25.34,0.0,0.0,0.0,0.0,0.0,9999.93085846478,10231.277011378797
2481,7425.559879999998,1.0599999999989285,0.0,0.0,1693.4399999999998,0.0,1723.6799999999998,0.0,0.0,1496.79992,1082.39996,1000.0,402.70000000000005,25.48,0.0,0.0,0.0,0.0,0.0,10009.979944418892,10231.277011378797
2482,7266.289908999998,1.0599999999989285,0.0,0.0,1702.96,0.0,1733.3700000000001,0.0,0.0,1485.59996,959.5999999999999,951.99996,406.39999,25.299999,0.0,0.0,0.0,0.0,0.0,9929.060876223675,10231.277011378797
2483,7252.890132999999,1.0599999999989285,0.0,0.0,1714.7200559999999,0.0,1745.340057,0.0,0.0,1432.40004,944.40004,985.19996,404.19998,25.57,0.0,0.0,0.0,0.0,0.0,10084.117468870589,10231.277011378797
2484,7221.629972999999,1.0599999999989285,0.0,0.0,1724.240056,0.0,1755.030057,0.0,0.0,1420.39992,909.2,981.99996,404.19998,25.5,0.0,0.0,0.0,0.0,0.0,10075.688772452224,10231.277011378797
2485,7559.059767999999,1.0599999999989285,0.0,0.0,1799.8399440000003,0.0,1831.9799430000003,0.0,0.0,1485.59996,975.19996,1033.39996,405.7,26.280001,0.0,0.0,0.0,0.0,0.0,10267.882712722267,10231.277011378797
2486,7564.599959999999,1.0599999999989285,0.0,0.0,1790.88,0.0,1822.8600000000001,0.0,0.0,1498.3999600000002,946.8000000000001,1073.6,405.0,26.0,0.0,0.0,0.0,0.0,0.0,10284.280646547997,10231.277011378797
2487,7596.759916999999,1.0599999999989285,0.0,0.0,1817.7599440000001,0.0,1850.2199430000003,0.0,0.0,1500.8000000000002,923.6,1066.20002,411.30001,25.82,0.0,0.0,0.0,0.0,0.0,10296.523334667689,10231.277011378797
2488,7648.759876999999,1.0599999999989285,0.0,0.0,1845.7599440000001,0.0,1878.7199430000003,0.0,0.0,1490.8000000000002,930.4000000000001,1067.39998,408.80001,25.82,0.0,0.0,0.0,0.0,0.0,10309.723984661796,10231.277011378797
2489,7813.109905999999,1.0599999999989285,0.0,0.0,1911.8399440000003,0.0,1945.9799430000003,0.0,0.0,1477.2,944.80004,1098.79998,407.29999999999995,26.129999,0.0,0.0,0.0,0.0,0.0,10385.915711364889,10231.277011378797
2490,7799.860006999998,1.0599999999989285,0.0,0.0,1896.719944,0.0,1930.589943,0.0,0.0,1459.60008,946.8000000000001,1132.60002,406.50002,25.99,0.0,0.0,0.0,0.0,0.0,10364.926489997844,10231.277011378797
2491,7910.509989999999,1.0599999999989285,0.0,0.0,1926.9599999999998,0.0,1961.37,0.0,0.0,1492.8,946.0,1146.8000000000002,409.59999000000005,25.92,0.0,0.0,0.0,0.0,0.0,10407.019796342716,10231.277011378797
2492,7899.8900189999995,1.0599999999989285,0.0,0.0,1921.92,0.0,1956.24,0.0,0.0,1499.1999999999998,940.4000000000001,1143.6,411.50002,25.969999,0.0,0.0,0.0,0.0,0.0,10413.231473419777,10231.277011378797
2493,7821.930212999999,1.0599999999989285,0.0,0.0,1897.280056,0.0,1931.160057,0.0,0.0,1497.2,928.00004,1133.00004,408.30002,25.93,0.0,0.0,0.0,0.0,0.0,10392.882379382092,10231.277011378797
2494,7741.900062999998,1.0599999999989285,0.0,0.0,1874.3200560000002,0.0,1907.7900570000002,0.0,0.0,1517.59996,919.2,1091.8000000000002,404.39999,25.73,0.0,0.0,0.0,0.0,0.0,10403.068636130763,10231.277011378797
2495,7743.049813999998,1.0599999999989285,0.0,0.0,1825.599888,0.0,1858.1998859999999,0.0,0.0,1520.8000000000002,934.80004,1179.00002,397.59998,25.99,0.0,0.0,0.0,0.0,0.0,10393.224745662681,10231.277011378797
2496,7846.599939999999,1.0599999999989285,0.0,0.0,1853.0400000000002,0.0,1886.13,0.0,0.0,1523.99992,941.60004,1212.79998,401.8,26.17,0.0,0.0,0.0,0.0,0.0,10432.553466331763,10231.277011378797
2497,8092.319919999998,1.0599999999989285,0.0,0.0,1888.8799999999999,0.0,1922.61,0.0,0.0,1568.3999600000002,1016.4,1262.39998,405.99998,26.57,0.0,0.0,0.0,0.0,0.0,10493.831594794061,10278.170364347618
2498,8159.88992,27.62999999999893,0.0,0.0,1921.92,0.0,1956.24,0.0,0.0,1588.3999600000002,968.39996,1287.20002,410.09998,0.0,0.0,0.0,0.0,0.0,0.0,10437.075610053924,10278.170364347618
2499,8220.160122999998,27.62999999999893,0.0,0.0,1921.360056,0.0,1955.670057,0.0,0.0,1599.60008,999.5999999999999,1312.59994,403.69999,0.0,0.0,0.0,0.0,0.0,0.0,10431.138274565978,10278.170364347618
2500,8260.619879999998,1.0599999999989285,0.0,0.0,1921.92,0.0,1956.24,0.0,0.0,1597.59996,1062.39996,1288.99994,432.40002,0.0,0.0,0.0,0.0,0.0,0.0,10390.392133011486,10278.170364347618
2501,8257.979797,1.0599999999989285,0.0,0.0,1928.639944,0.0,1963.079943,0.0,0.0,1590.39992,1044.0,1296.3999999999999,434.39999,0.0,0.0,0.0,0.0,0.0,0.0,10473.18474199154,10278.170364347618
