date_nr,Portfolio Value,Cash Value,CCOI Position 1 Value,IRDM Position 1 Value,IRDM Position 2 Value,MTZ Position 1 Value,NEP Position 1 Value,CPB Position 1 Value,DKL Position 1 Value,FTNT Position 1 Value,VGR Position 1 Value,DFS Position 1 Value,IRDM Position 3 Value,TTC Position 1 Value,NYCB Position 1 Value,BLDR Position 1 Value,ABEV Position 1 Value,BIP Position 1 Value,ROIC Position 1 Value,NOK Position 1 Value,AEIS Position 1 Value,VSH Position 1 Value,HI Position 1 Value,APPF Position 1 Value,FLEX Position 1 Value,FLEX Position 2 Value,ERF Position 1 Value,ERF Position 2 Value,RRC Position 1 Value,FLEX Position 3 Value,HUM Position 1 Value,LEG Position 1 Value,HAE Position 1 Value,AGI Position 1 Value,AGI Position 2 Value,Scaled ^GSPC,Investment Value
2474,7552.959839000001,2.48000000000019,0.0,1443.389922,1480.39992,1169.8000399999999,1085.1999600000001,121.200006,0.0,0.0,20.56,1785.079978,0.0,0.0,28.71,107.25,2.43,288.600013,11.28,6.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9255.71192809408,10091.876736111113
2475,7600.749929,2.48000000000019,0.0,1444.949961,1481.99996,1188.79998,1082.8,121.22999999999999,0.0,0.0,20.56,1805.7600439999999,0.0,0.0,28.44,108.519997,2.53,294.31998699999997,11.74,6.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9315.642268859747,10091.876736111113
2476,7423.889946,2.48000000000019,0.0,1432.0800390000002,1468.80004,979.5999999999999,1088.39996,122.009994,0.0,0.0,20.5,1816.979912,0.0,0.0,28.47,117.470001,2.58,326.17,11.87,6.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9413.512400424886,10138.131171151623
2477,7694.320102,2.48000000000019,0.0,1478.100078,1516.00008,989.5999999999999,1162.8,123.83999699999998,0.0,0.0,21.04,1874.399934,0.0,0.0,29.67,121.25,2.61,353.470013,12.36,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9591.037661077422,10138.131171151623
2478,7755.040218000002,362.6500130000002,0.0,1491.360078,1529.60008,1031.60004,1106.4,122.97000599999998,0.0,0.0,21.1,1917.96,0.0,0.0,29.099999999999998,126.790001,2.7,0.0,12.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9681.13328261791,10138.131171151623
2479,7595.019847,378.16001300000016,0.0,1477.709961,1515.59996,972.39998,1050.0,122.100003,0.0,0.0,20.98,1903.439934,0.0,0.0,29.04,125.589996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9698.10423430153,10138.131171151623
2480,7603.700082999999,17.99000000000019,0.0,1470.300039,1508.00004,988.79998,1104.0,121.28999999999999,0.0,0.0,21.32,1866.920022,0.0,0.0,28.86,126.059998,0.0,0.0,0.0,0.0,350.160004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9725.648005079249,10138.131171151623
2481,7538.539730000001,2.48000000000019,0.0,1459.379922,1496.79992,1000.0,1082.39996,120.81,0.0,0.0,21.14,1855.479912,0.0,0.0,28.47,124.660004,0.0,0.0,0.0,0.0,346.920012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9735.421459930663,10138.131171151623
2482,7325.429942,2.48000000000019,0.0,1448.459961,1485.59996,951.99996,959.5999999999999,121.91999700000001,0.0,0.0,20.92,1823.140066,0.0,0.0,27.509999999999998,121.209999,0.0,0.0,0.0,0.0,341.28,21.309999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9656.721878373104,10138.131171151623
2483,7272.220105999999,2.48000000000019,0.0,1396.590039,1432.40004,985.19996,944.40004,121.259994,0.0,0.0,20.78,1837.220044,0.0,0.0,27.900000000000002,124.32,0.0,0.0,0.0,0.0,357.799988,21.870001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9807.525505147616,10138.131171151623
2484,7207.3497529999995,2.48000000000019,0.0,1384.889922,1420.39992,981.99996,909.2,121.259994,0.0,0.0,20.92,1843.8199559999998,0.0,0.0,27.150000000000002,123.379997,0.0,0.0,0.0,0.0,350.440004,21.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9799.327995018106,10138.131171151623
