Ticker,Date,Price,sell_price,sell_date,closest_above,Earnings Offset Closest,average_duration,total_days_below_threshold,63d %,daily delta,Pwin,date_number_buy,date_number_sell
ALNY,2023-10-04,169.17,178.71,2023-10-05,-15,-21.0,11.0,122.0,-0.2007087172218286,-0.0216297495807067,93.7063,2456,2457.0
TAC,2023-10-04,8.05,8.64,2023-10-05,-35,-24.0,11.0,57.0,-0.2244701348747592,-0.0086206896551722,92.3077,2456,2457.0
GATX,2023-10-04,105.42,111.3,2023-10-11,-51,-14.0,0.0,0.0,-0.2055764883195175,-0.0083717430157087,100.0,2456,2461.0
DY,2023-10-04,86.25,101.68,2023-11-21,-51,29.0,16.0,97.0,-0.2415582131551178,-0.0028901734104046,85.6115,2456,2490.0
KMPR,2023-10-04,39.91,42.19,2023-10-06,-14,-18.0,15.0,126.0,-0.2253493788819877,-0.011884129735083,89.8734,2456,2458.0
ZBH,2023-10-04,109.69,116.31,2023-11-30,-46,-24.0,5.0,45.0,-0.2339013828747032,-0.005710659898477,94.1176,2456,2496.0
EXR,2023-10-04,116.37,122.25,2023-10-11,-51,-24.0,12.0,124.0,-0.2560414269275027,-0.0035961983046494,91.4894,2456,2461.0
CORT,2023-10-04,25.9,27.39,2023-10-10,-4,-20.0,12.0,102.0,-0.2337278106508875,-0.0103171570500574,86.2319,2456,2460.0
TKR,2023-10-04,71.93,76.01,2023-12-13,-44,-20.0,5.0,27.0,-0.233645855529512,-0.0006946373992775,82.7586,2456,2505.0
ITCI,2023-10-04,50.91,54.29,2023-10-10,-63,-21.0,7.0,79.0,-0.2057722308892355,-0.0112643231695476,90.7767,2456,2460.0
SLM,2023-10-04,13.14,14.29,2023-11-02,-50,-15.0,8.0,106.0,-0.2169249106078665,-0.0097965335342877,96.9231,2456,2477.0
HUN,2023-10-04,23.7,25.38,2023-11-14,-46,-19.0,7.0,101.0,-0.2038965401410816,-0.0012642225031606,80.198,2456,2485.0
VLY,2023-10-04,7.85,8.4,2023-10-10,-37,-16.0,19.0,116.0,-0.237864077669903,-0.0063291139240507,91.0448,2456,2460.0
MGM,2023-10-04,35.16,37.18,2023-10-09,-22,-25.0,13.0,93.0,-0.3092337917485266,-0.0156774916013437,83.7838,2456,2459.0
NXST,2023-10-04,135.22,142.74,2023-10-10,-40,-25.0,6.0,59.0,-0.2758140531276778,-0.0030964317310526,95.0,2456,2460.0
ENOV,2023-10-04,50.22,53.7,2023-12-14,-44,-24.0,8.0,118.0,-0.233750381446445,-0.0013919268244183,80.0,2456,2506.0
AY,2023-10-04,17.1,18.44,2023-10-10,-10,-25.0,10.0,109.0,-0.3159999999999999,-0.0029154518950436,87.1795,2456,2460.0
AN,2023-10-04,141.73,149.11,2023-12-14,-54,-17.0,4.0,39.0,-0.2189893646332728,-0.0120591105534645,88.1579,2456,2506.0
PII,2023-10-04,98.33,,,-36,-14.0,3.0,35.0,-0.2831522927753881,-0.0089699657327151,84.7222,2456,
CUBE,2023-10-04,36.93,39.19,2023-11-15,-56,-21.0,11.0,101.0,-0.2066595059076261,-0.0029697624190064,97.7273,2456,2486.0
MGM,2023-10-05,34.79,37.18,2023-10-09,-19,-24.0,13.0,93.0,-0.3165029469548134,-0.0105233219567689,82.6667,2457,2459.0
NXST,2023-10-05,133.75,142.74,2023-10-10,-41,-24.0,6.0,59.0,-0.2836868037703512,-0.0108711729034166,93.4426,2457,2460.0
ZBH,2023-10-05,109.3,116.31,2023-11-30,-47,-23.0,5.0,45.0,-0.2366252269870093,-0.0035554745190993,92.3077,2457,2496.0
TKR,2023-10-05,71.43,75.09,2023-12-04,-45,-19.0,5.0,27.0,-0.2389729384189217,-0.0069512025580424,81.3559,2457,2498.0
DY,2023-10-05,84.52,101.68,2023-11-21,-51,30.0,16.0,97.0,-0.2567710165318326,-0.0200579710144928,85.0,2457,2490.0
LHX,2023-10-05,161.28,180.21,2023-10-09,-50,-15.0,0.0,0.0,-0.2037914691943128,-0.0152643790450603,100.0,2457,2459.0
AY,2023-10-05,16.8,17.65,2023-10-06,-10,-24.0,10.0,109.0,-0.3279999999999999,-0.0175438596491228,85.0,2457,2458.0
PII,2023-10-05,97.16,,,-37,-13.0,3.0,35.0,-0.2916818546329371,-0.0118987084307943,83.5616,2457,
EVRG,2023-10-05,48.34,51.04,2023-11-02,-50,-23.0,3.0,9.0,-0.214749837556855,-0.0071883343602381,100.0,2457,2477.0
AN,2023-10-05,135.3,142.61,2023-10-10,-54,-16.0,4.0,39.0,-0.2544222185485203,-0.0453679531503561,87.013,2457,2460.0
LEG,2023-10-05,24.43,25.88,2023-12-06,-46,-17.0,4.0,34.0,-0.2003273322422258,-0.0016346546791989,84.375,2457,2500.0
NEE,2023-10-05,49.45,53.54,2023-10-11,-7,-13.0,3.0,20.0,-0.3484848484848485,-0.0231133939154483,85.7143,2457,2461.0
OLN,2023-10-05,46.85,49.45,2023-10-11,-25,-15.0,7.0,115.0,-0.2052586938083122,-0.0167890870933892,93.75,2457,2461.0
ROL,2023-10-05,35.86,37.69,2023-11-02,-51,-14.0,3.0,6.0,-0.2000892259647557,-0.0027808676307008,100.0,2457,2477.0
DVN,2023-10-05,42.85,46.1,2023-10-09,-46,-23.0,10.0,119.0,-0.2064814814814815,-0.0115340253748558,87.0056,2457,2459.0
MTH,2023-10-06,115.68,122.05,2023-11-01,-37,-17.0,10.0,105.0,-0.231311050568144,-0.0100128369704748,92.4051,2458,2476.0
DRI,2023-10-06,136.94,145.53,2023-10-31,-55,11.0,1.0,1.0,-0.2046695318852364,-0.0295514137906598,81.25,2458,2475.0
ARMK,2023-10-06,24.6,26.32,2023-10-11,-53,-27.0,18.0,94.0,-0.2171189979123172,-0.0064620355411955,90.1408,2458,2461.0
WFG,2023-10-06,67.57,72.71,2023-11-02,-49,-13.0,7.0,102.0,-0.2455337204108978,-0.0124232680502778,90.5263,2458,2477.0
PINC,2023-10-06,20.62,22.06,2023-12-13,-36,-22.0,11.0,47.0,-0.26540790879943,-0.0062650602409638,81.0811,2458,2505.0
MKC,2023-10-06,64.55,67.85,2023-12-11,-18,3.0,6.0,43.0,-0.2822195040587124,-0.0128460009175715,93.75,2458,2503.0
BLDR,2023-10-06,119.31,125.69,2023-10-11,-37,-18.0,5.0,113.0,-0.2162002364998029,-0.0055013753438358,92.233,2458,2461.0
WHR,2023-10-06,124.26,130.91,2023-10-17,-56,-13.0,6.0,89.0,-0.2134945249699348,-0.0120060427764967,83.8235,2458,2465.0
NOMD,2023-10-06,14.71,16.25,2023-11-09,-26,-24.0,18.0,92.0,-0.2112600536193029,-0.0245358090185675,83.0769,2458,2482.0
ROIC,2023-10-06,11.57,12.15,2023-10-11,-39,-12.0,8.0,80.0,-0.2312292358803986,-0.0060137457044673,93.3333,2458,2461.0
HI,2023-10-06,41.62,43.73,2023-12-14,-55,-28.0,4.0,44.0,-0.2144205360513401,-0.0057333970377448,85.9375,2458,2506.0
AMX,2023-10-06,16.6,17.81,2023-11-14,-48,-7.0,2.0,5.0,-0.2451114142792176,-0.0107270560190703,88.7097,2458,2485.0
BLDR,2023-10-09,118.64,125.69,2023-10-11,-25,-17.0,5.0,113.0,-0.2206017606096439,-0.0056156231665409,91.3462,2459,2461.0
NYCB,2023-10-09,10.93,,,-49,-13.0,5.0,86.0,-0.2119682768565248,-0.0018264840182647,85.4545,2459,
BKU,2023-10-09,21.5,22.65,2023-10-17,-25,-8.0,19.0,116.0,-0.2799732083054252,-0.0119485294117648,84.058,2459,2465.0
WFG,2023-10-09,67.47,72.71,2023-11-02,-50,-12.0,7.0,102.0,-0.2466502903081733,-0.0014799467219179,89.5833,2459,2477.0
CPK,2023-10-09,92.19,99.12,2023-12-01,-47,-18.0,12.0,12.0,-0.2505487358751321,-0.0131663455362878,84.6154,2459,2497.0
NOMD,2023-10-09,14.69,16.25,2023-11-09,-27,-23.0,15.0,93.0,-0.2123324396782842,-0.0013596193065942,81.8182,2459,2482.0
HI,2023-10-09,41.55,43.73,2023-12-14,-49,-27.0,4.0,44.0,-0.2157417893544734,-0.0016818837097549,84.6154,2459,2506.0
MKC,2023-10-09,63.16,66.36,2023-11-17,-15,4.0,6.0,43.0,-0.2976759701990438,-0.0215336948102246,88.2353,2459,2488.0
RF,2023-10-09,16.41,17.57,2023-12-01,-40,-9.0,16.0,98.0,-0.2178265014299333,-0.0066585956416465,95.7143,2459,2497.0
LUV,2023-10-09,26.5,27.99,2023-12-06,-39,-13.0,9.0,109.0,-0.3236345074017356,-0.0214180206794681,83.7209,2459,2500.0
FTNT,2023-10-10,59.4,62.44,2024-01-12,-47,-17.0,8.0,107.0,-0.2600896860986547,-0.0018484288354898,88.1579,2460,2525.0
SUI,2023-10-11,108.9,116.46,2023-11-02,-54,-10.0,6.0,46.0,-0.2285896436920024,-0.039597848134756,100.0,2461,2477.0
FTNT,2023-10-11,58.97,62.25,2024-01-11,-48,-16.0,8.0,107.0,-0.2654459392127554,-0.0072390572390572,86.8421,2461,2524.0
TNL,2023-10-12,33.96,36.01,2023-11-07,-59,-9.0,7.0,112.0,-0.2173311823000691,-0.0244182706118931,91.4634,2462,2480.0
MKC,2023-10-12,59.56,64.38,2023-10-25,-8,7.0,6.0,43.0,-0.3377071055265206,-0.0396646243147371,83.3333,2462,2471.0
NXST,2023-10-12,139.47,147.17,2023-10-17,-46,-19.0,6.0,59.0,-0.2530526992287918,-0.0228403278918236,96.7742,2462,2465.0
ASR,2023-10-12,216.94,233.33,2023-11-06,-29,-7.0,0.0,0.0,-0.2560866881558192,-0.0206753340556158,95.4545,2462,2479.0
FTNT,2023-10-12,58.0,61.26,2024-01-08,-49,-15.0,8.0,107.0,-0.2775286497259591,-0.0164490418857046,85.5263,2462,2521.0
HAS,2023-10-12,55.64,,,-22,-10.0,17.0,119.0,-0.2369720241360394,-0.0446428571428572,83.9286,2462,
SXT,2023-10-12,53.27,58.16,2023-10-17,-59,-6.0,10.0,122.0,-0.2364913286512827,-0.0225688073394494,90.7407,2462,2465.0
RF,2023-10-12,16.29,17.57,2023-12-01,-43,-6.0,16.0,98.0,-0.2235462345090563,-0.0121285627653122,94.3662,2462,2497.0
KNX,2023-10-12,47.8,50.39,2023-10-17,-42,-5.0,3.0,12.0,-0.2131687242798354,-0.0234933605720123,100.0,2462,2465.0
SCI,2023-10-12,53.67,60.79,2023-11-02,-51,-14.0,7.0,22.0,-0.2054774241302738,-0.0243592074168332,96.1538,2462,2477.0
LUV,2023-10-12,25.45,27.3,2023-12-04,-37,-10.0,9.0,109.0,-0.318607764390897,-0.0286259541984732,82.7586,2462,2498.0
DY,2023-10-12,86.08,101.68,2023-11-21,-57,-28.0,16.0,97.0,-0.2096226241851069,-0.0024336539575849,84.8921,2462,2490.0
MDT,2023-10-12,71.29,74.88,2023-11-16,-55,-28.0,11.0,35.0,-0.2113938053097345,-0.0219508848950472,100.0,2462,2487.0
FLO,2023-10-12,20.37,21.47,2023-10-25,-42,-20.0,0.0,0.0,-0.2110766847405112,-0.044110746128578,83.3333,2462,2471.0
HCA,2023-10-12,234.97,248.41,2023-11-20,-63,-8.0,12.0,12.0,-0.2076814135419477,-0.0372843856270741,97.1429,2462,2489.0
OMAB,2023-10-12,65.84,70.38,2023-11-24,-6,-11.0,1.0,6.0,-0.3287112561174551,-0.0451051486584481,87.6923,2462,2492.0
TXRH,2023-10-12,91.57,96.48,2023-10-19,-58,-10.0,3.0,12.0,-0.2191523833887609,-0.0322341999577258,95.4545,2462,2467.0
TKR,2023-10-12,71.9,76.01,2023-12-13,-50,-14.0,5.0,27.0,-0.2335571900650249,-0.0164158686730504,80.0,2462,2505.0
ARW,2023-10-12,115.54,124.99,2023-11-14,-61,-15.0,2.0,4.0,-0.2038861710190862,-0.0291572136795227,97.3684,2462,2485.0
AEIS,2023-10-12,100.8,111.18,2023-12-14,-51,-13.0,7.0,44.0,-0.2001904308497977,-0.0042477526424973,88.172,2462,2506.0
ROL,2023-10-12,35.76,37.61,2023-10-31,-55,-9.0,2.0,7.0,-0.2023198750836493,-0.0154185022026431,90.9091,2462,2475.0
NOMD,2023-10-12,14.34,16.25,2023-11-09,-29,-20.0,15.0,93.0,-0.2310991957104556,-0.0264765784114053,81.8182,2462,2482.0
SUI,2023-10-12,105.54,111.24,2023-10-31,-54,-9.0,6.0,48.0,-0.2523907345753345,-0.030853994490358,95.8333,2462,2475.0
ZBH,2023-10-12,102.72,110.2,2023-11-02,-51,-18.0,5.0,45.0,-0.2803194843410634,-0.0249644043663976,90.566,2462,2477.0
WFG,2023-10-12,66.61,70.36,2023-11-01,-52,-9.0,7.0,102.0,-0.2551716426255173,-0.0261695906432749,88.5417,2462,2476.0
ABT,2023-10-12,90.19,95.56,2023-10-18,-55,-4.0,0.0,0.0,-0.2131390682254406,-0.0264464594127806,100.0,2462,2466.0
TFSL,2023-10-12,11.67,12.42,2023-11-02,-42,-10.0,6.0,33.0,-0.220440881763527,-0.0068085106382979,81.25,2462,2477.0
MIDD,2023-10-12,120.47,130.42,2023-12-01,-52,-19.0,14.0,99.0,-0.2066513006256173,-0.0408439490445859,94.2029,2462,2497.0
HI,2023-10-12,41.3,43.73,2023-12-14,-52,-24.0,4.0,44.0,-0.218690881573969,-0.0009675858732464,83.3333,2462,2506.0
NYCB,2023-10-12,10.62,11.32,2023-12-14,-47,-10.0,5.0,86.0,-0.2343186733958183,-0.0274725274725274,83.9286,2462,2506.0
AN,2023-10-12,136.13,149.11,2023-12-14,-59,-11.0,4.0,39.0,-0.249848459800518,-0.0256942456341253,88.1579,2462,2506.0
PII,2023-10-12,96.37,,,-41,-8.0,3.0,35.0,-0.2974411314427352,-0.0221207508878741,81.6901,2462,
SUPN,2023-10-12,25.84,27.33,2023-11-13,-28,-19.0,4.0,22.0,-0.2148283196596778,-0.0450849963045084,95.4128,2462,2484.0
B,2023-10-13,32.92,34.67,2024-02-08,-55,-10.0,11.0,94.0,-0.2347745234774523,-0.0009104704097117,81.8182,2463,2543.0
TPH,2023-10-13,26.25,28.33,2023-11-03,-57,-9.0,7.0,103.0,-0.2203742203742204,-0.0064345193035579,83.3333,2463,2478.0
BKU,2023-10-13,21.58,23.86,2023-11-02,-29,-4.0,19.0,116.0,-0.2772940388479572,-0.013260173754001,84.2857,2463,2477.0
MTH,2023-10-13,113.05,122.05,2023-11-01,-41,-12.0,10.0,105.0,-0.2487872948368663,-0.0053668836881928,91.0256,2463,2476.0
MTD,2023-10-13,1033.64,1085.51,2023-11-21,-54,-19.0,3.0,38.0,-0.2410977812366924,-0.0078422161582036,88.4615,2463,2490.0
BLDR,2023-10-13,116.27,126.79,2023-11-03,-29,-13.0,5.0,120.0,-0.2361713309683353,-0.0013742162672851,93.2039,2463,2478.0
KW,2023-10-13,13.63,,,-56,-13.0,13.0,83.0,-0.2070971495055265,-0.0264285714285713,97.9592,2463,
RF,2023-10-13,16.03,17.57,2023-12-01,-43,-5.0,16.0,98.0,-0.2359389895138226,-0.0159607120933086,93.0556,2463,2497.0
AY,2023-10-13,17.74,19.02,2023-11-02,-19,-18.0,10.0,109.0,-0.2904000000000001,-0.0225895316804407,90.2439,2463,2477.0
AWK,2023-10-13,118.04,124.49,2023-11-02,-55,-13.0,4.0,34.0,-0.2068270393764277,-0.0024507732612185,92.3077,2463,2477.0
NYCB,2023-10-13,10.5,11.32,2023-12-14,-47,-9.0,5.0,86.0,-0.2429704397981253,-0.0112994350282484,82.1429,2463,2506.0
ASR,2023-10-13,214.96,227.46,2023-11-03,-29,-6.0,0.0,0.0,-0.2628763459296345,-0.0091269475430993,93.1818,2463,2478.0
TNL,2023-10-13,33.29,35.45,2023-11-03,-46,-8.0,6.0,117.0,-0.2327725282323116,-0.0197290930506478,90.3614,2463,2478.0
EXR,2023-10-13,118.07,129.55,2023-11-14,-61,-17.0,12.0,124.0,-0.2451732515023654,-0.0169844309383065,91.6667,2463,2485.0
UBSI,2023-10-13,26.42,27.77,2023-10-17,-44,-8.0,10.0,51.0,-0.2185743862762496,-0.0301027900146841,82.6923,2463,2465.0
CMC,2023-10-13,43.16,45.36,2023-11-02,-26,1.0,7.0,77.0,-0.2540615278257864,-0.0121309224078737,93.3333,2463,2477.0
DY,2023-10-13,83.42,87.66,2023-11-15,-57,-27.0,16.0,97.0,-0.2340464603801303,-0.0309014869888475,84.2857,2463,2486.0
HRL,2023-10-13,32.02,35.32,2024-02-29,-41,30.0,0.0,0.0,-0.2302884615384615,-0.019895928986838,90.0,2463,2557.0
HI,2023-10-13,39.77,41.78,2023-11-14,-51,-23.0,4.0,44.0,-0.2476352629587589,-0.0370460048426148,82.0896,2463,2485.0
NOMD,2023-10-13,14.33,16.25,2023-11-09,-30,-19.0,15.0,93.0,-0.2316353887399462,-0.000697350069735,81.8182,2463,2482.0
WHR,2023-10-13,123.29,130.91,2023-10-17,-61,-8.0,6.0,94.0,-0.2101857783472133,-0.0019428478912004,82.6087,2463,2465.0
WFG,2023-10-13,66.56,70.36,2023-11-01,-53,-8.0,7.0,102.0,-0.2557307391255731,-0.0007506380423359,87.5,2463,2476.0
SFNC,2023-10-13,16.08,16.98,2023-12-04,-53,-7.0,18.0,112.0,-0.2035661218424964,-0.0195121951219512,91.8033,2463,2498.0
MIDD,2023-10-13,119.77,126.43,2023-11-29,-43,-18.0,12.0,100.0,-0.2112611129404017,-0.0058105752469495,92.7536,2463,2495.0
SUI,2023-10-13,104.85,111.24,2023-10-31,-54,-8.0,6.0,48.0,-0.2572784585960189,-0.0065378055713474,92.0,2463,2475.0
CFR,2023-10-13,90.45,96.6,2023-11-03,-56,-9.0,9.0,88.0,-0.2228713807028095,-0.012770137524558,93.2203,2463,2478.0
AN,2023-10-13,135.11,149.11,2023-12-14,-60,-10.0,4.0,39.0,-0.2554692235631233,-0.0074928377286416,86.8421,2463,2506.0
MGM,2023-10-13,36.44,38.28,2023-11-06,-43,-18.0,13.0,93.0,-0.2840864440078585,-0.0193756727664154,84.2105,2463,2479.0
SUPN,2023-10-13,24.84,26.14,2023-11-09,-27,-18.0,8.0,51.0,-0.2452142206016407,-0.0386996904024767,94.5455,2463,2482.0
AL,2023-10-13,35.74,37.66,2023-11-14,-60,-16.0,11.0,105.0,-0.2056012447210491,-0.0202850877192981,95.0,2463,2485.0
PAC,2023-10-13,134.31,142.1,2023-11-17,-11,-6.0,1.0,1.0,-0.3022857142857142,-0.0140938119356969,96.7742,2463,2488.0
TMHC,2023-10-13,40.77,43.73,2023-11-03,-61,-8.0,4.0,43.0,-0.2104957397366382,-0.0019583843329252,93.9394,2463,2478.0
VLY,2023-10-13,8.12,8.54,2023-10-17,-47,-9.0,19.0,116.0,-0.2116504854368933,-0.0193236714975845,92.6471,2463,2465.0
FTNT,2023-10-13,57.76,61.26,2024-01-08,-50,-14.0,8.0,107.0,-0.2805181863477828,-0.0041379310344827,84.2105,2463,2521.0
ARW,2023-10-13,114.62,120.95,2023-11-03,-61,-14.0,17.0,53.0,-0.2102253152346171,-0.0079626103513934,94.8718,2463,2478.0
SXT,2023-10-13,53.14,58.16,2023-10-17,-60,-5.0,10.0,122.0,-0.2383545936648988,-0.0024403979725925,89.0909,2463,2465.0
MTX,2023-10-13,48.71,53.05,2023-10-19,-29,-9.0,6.0,48.0,-0.2068067090050479,-0.016357027463651,90.7407,2463,2467.0
POWI,2023-10-13,75.52,81.32,2023-12-11,-52,-17.0,9.0,124.0,-0.2225653695696933,-0.0235324540987846,87.7193,2463,2503.0
DAL,2023-10-13,34.1,36.06,2023-11-17,-29,1.0,9.0,107.0,-0.2996508523310741,-0.0298719772403982,86.747,2463,2488.0
VSH,2023-10-13,23.67,,,-62,-18.0,2.0,2.0,-0.2107369123041013,-0.0202814569536423,87.234,2463,
ROIC,2023-10-13,11.75,12.36,2023-11-02,-46,-7.0,8.0,89.0,-0.2192691029900332,-0.0150880134115674,93.4783,2463,2477.0
BOX,2023-10-13,24.9,26.28,2023-11-14,-53,32.0,12.0,102.0,-0.2112765283496991,-0.0165876777251186,91.3043,2463,2485.0
WSFS,2023-10-13,35.28,37.13,2023-11-02,-48,-6.0,13.0,65.0,-0.2025316455696202,-0.0310354298269704,81.6901,2463,2477.0
HWC,2023-10-13,34.85,36.91,2023-11-02,-44,-2.0,20.0,100.0,-0.221750781598928,-0.0213423195731535,86.4198,2463,2477.0
TAC,2023-10-13,8.25,,,-45,-17.0,11.0,57.0,-0.2052023121387284,-0.0155131264916468,94.5946,2463,
LUV,2023-10-13,25.37,26.69,2023-12-01,-32,-9.0,9.0,109.0,-0.3207496653279785,-0.0031434184675834,81.8182,2463,2497.0
AMX,2023-10-13,16.77,17.81,2023-11-14,-54,-2.0,2.0,5.0,-0.2181818181818181,-0.0029726516052318,86.2069,2463,2485.0
WAFD,2023-10-13,25.2,26.93,2023-11-03,-56,-2.0,8.0,58.0,-0.2030360531309298,-0.0407308717167872,92.8571,2463,2478.0
SUI,2023-10-16,104.44,109.72,2023-10-30,-55,-7.0,6.0,48.0,-0.2601827583764255,-0.0039103481163567,88.4615,2464,2474.0
TPH,2023-10-16,26.03,28.33,2023-11-03,-57,-8.0,7.0,103.0,-0.2269082269082268,-0.0083809523809523,82.4176,2464,2478.0
WBA,2023-10-16,22.78,24.63,2023-12-13,-43,2.0,5.0,41.0,-0.2615883306320907,-0.0202150537634407,85.5263,2464,2505.0
BIP,2023-10-16,25.07,27.19,2023-11-02,-15,-12.0,5.0,37.0,-0.3039977790116602,-0.0350269438029253,93.5484,2464,2477.0
CMC,2023-10-16,42.82,45.36,2023-11-02,-27,2.0,7.0,77.0,-0.2599377808503283,-0.0078776645041704,91.6667,2464,2477.0
NEE,2023-10-17,54.17,57.57,2023-10-26,-21,-5.0,3.0,20.0,-0.2862977602108036,-0.0038617138653916,86.6667,2465,2472.0
CMC,2023-10-17,42.69,45.36,2023-11-02,-27,3.0,7.0,77.0,-0.2621845834773592,-0.0030359645025689,90.1639,2465,2477.0
TAC,2023-10-18,7.83,8.26,2023-11-10,-35,-14.0,9.0,59.0,-0.245664739884393,-0.0309405940594059,92.1053,2466,2483.0
MGM,2023-10-18,35.63,38.16,2023-11-03,-46,-15.0,13.0,93.0,-0.2999999999999999,-0.0328447339847991,83.1169,2466,2478.0
AN,2023-10-18,137.45,149.11,2023-12-14,-63,-7.0,4.0,39.0,-0.2230951842640741,-0.0063615990746767,85.1351,2466,2506.0
CMC,2023-10-18,41.27,43.4,2023-11-01,-21,4.0,7.0,77.0,-0.2867265814033874,-0.0332630592644646,88.7097,2466,2476.0
POWI,2023-10-18,74.13,78.01,2023-11-15,-55,-14.0,9.0,124.0,-0.2368746139592341,-0.0262708524891632,86.2069,2466,2486.0
FTNT,2023-10-18,57.67,61.26,2024-01-08,-53,-11.0,8.0,107.0,-0.2638498851161603,-0.0167092924126172,82.8947,2466,2521.0
PAC,2023-10-18,131.77,142.1,2023-11-17,-12,-3.0,1.0,1.0,-0.3154805194805195,-0.0108099992493055,95.2381,2466,2488.0
MTD,2023-10-18,1010.0,1085.51,2023-11-21,-52,-16.0,3.0,38.0,-0.258454354561607,-0.0337055002248308,85.1852,2466,2490.0
RYN,2023-10-18,26.3,28.57,2023-11-02,-55,-10.0,4.0,17.0,-0.2059178743961351,-0.024480712166172,90.0,2466,2477.0
EVRG,2023-10-18,49.21,51.76,2023-12-01,-62,-14.0,4.0,16.0,-0.2006172839506173,-0.0175683769215412,94.1176,2466,2497.0
WYNN,2023-10-18,86.72,91.42,2023-10-24,-55,-16.0,19.0,117.0,-0.2082534465443257,-0.0396456256921372,82.1656,2466,2470.0
EXR,2023-10-18,116.0,129.55,2023-11-14,-60,-14.0,12.0,124.0,-0.2099169050538073,-0.0234868254903611,89.7959,2466,2485.0
ES,2023-10-18,54.49,57.25,2023-11-15,-53,-13.0,5.0,22.0,-0.2667204952227157,-0.0174900829426614,84.6154,2466,2486.0
NEE,2023-10-18,53.24,56.46,2023-10-25,-17,-4.0,3.0,20.0,-0.2985507246376812,-0.0171681742661989,81.25,2466,2471.0
LEG,2023-10-18,24.25,25.88,2023-12-06,-54,-8.0,4.0,35.0,-0.2062193126022913,-0.0257131378063479,81.8182,2466,2500.0
AY,2023-10-18,17.25,18.18,2023-10-30,-20,-15.0,10.0,109.0,-0.31,-0.0254237288135592,88.0952,2466,2474.0
CBRE,2023-10-18,69.8,76.01,2023-11-03,-59,-7.0,6.0,106.0,-0.2100497962879131,-0.0239127394769963,96.6102,2466,2478.0
SLM,2023-10-19,13.29,14.29,2023-11-02,-62,-4.0,8.0,115.0,-0.202280912364946,-0.0118959107806692,95.3846,2467,2477.0
TMHC,2023-10-19,39.0,41.74,2023-11-02,-51,-4.0,4.0,43.0,-0.2204677193683789,-0.0254872563718141,92.3077,2467,2477.0
CNS,2023-10-19,53.0,56.69,2023-11-03,-49,1.0,11.0,102.0,-0.2082461906184642,-0.025735294117647,96.4286,2467,2478.0
ADC,2023-10-19,54.95,58.16,2023-11-02,-60,-3.0,3.0,12.0,-0.2044302881135079,-0.009731483150117,90.0,2467,2477.0
HWC,2023-10-19,34.74,36.91,2023-11-02,-48,2.0,17.0,105.0,-0.2242072353729343,-0.0079954311821816,87.3418,2467,2477.0
POWI,2023-10-19,72.58,76.37,2023-11-14,-55,-13.0,9.0,124.0,-0.2528309656166357,-0.0209092135437743,84.7458,2467,2485.0
HI,2023-10-19,38.42,40.47,2023-11-03,-33,-19.0,4.0,44.0,-0.2603003465537158,-0.013607188703466,80.8824,2467,2478.0
SJW,2023-10-19,58.23,61.18,2023-10-30,-63,-7.0,8.0,8.0,-0.2013441228912358,-0.012381275440977,100.0,2467,2474.0
VLY,2023-10-19,8.09,8.57,2023-11-03,-51,-5.0,15.0,125.0,-0.2145631067961165,-0.0146163215590744,92.6471,2467,2478.0
FAF,2023-10-19,50.58,53.88,2023-11-02,-33,-5.0,9.0,63.0,-0.2106741573033708,-0.0241173065792011,90.4762,2467,2477.0
WTRG,2023-10-19,33.04,35.82,2023-11-03,-55,-12.0,7.0,29.0,-0.2334106728538283,-0.0104821802935011,90.4762,2467,2478.0
PWR,2023-10-19,168.74,182.85,2023-11-14,-33,-10.0,1.0,8.0,-0.205405914484837,-0.0191815856777493,100.0,2467,2485.0
RYN,2023-10-19,25.8,28.57,2023-11-02,-54,-9.0,4.0,21.0,-0.221014492753623,-0.0190114068441065,85.7143,2467,2477.0
HRL,2023-10-19,31.82,35.32,2024-02-29,-36,-28.0,0.0,0.0,-0.2350961538461539,-0.0012554927809165,81.8182,2467,2557.0
MTH,2023-10-19,110.55,122.05,2023-11-01,-33,-8.0,10.0,105.0,-0.2653996943318494,-0.0181188382627232,89.8734,2467,2476.0
AGNC,2023-10-19,8.26,8.68,2023-11-16,-58,-7.0,10.0,101.0,-0.2133333333333333,-0.0372960372960373,90.2439,2467,2487.0
GLW,2023-10-19,27.43,28.95,2023-11-15,-60,-3.0,6.0,25.0,-0.2026162790697674,-0.0061594202898551,94.2857,2467,2486.0
QGEN,2023-10-19,37.52,39.55,2023-11-14,-58,-7.0,0.0,0.0,-0.2057578323454699,-0.0084566596194503,100.0,2467,2485.0
KW,2023-10-19,13.17,,,-24,-9.0,11.0,91.0,-0.2325174825174825,-0.018628912071535,95.7447,2467,
NXST,2023-10-19,142.86,150.97,2023-11-02,-52,-14.0,6.0,59.0,-0.2348971722365037,-0.0028617296014518,98.4127,2467,2477.0
B,2023-10-19,32.98,34.67,2024-02-08,-59,-6.0,11.0,94.0,-0.2333798233379824,-0.0069256248118038,80.3571,2467,2543.0
WAFD,2023-10-19,25.05,26.93,2023-11-03,-52,2.0,7.0,63.0,-0.2077798861480075,-0.0003990422984835,91.2281,2467,2478.0
FR,2023-10-19,42.53,44.68,2023-11-15,-60,1.0,10.0,73.0,-0.2069737087451053,-0.0222988505747125,100.0,2467,2486.0
