Ticker,Date,Price,sell_price,sell_date,closest_above,Earnings Offset Closest,average_duration,total_days_below_threshold,63d %,daily delta,Pwin,date_number_buy,date_number_sell
FR,2022-05-09,50.59,53.36,2022-05-13,-7,13.0,0.0,0.0,-0.2255052051439068,-0.0363809523809522,100.0,2103,2107.0
BX,2022-05-09,96.66,107.82,2022-05-13,-23,12.0,4.0,33.0,-0.2818722139673105,-0.0475908956547442,90.3846,2103,2107.0
CCK,2022-05-09,101.73,106.93,2022-05-27,-27,10.0,0.0,0.0,-0.2154700393306083,-0.035734597156398,93.75,2103,2117.0
WEN,2022-05-09,17.85,18.86,2022-05-27,-27,-2.0,7.0,39.0,-0.2391304347826086,-0.0314704286489418,90.0,2103,2117.0
STN,2022-05-09,43.57,46.6,2022-06-01,-60,-2.0,0.0,0.0,-0.208106143220647,-0.0373398144056561,92.3077,2103,2119.0
BLK,2022-05-09,605.56,652.44,2022-05-26,-23,17.0,4.0,38.0,-0.2587279048132008,-0.0366835290000319,80.0,2103,2116.0
SSNC,2022-05-09,60.37,63.78,2022-05-26,-24,7.0,5.0,5.0,-0.2675321523901965,-0.0325320512820512,96.7742,2103,2116.0
TYL,2022-05-09,354.2,374.34,2022-07-27,-24,8.0,5.0,42.0,-0.278717901724805,-0.026682421477838,93.1818,2103,2157.0
FN,2022-05-09,85.72,90.74,2022-05-13,-24,5.0,2.0,13.0,-0.2033457249070631,-0.040734109221128,87.8378,2103,2107.0
PZZA,2022-05-09,83.54,88.01,2022-05-27,-12,2.0,7.0,95.0,-0.3072968490878938,-0.0437271062271061,82.4176,2103,2117.0
CWST,2022-05-09,71.25,75.59,2022-07-21,-18,7.0,0.0,0.0,-0.2190925032880315,-0.0427247077791214,96.875,2103,2153.0
NTES,2022-05-09,84.52,92.46,2022-05-13,-61,-11.0,5.0,99.0,-0.2163916187650658,-0.0439995475624929,94.0476,2103,2107.0
SCCO,2022-05-09,58.38,62.76,2022-05-27,-15,4.0,8.0,48.0,-0.2531661762824613,-0.0493404982901806,87.931,2103,2117.0
MKSI,2022-05-09,114.05,122.54,2022-05-17,-24,9.0,4.0,38.0,-0.3033838260444661,-0.039578947368421,86.9565,2103,2109.0
AVB,2022-05-09,203.72,213.94,2022-07-29,-12,8.0,0.0,0.0,-0.2111825292341052,-0.0410017417502236,100.0,2103,2159.0
BN,2022-05-09,37.4373,39.5473,2022-05-17,-23,-3.0,0.0,0.0,-0.2245490191204707,-0.0439742283442248,100.0,2103,2109.0
SPGI,2022-05-09,328.77,350.52,2022-05-23,-20,4.0,6.0,13.0,-0.2152524167561761,-0.0491381304951411,100.0,2103,2113.0
FFIV,2022-05-09,166.44,175.37,2023-12-12,-17,9.0,5.0,47.0,-0.2277999443258791,-0.0238123167155425,90.4762,2103,2504.0
MORN,2022-05-09,234.42,247.25,2022-05-23,-60,8.0,9.0,37.0,-0.2084149388802593,-0.0473829648894669,100.0,2103,2113.0
NUE,2022-05-09,130.03,137.74,2022-05-27,-12,12.0,8.0,34.0,-0.2594680790477818,-0.0477480776272428,84.375,2103,2117.0
TRN,2022-05-09,25.63,27.0,2022-08-10,-13,8.0,3.0,11.0,-0.2743488108720272,-0.0461481205805731,85.2632,2103,2167.0
DD,2022-05-09,64.33,68.36,2022-05-27,-56,4.0,1.0,2.0,-0.2166341938626401,-0.0166615713848976,84.0,2103,2117.0
DHR,2022-05-09,212.2074,223.2269,2022-05-20,-20,12.0,1.0,3.0,-0.2011947782094136,-0.0396003935600256,100.0,2103,2112.0
SNPS,2022-05-09,262.41,275.99,2022-05-13,-24,-7.0,3.0,38.0,-0.2304692082111435,-0.0447744894616138,100.0,2103,2107.0
ZTS,2022-05-09,161.81,172.1,2022-05-27,-61,2.0,3.0,7.0,-0.2001087547580206,-0.0437326399148987,80.7692,2103,2117.0
CORT,2022-05-09,18.52,19.55,2022-05-17,-14,2.0,12.0,108.0,-0.2679841897233201,-0.0354166666666666,84.8921,2103,2109.0
RRX,2022-05-09,121.47,128.51,2022-06-03,-28,8.0,5.0,17.0,-0.2644868301544051,-0.040975840833728,96.2963,2103,2121.0
THRM,2022-05-09,64.63,68.94,2022-05-31,-47,3.0,9.0,9.0,-0.2891553013638364,-0.0392448342500372,90.3226,2103,2118.0
QCOM,2022-05-09,134.92,143.22,2022-05-31,-47,8.0,4.0,29.0,-0.2665398206034248,-0.040261772656139,88.8889,2103,2118.0
NDAQ,2022-05-09,48.7267,51.88,2022-05-27,-20,13.0,1.0,2.0,-0.2037249175971879,-0.040119535176003,100.0,2103,2117.0
EGP,2022-05-09,163.18,171.71,2022-08-08,-7,9.0,0.0,0.0,-0.243240736446691,-0.031227736879601,90.9091,2103,2165.0
CRM,2022-05-09,163.6,176.07,2022-06-01,-23,-15.0,21.0,86.0,-0.2631958205728697,-0.0359457866823806,80.6452,2103,2119.0
KLAC,2022-05-09,318.87,336.42,2022-05-13,-61,7.0,6.0,41.0,-0.2030839977007472,-0.0376641014033499,90.0,2103,2107.0
GOOGL,2022-05-09,112.511,118.783,2022-07-07,-24,9.0,1.0,1.0,-0.2130529511126343,-0.0279533290423468,100.0,2103,2143.0
GOOG,2022-05-09,113.084,119.306,2022-07-07,-24,9.0,1.0,1.0,-0.212739962058583,-0.0222721770707244,100.0,2103,2143.0
BRO,2022-05-09,56.58,59.95,2022-05-27,-13,10.0,0.0,0.0,-0.2291553133514987,-0.0285027472527472,90.9091,2103,2117.0
MTSI,2022-05-09,50.03,53.11,2022-05-17,-28,7.0,7.0,51.0,-0.2005433045701501,-0.0441345051585785,87.5,2103,2109.0
LBTYA,2022-05-09,21.85,23.0,2022-05-13,-55,-1.0,2.0,5.0,-0.246291824767161,-0.0327578574590525,83.3333,2103,2107.0
LBTYK,2022-05-09,22.76,24.07,2022-05-13,-56,-1.0,0.0,0.0,-0.2140883977900551,-0.0331350892098554,85.1064,2103,2107.0
VRSN,2022-05-09,164.86,176.32,2022-05-27,-7,7.0,3.0,10.0,-0.2723019201059369,-0.0417901772740482,90.0,2103,2117.0
DIOD,2022-05-09,72.01,77.51,2022-05-17,-27,3.0,10.0,94.0,-0.256095041322314,-0.0445800716465437,94.2857,2103,2109.0
DSGX,2022-05-09,56.8,59.96,2022-05-13,-22,-16.0,8.0,56.0,-0.279004823559279,-0.0181503889369059,93.5484,2103,2107.0
BALL,2022-05-09,69.49,73.3,2022-05-17,-12,2.0,6.0,6.0,-0.2625490820333228,-0.0336531775830899,87.5,2103,2109.0
TFX,2022-05-09,259.7,278.46,2022-05-13,-10,7.0,5.0,23.0,-0.2681002170053265,-0.0367567968547161,80.0,2103,2107.0
IQV,2022-05-09,204.07,220.5,2022-05-27,-61,8.0,4.0,14.0,-0.2015103494150331,-0.0455991020484519,100.0,2103,2117.0
SUZ,2022-05-09,9.78,10.64,2022-05-17,-31,3.0,7.0,85.0,-0.2371294851794072,-0.0430528375733856,84.2697,2103,2109.0
NKE,2022-05-09,111.21,118.85,2022-05-31,-28,-33.0,11.0,34.0,-0.2408355519148065,-0.0286487902873613,85.7143,2103,2118.0
NYT,2022-05-09,33.51,35.37,2022-11-10,-13,3.0,10.0,51.0,-0.2879303017424565,-0.0247380675203725,98.1132,2103,2232.0
SWKS,2022-05-09,102.17,108.71,2022-05-27,-23,4.0,5.0,38.0,-0.2901903570932332,-0.0334878441017878,83.0986,2103,2117.0
SUPN,2022-05-09,26.37,28.3,2022-05-17,-20,0.0,4.0,25.0,-0.2300729927007299,-0.0403930131004366,89.8438,2103,2109.0
STN,2022-05-10,43.43,46.6,2022-06-01,-61,-1.0,0.0,0.0,-0.2106506724827336,-0.0032132201055772,88.8889,2104,2119.0
PSA,2022-05-10,312.37,335.77,2022-05-27,-8,5.0,10.0,10.0,-0.2560847820909739,-0.004207976027288,93.3333,2104,2117.0
INFY,2022-05-10,19.76,,,-25,18.0,5.0,17.0,-0.2130625248904818,-0.0030272452068617,85.0,2104,
AGI,2022-05-10,7.18,7.59,2022-05-19,-17,9.0,6.0,102.0,-0.2039911308203991,-0.0096551724137931,89.7849,2104,2111.0
TRN,2022-05-10,25.08,26.78,2022-06-06,-13,9.0,3.0,11.0,-0.2899207248018121,-0.0214592274678111,84.375,2104,2122.0
CME,2022-05-10,200.27,211.93,2023-10-06,-35,9.0,2.0,7.0,-0.2013479023767745,-0.0065972222222221,100.0,2104,2458.0
NYT,2022-05-10,33.2,35.05,2022-08-11,-13,4.0,10.0,51.0,-0.2945176370590735,-0.0092509698597431,96.2963,2104,2168.0
PAAS,2022-05-10,21.98,23.99,2022-06-02,-14,-1.0,4.0,96.0,-0.266110183639399,-0.0169946332737029,86.3636,2104,2120.0
ARE,2022-05-10,163.16,171.58,2022-08-16,-23,11.0,0.0,0.0,-0.2089212121212121,-0.0245710527889042,100.0,2104,2171.0
SPGI,2022-05-10,327.99,350.52,2022-05-23,-21,5.0,6.0,18.0,-0.2171142141066953,-0.0023724792408065,93.75,2104,2113.0
IQV,2022-05-10,203.21,220.5,2022-05-27,-62,9.0,4.0,19.0,-0.2048753766091481,-0.004214240211692,92.3077,2104,2117.0
SSNC,2022-05-10,60.28,63.78,2022-05-26,-25,8.0,5.0,5.0,-0.2686241203591362,-0.0014908066920655,93.75,2104,2116.0
THRM,2022-05-10,63.37,67.8,2022-05-17,-48,4.0,8.0,8.0,-0.3030136383633964,-0.0194955902831501,88.8889,2104,2109.0
CWST,2022-05-10,70.79,74.44,2022-07-20,-18,8.0,1.0,1.0,-0.2241341516878561,-0.0064561403508771,93.9394,2104,2152.0
SUZ,2022-05-10,9.56,10.23,2022-05-13,-28,4.0,7.0,85.0,-0.2542901716068643,-0.0224948875255622,83.3333,2104,2107.0
CORT,2022-05-10,18.27,19.55,2022-05-17,-14,3.0,12.0,108.0,-0.2778656126482214,-0.013498920086393,84.2857,2104,2109.0
PODD,2022-05-10,190.24,200.03,2022-05-17,-4,3.0,9.0,66.0,-0.3181850763386136,-0.0063720881646296,90.6977,2104,2109.0
SUPN,2022-05-10,25.83,27.44,2022-05-16,-18,1.0,7.0,50.0,-0.2458394160583942,-0.0204778156996587,89.0625,2104,2108.0
NUE,2022-05-10,129.53,137.74,2022-05-27,-13,13.0,8.0,34.0,-0.2623156216185431,-0.0038452664769668,81.8182,2104,2117.0
AVB,2022-05-10,200.09,210.91,2022-05-27,-12,9.0,0.0,0.0,-0.2252381321149229,-0.0178185745140389,93.3333,2104,2117.0
NDAQ,2022-05-10,48.5933,51.88,2022-05-27,-20,14.0,2.0,7.0,-0.2059048948169162,-0.0027377187455748,88.8889,2104,2117.0
NEM,2022-05-10,68.27,,,-16,12.0,0.0,0.0,-0.2007726527745259,-0.0094312246082415,84.6154,2104,
NKE,2022-05-10,109.49,115.9,2022-05-17,-15,-32.0,11.0,34.0,-0.2525769677111066,-0.0154662350508048,80.0,2104,2109.0
SCCO,2022-05-10,57.71,61.05,2022-05-24,-15,5.0,8.0,48.0,-0.2617372393501344,-0.0114765330592668,86.4407,2104,2114.0
DD,2022-05-10,63.32,67.37,2022-05-26,-56,5.0,1.0,2.0,-0.2289332683877253,-0.0157002953520907,82.3529,2104,2116.0
CWST,2022-05-11,70.64,74.44,2022-07-20,-15,9.0,1.0,1.0,-0.2257781674704077,-0.002118943353581,91.1765,2105,2152.0
WNS,2022-05-11,69.57,73.8,2022-05-27,-22,14.0,0.0,0.0,-0.2141646899356151,-0.039486400662709,100.0,2105,2117.0
PAAS,2022-05-11,21.94,23.99,2022-06-02,-15,0.0,4.0,96.0,-0.2674457429048413,-0.0018198362147406,85.7143,2105,2120.0
SCCO,2022-05-11,57.04,60.46,2022-05-23,-15,6.0,8.0,48.0,-0.2703083024178073,-0.0116097730029457,85.0,2105,2113.0
HMC,2022-05-11,24.73,26.38,2022-08-01,-52,-2.0,0.0,0.0,-0.2264623084141381,-0.0351150994927818,100.0,2105,2160.0
CMC,2022-05-11,36.35,38.52,2022-05-17,-15,-25.0,0.0,0.0,-0.2121803207628955,-0.0231120666487503,94.1176,2105,2109.0
SPGI,2022-05-11,325.81,342.42,2022-05-20,-22,6.0,6.0,18.0,-0.2223176990094283,-0.0066465441019543,88.2353,2105,2112.0
ARE,2022-05-11,161.72,170.09,2022-08-12,-22,12.0,0.0,0.0,-0.2159030303030302,-0.0088256925717087,85.7143,2105,2169.0
PODD,2022-05-11,186.4,199.06,2022-05-13,-5,4.0,9.0,66.0,-0.3319475306429645,-0.0201850294365012,89.6552,2105,2107.0
CME,2022-05-11,198.62,210.0,2022-06-24,-36,10.0,9.0,27.0,-0.207927899186473,-0.0082388775153543,88.8889,2105,2135.0
UI,2022-05-11,221.79,239.69,2022-05-13,-5,3.0,14.0,119.0,-0.2603548322550524,-0.0376204113512106,81.1111,2105,2107.0
SSNC,2022-05-11,59.34,62.37,2022-05-25,-26,9.0,5.0,5.0,-0.2800291191458384,-0.0155938951559388,90.9091,2105,2115.0
SPSC,2022-05-11,102.76,108.43,2022-05-27,-25,9.0,7.0,36.0,-0.2383634746516453,-0.0307489152990001,96.3636,2105,2117.0
THRM,2022-05-11,61.82,65.69,2022-05-13,-48,5.0,7.0,7.0,-0.3200615926088869,-0.0244595234338014,87.5,2105,2107.0
MLM,2022-05-11,321.56,349.45,2022-05-27,-30,6.0,20.0,20.0,-0.2051218668116874,-0.0200524166514292,100.0,2105,2117.0
NDAQ,2022-05-11,47.7433,50.31,2022-05-26,-16,15.0,2.0,7.0,-0.2197953043878987,-0.0174921233997279,80.0,2105,2116.0
IPG,2022-05-11,30.96,32.81,2022-05-17,-63,9.0,19.0,19.0,-0.2150101419878295,-0.0294670846394983,95.0,2105,2109.0
POWI,2022-05-11,78.31,84.13,2022-05-13,-30,9.0,6.0,42.0,-0.2017329255861365,-0.0302167182662538,93.75,2105,2107.0
NUS,2022-05-11,42.79,45.02,2022-05-12,-56,5.0,12.0,85.0,-0.2330166696540598,-0.039506172839506,80.0,2105,2106.0
SUPN,2022-05-11,25.33,26.79,2022-05-13,-19,2.0,7.0,50.0,-0.2604379562043796,-0.0193573364305071,88.2812,2105,2107.0
LOW,2022-05-11,187.77,199.63,2022-05-27,-37,-5.0,0.0,0.0,-0.2032503076335553,-0.0226929683027116,95.4545,2105,2117.0
NYT,2022-05-11,32.26,34.3,2022-05-20,-13,5.0,10.0,51.0,-0.3144921376965577,-0.0283132530120483,94.5455,2105,2112.0
POOL,2022-05-11,381.41,403.75,2022-05-12,-35,14.0,7.0,43.0,-0.2174760468599331,-0.036697479416073,87.5,2105,2106.0
GGG,2022-05-11,58.87,62.43,2022-05-26,-63,10.0,0.0,0.0,-0.2071380471380471,-0.0137376444965655,100.0,2105,2116.0
TDY,2022-05-11,388.47,414.22,2022-06-02,-15,10.0,5.0,20.0,-0.2049812741747333,-0.0090303818780131,100.0,2105,2120.0
STN,2022-05-11,42.85,45.27,2022-05-27,-62,0.0,0.0,0.0,-0.2211922937113777,-0.0133548238544783,85.7143,2105,2117.0
MANH,2022-05-11,113.47,121.78,2022-05-13,-15,11.0,11.0,55.0,-0.2190102553513662,-0.0370024611728762,90.7692,2105,2107.0
VRSN,2022-05-12,164.41,172.71,2022-05-26,-10,10.0,3.0,10.0,-0.2742882365923638,-0.0151551455612795,81.8182,2106,2116.0
CWST,2022-05-12,68.67,72.81,2022-05-27,-10,10.0,1.0,1.0,-0.2473695747479175,-0.0278878822197055,88.5714,2106,2117.0
CUBE,2022-05-12,42.07,45.39,2022-05-27,-14,10.0,0.0,0.0,-0.2275064267352184,-0.0052021754551903,94.1176,2106,2117.0
VRSK,2022-05-12,173.66,184.71,2022-07-21,-16,7.0,4.0,19.0,-0.2115323496027241,-0.0042431192660551,100.0,2106,2153.0
PZZA,2022-05-12,80.16,84.98,2022-05-26,-13,5.0,7.0,95.0,-0.3151644596326356,-0.0201686835350202,81.5217,2106,2116.0
STN,2022-05-12,41.05,43.16,2022-05-16,-54,1.0,0.0,0.0,-0.2469271693267291,-0.0420070011668612,82.7586,2106,2108.0
JNPR,2022-05-12,29.67,31.41,2022-05-17,-29,12.0,0.0,0.0,-0.2127885380737595,-0.029440628066732,93.3333,2106,2109.0
CME,2022-05-12,196.01,208.5,2022-06-21,-33,11.0,2.0,7.0,-0.2183362577763599,-0.0131406706273285,80.0,2106,2132.0
DSGX,2022-05-12,57.1,59.96,2022-05-13,-26,-13.0,8.0,56.0,-0.2751967504442751,-0.0026200873362445,90.625,2106,2107.0
BRO,2022-05-12,56.06,59.95,2022-05-27,-15,13.0,0.0,0.0,-0.2362397820163487,-0.0005348546978071,83.3333,2106,2117.0
SSRM,2022-05-12,18.72,20.3,2022-05-19,-16,7.0,5.0,66.0,-0.2334152334152335,-0.0434338272866633,87.1429,2106,2111.0
GOOG,2022-05-12,113.161,119.306,2022-07-07,-27,12.0,3.0,6.0,-0.2122039090102163,-0.0070199454199243,83.3333,2106,2143.0
AMD,2022-05-12,87.06,95.12,2022-05-13,-27,7.0,11.0,83.0,-0.3077840502504572,-0.009781619654231,89.916,2106,2107.0
CCJ,2022-05-12,20.59,22.01,2022-05-13,-6,5.0,7.0,105.0,-0.3482114593225704,-0.0091434071222329,81.6514,2106,2107.0
CMC,2022-05-12,35.83,38.52,2022-05-17,-16,-24.0,0.0,0.0,-0.2234503684438665,-0.0143053645116919,92.3077,2106,2109.0
GOOGL,2022-05-12,112.844,118.783,2022-07-07,-27,12.0,2.0,7.0,-0.2107238155856237,-0.0066767896833257,83.3333,2106,2143.0
CM,2022-05-12,51.845,55.03,2022-05-17,-36,-10.0,0.0,0.0,-0.2058057598039215,-0.0114405567737629,100.0,2106,2109.0
AAPL,2022-05-12,142.56,151.21,2022-06-02,-27,10.0,3.0,3.0,-0.2033974072418417,-0.0268941979522183,84.0,2106,2120.0
EXR,2022-05-12,174.72,188.14,2022-07-28,-16,7.0,0.0,0.0,-0.2056376449192998,-0.0013717421124829,92.8571,2106,2158.0
QCOM,2022-05-12,131.77,139.69,2022-05-17,-49,11.0,4.0,29.0,-0.2430056873671511,-0.0040060468631897,87.6712,2106,2109.0
PAAS,2022-05-12,21.01,22.11,2022-05-17,-14,1.0,4.0,96.0,-0.2984974958263772,-0.0423883318140382,85.0746,2106,2109.0
RYN,2022-05-12,36.24,38.72,2022-05-17,-16,6.0,0.0,0.0,-0.2024647887323942,-0.0141458106637648,91.6667,2106,2109.0
SCCO,2022-05-12,54.7,58.21,2022-05-19,-16,7.0,8.0,48.0,-0.3002430599974415,-0.041023842917251,83.6066,2106,2111.0
MORN,2022-05-12,233.16,247.25,2022-05-23,-63,11.0,7.0,42.0,-0.2090104148997523,-0.0033341882533982,95.2381,2106,2113.0
COST,2022-05-12,486.18,511.94,2022-07-14,-24,-10.0,0.0,0.0,-0.2004275964147684,-0.0059295002862517,100.0,2106,2148.0
WNS,2022-05-12,69.04,72.5,2022-05-23,-19,15.0,0.0,0.0,-0.220151361120524,-0.0076182262469453,94.7368,2106,2113.0
BN,2022-05-12,36.7259,38.5691,2022-05-13,-25,0.0,0.0,0.0,-0.2392844788838003,-0.0298961637923064,93.75,2106,2107.0
AEM,2022-05-12,50.61,54.07,2022-05-19,-16,10.0,8.0,98.0,-0.2308510638297872,-0.0456345464831228,88.2979,2106,2111.0
FFIV,2022-05-12,163.12,171.64,2022-08-03,-16,12.0,5.0,47.0,-0.2432031177507654,-0.0054871357151566,88.3721,2106,2162.0
NEM,2022-05-13,65.25,69.02,2022-05-24,-17,15.0,12.0,24.0,-0.2361273706391945,-0.0015302218821727,83.3333,2107,2114.0
ROK,2022-05-16,202.39,213.2,2022-05-31,-12,9.0,19.0,58.0,-0.2895854540348906,-0.0070159945049553,83.871,2108,2118.0
NOW,2022-05-17,432.85,454.87,2022-05-26,-29,14.0,4.0,55.0,-0.2758678377248013,-0.0001847873790219,97.5,2109,2116.0
CUBE,2022-05-17,42.45,45.39,2022-05-27,-18,13.0,0.0,0.0,-0.2205288284979801,-0.0081775700934577,88.8889,2109,2117.0
RGLD,2022-05-17,116.43,124.79,2023-01-06,-31,9.0,4.0,18.0,-0.2043326727260301,-0.0014579759862777,94.3662,2109,2270.0
JJSF,2022-05-17,123.12,132.38,2022-06-17,-16,11.0,16.0,16.0,-0.2496343247196489,-0.0215369943574663,93.75,2109,2131.0
PZZA,2022-05-17,81.05,88.01,2022-05-27,-16,8.0,7.0,95.0,-0.3054246293598424,-0.0068619041784094,80.6452,2109,2117.0
RGLD,2022-05-18,112.3,118.6,2022-06-02,-20,10.0,4.0,18.0,-0.232556550263104,-0.0354719573992957,93.0556,2110,2120.0
JJSF,2022-05-18,118.86,126.5,2022-05-24,-13,12.0,15.0,15.0,-0.2755972696245734,-0.0346003898635478,88.2353,2110,2114.0
CPT,2022-05-18,138.24,145.72,2022-08-12,-29,14.0,12.0,12.0,-0.2110039381313851,-0.0344345882517285,100.0,2110,2169.0
DVA,2022-05-18,94.56,99.31,2022-10-26,-19,9.0,7.0,7.0,-0.2335872912951855,-0.0428180989978743,90.0,2110,2221.0
AKAM,2022-05-18,96.15,102.73,2022-05-27,-20,11.0,5.0,16.0,-0.2113681102362204,-0.0227665413151743,82.0513,2110,2117.0
PSA,2022-05-18,306.9,325.99,2022-05-24,-14,11.0,1.0,1.0,-0.2691116932603,-0.0302091891550274,87.5,2110,2114.0
NOW,2022-05-18,412.25,433.03,2022-05-20,-24,15.0,4.0,55.0,-0.3103304056879966,-0.0475915444149244,95.122,2110,2112.0
CUBE,2022-05-18,41.07,43.23,2022-05-25,-14,14.0,0.0,0.0,-0.2458685273595299,-0.0325088339222615,84.2105,2110,2115.0
MAA,2022-05-18,173.11,183.82,2022-05-27,-29,15.0,0.0,0.0,-0.2032494131725503,-0.0194845652789578,100.0,2110,2117.0
ICLR,2022-05-18,203.27,214.26,2022-05-19,-27,15.0,13.0,53.0,-0.2221414357875401,-0.028113793927803,95.8333,2110,2111.0
CUBE,2022-05-19,40.72,43.23,2022-05-25,-15,15.0,0.0,0.0,-0.2522952625780389,-0.0085220355490626,80.0,2111,2115.0
JNPR,2022-05-19,28.8,30.62,2022-05-26,-20,17.0,6.0,13.0,-0.235871583974529,-0.0351758793969849,93.75,2111,2116.0
JOE,2022-05-19,47.64,50.86,2022-05-27,-21,16.0,5.0,33.0,-0.2191444025569578,-0.0058430717863104,82.0,2111,2117.0
RHI,2022-05-19,88.92,,,-18,17.0,5.0,5.0,-0.2698907956318253,-0.0075892857142856,80.0,2111,
NSC,2022-05-19,228.03,241.03,2022-05-27,-34,16.0,0.0,0.0,-0.2113781774165657,-0.0401565854274529,86.2069,2111,2117.0
DVA,2022-05-19,94.25,99.31,2022-10-26,-20,10.0,18.0,36.0,-0.2360998541092559,-0.0032783417935702,87.8049,2111,2221.0
TRN,2022-05-19,24.37,26.78,2022-06-06,-17,16.0,3.0,6.0,-0.3100226500566251,-0.0204983922829581,83.8384,2111,2122.0
UPS,2022-05-19,167.39,178.38,2022-05-26,-34,17.0,4.0,12.0,-0.2475162957968083,-0.0281019566858271,90.4762,2111,2116.0
IPGP,2022-05-19,98.35,105.49,2022-05-31,-55,12.0,13.0,107.0,-0.287731749710313,-0.0163032606521305,82.2034,2111,2118.0
EGP,2022-05-19,155.3,164.37,2022-05-27,-15,17.0,0.0,0.0,-0.2797848165839631,-0.0047423737503202,83.3333,2111,2117.0
PCTY,2022-05-19,158.59,167.76,2022-05-23,-11,10.0,12.0,116.0,-0.2673473159013213,-0.0052687699931004,86.5979,2111,2113.0
CPT,2022-05-19,138.0,144.98,2022-05-27,-29,15.0,11.0,11.0,-0.2123737229610182,-0.0017361111111111,92.8571,2111,2117.0
DG,2022-05-19,201.33,222.13,2022-05-26,-20,-5.0,1.0,1.0,-0.222784126003706,-0.0045980421239987,94.7368,2111,2116.0
PANW,2022-05-19,145.4567,159.56,2022-05-20,-11,0.0,3.0,3.0,-0.3062588830066294,-0.0050841313269491,98.5915,2111,2112.0
FFIV,2022-05-19,155.31,167.29,2022-05-27,-18,17.0,5.0,47.0,-0.2794376913797902,-0.0371357718536888,86.3636,2111,2117.0
URI,2022-05-19,272.61,297.46,2022-05-27,-21,16.0,3.0,14.0,-0.2535323110624314,-0.0028895391367957,89.0244,2111,2117.0
TDY,2022-05-19,390.6,414.22,2022-06-02,-21,16.0,4.0,19.0,-0.2006221476372715,-0.000895255147717,93.75,2111,2120.0
UNP,2022-05-19,216.5,228.75,2022-06-07,-34,20.0,0.0,0.0,-0.2175358704687556,-0.0377350104449086,100.0,2111,2123.0
TTWO,2022-05-19,119.76,125.78,2022-05-27,-31,3.0,4.0,39.0,-0.2754114230396902,-0.0267370987403493,83.3333,2111,2117.0
NUS,2022-05-19,43.99,46.65,2022-05-31,-63,11.0,12.0,85.0,-0.2000363702491362,-0.0297750330833701,80.0,2111,2118.0
ACN,2022-05-19,273.61,291.55,2022-05-26,-31,-23.0,11.0,47.0,-0.2057073184892733,-0.002006127808579,94.4444,2111,2116.0
ASML,2022-05-19,526.0,554.61,2022-05-23,-32,21.0,7.0,55.0,-0.2582564796796119,-0.0043535869770963,90.2439,2111,2113.0
AON,2022-05-19,266.66,281.68,2022-05-27,-20,14.0,0.0,0.0,-0.2006834327508168,-0.0105013173030538,100.0,2111,2117.0
AAPL,2022-05-19,137.35,149.64,2022-05-27,-29,15.0,1.0,5.0,-0.2325100581135449,-0.0246413861667377,80.7692,2111,2117.0
BC,2022-05-19,70.62,74.58,2022-05-26,-41,15.0,7.0,35.0,-0.2724837745956525,-0.0330001369300286,89.5833,2111,2116.0
LAMR,2022-05-19,94.45,99.77,2022-07-20,-33,10.0,0.0,0.0,-0.2016060862214708,-0.0305860617879503,100.0,2111,2152.0
AZTA,2022-05-19,70.26,77.77,2022-05-27,-36,8.0,8.0,116.0,-0.206549971767363,-0.0066449879824684,90.1099,2111,2117.0
DY,2022-05-19,79.63,94.21,2022-05-25,-44,-4.0,14.0,86.0,-0.2172417182738623,-0.0038779084313235,86.6667,2111,2115.0
NKE,2022-05-19,106.44,112.94,2022-05-26,-20,-25.0,11.0,34.0,-0.2554039874081846,-0.0267897961049649,83.3333,2111,2116.0
WEN,2022-05-19,16.42,17.86,2022-05-25,-20,6.0,7.0,39.0,-0.2779243623570799,-0.0214541120381406,87.8049,2111,2115.0
ORCL,2022-05-19,67.04,71.66,2022-05-26,-32,-16.0,20.0,20.0,-0.2046506109858821,-0.0184480234260613,85.7143,2111,2116.0
BALL,2022-05-19,69.7,73.73,2022-05-27,-20,10.0,0.0,0.0,-0.2603204924121829,-0.0212048869540794,90.9091,2111,2117.0
SWKS,2022-05-19,101.25,108.71,2022-05-27,-31,12.0,5.0,38.0,-0.2782807042554708,-0.0053050397877985,81.9444,2111,2117.0
LULU,2022-05-19,271.22,287.48,2022-05-26,-10,-9.0,14.0,114.0,-0.329758315622992,-0.0047702920886538,92.1348,2111,2116.0
MRVL,2022-05-19,54.28,60.82,2022-05-27,-31,-5.0,9.0,95.0,-0.2872899159663865,-0.0132703144882747,81.25,2111,2117.0
FN,2022-05-19,83.44,87.67,2022-05-27,-31,13.0,3.0,26.0,-0.2245353159851301,-0.029315960912052,88.0,2111,2117.0
FIVE,2022-05-19,123.39,135.7,2022-05-26,-11,-13.0,12.0,109.0,-0.3292563600782779,-0.0168910843757469,96.7391,2111,2116.0
TTWO,2022-05-20,116.12,123.62,2022-05-23,-31,4.0,4.0,39.0,-0.297434656340755,-0.0303941215764863,81.6327,2112,2113.0
URI,2022-05-20,269.92,284.84,2022-05-26,-21,17.0,3.0,14.0,-0.2608981380065717,-0.0098675763911815,87.9518,2112,2116.0
GMED,2022-05-20,64.92,70.33,2022-11-11,-22,8.0,14.0,14.0,-0.2021629593216173,-0.0027649769585251,100.0,2112,2233.0
