start10000_date1633,Value
Total Return,65.23979512969088
Beta,0.02952656833786385
Alpha,0.414588915410789
Standard Deviation,7.82668080339457
Sharpe Ratio,0.053261068800451
Information Ratio,0.05264355400293945
average_risk_free_rate,0.00022980501392757911
GSPC,40.547846895966664
CD,8.579399632784913
