start10000_date2970,Value
Total Return,-13.247602297138194
Beta,1.0080258126329764
Alpha,-0.11249729910819502
Standard Deviation,3.912761442619181
Sharpe Ratio,-0.010843791515589837
Information Ratio,-0.029404243482291675
average_risk_free_rate,0.000219748858447491
GSPC,13.818657861794303
CD,3.2527864518421046
