start10000_date2755,Value
Total Return,-11.169002669426831
Beta,1.0071213987733525
Alpha,-0.04618322364848184
Standard Deviation,4.798368413914055
Sharpe Ratio,0.009278232861670408
Information Ratio,-0.009766594611163715
average_risk_free_rate,0.0002366979655712076
GSPC,26.654160652896476
CD,5.158808167784601
