date_nr,Portfolio Value,Cash Value,HBAN Position 1 Value,MORN Position 1 Value,MTX Position 1 Value,NPO Position 1 Value,NSC Position 1 Value,NTRS Position 1 Value,RLJ Position 1 Value,ASB Position 1 Value,BOX Position 1 Value,VAC Position 1 Value,CFR Position 1 Value,FBP Position 1 Value,FBP Position 2 Value,PINC Position 1 Value,TGNA Position 1 Value,LBTYA Position 1 Value,WNS Position 1 Value,WNS Position 2 Value,WNS Position 3 Value,VLY Position 1 Value,AGYS Position 1 Value,FHN Position 1 Value,SUPN Position 1 Value,CHDN Position 1 Value,EXLS Position 1 Value,CWEN Position 1 Value,IRDM Position 1 Value,MTZ Position 1 Value,NEP Position 1 Value,NEP Position 2 Value,VGR Position 1 Value,CPB Position 1 Value,AES Position 1 Value,BIP Position 1 Value,ROIC Position 1 Value,NOK Position 1 Value,OLN Position 1 Value,OLN Position 2 Value,HI Position 1 Value,APPF Position 1 Value,FLEX Position 1 Value,FLEX Position 2 Value,ERF Position 1 Value,ERF Position 2 Value,FLEX Position 3 Value,HUM Position 1 Value,HAE Position 1 Value,AGI Position 1 Value,Scaled ^GSPC,Investment Value
2359,9812.220023,1907.9700359999997,1744.3200000000002,1922.59995,0.0,0.0,0.0,348.25001,0.0,1810.0,80.129997,1859.10003,96.25,32.7,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10132.914312246614,10045.833333333334
2360,8217.479952999998,0.7799999999996317,1847.36,1929.1999799999999,0.0,0.0,0.0,360.550005,0.0,1941.25,82.169997,1906.49997,103.470001,34.650000000000006,11.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10253.403066214174,10045.833333333334
2361,10194.609998,232.61999799999964,1882.3200000000002,1945.8000200000001,0.0,0.0,0.0,364.449995,0.0,1946.25,0.0,1929.5999849999998,0.0,0.0,0.0,1893.5700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10350.246956600598,10045.833333333334
2362,10123.469812000001,232.61999799999964,1871.28,1974.29993,0.0,0.0,0.0,360.999985,0.0,1900.0,0.0,1887.14997,0.0,0.0,0.0,1897.1199290000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10335.281867892381,10045.833333333334
2363,10272.200014999999,0.7799999999996317,1937.52,2007.79999,0.0,0.0,0.0,365.149995,0.0,1957.5,0.0,1878.90003,0.0,0.0,0.0,1888.6000000000001,235.95000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10336.884196797535,10045.833333333334
2364,10298.929915,2008.5799899999997,1937.52,0.0,0.0,0.0,0.0,364.749985,0.0,1990.0,0.0,1886.549955,0.0,0.0,0.0,1869.4299999999998,242.099985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10220.883405089467,10045.833333333334
2365,10157.189980000001,2008.5799899999997,1906.2399999999998,0.0,0.0,0.0,0.0,356.74999,0.0,1946.25,0.0,1864.8,0.0,0.0,0.0,1833.22,241.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10146.080843754744,10045.833333333334
2366,10136.700047999999,0.7799999999996317,1917.28,0.0,0.0,0.0,0.0,358.899995,0.0,1936.25,0.0,1883.55,0.0,0.0,0.0,1807.659929,233.4,1998.8801239999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10234.935971821764,10045.833333333334
2367,10203.690056,0.7799999999996317,1935.6799999999998,0.0,0.0,0.0,0.0,363.100015,0.0,1945.0,0.0,1883.39997,0.0,0.0,0.0,1819.020071,230.54999999999998,2026.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10368.492539105107,10045.833333333334
2368,10168.139969999998,0.7799999999996317,1955.92,0.0,0.0,0.0,0.0,365.90000000000003,0.0,1926.25,0.0,1868.99997,0.0,0.0,0.0,1792.04,230.85000000000002,2027.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10368.664691896834,10045.833333333334
2369,9985.519880999998,0.7799999999996317,1897.0400000000002,0.0,0.0,0.0,0.0,359.59999000000005,0.0,1851.25,0.0,1848.300015,0.0,0.0,0.0,1775.0,232.35,2021.199876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10305.32641427944,10045.833333333334
2370,10030.879933999999,0.7799999999996317,1924.64,0.0,0.0,0.0,0.0,365.20000500000003,0.0,1888.75,0.0,1857.3,0.0,0.0,0.0,1779.259929,237.15,1977.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10406.87977634777,10091.876736111113
2371,10414.67995,0.7799999999996317,2003.7600000000002,0.0,0.0,0.0,0.0,375.90000000000003,0.0,2007.4998750000002,0.0,1936.9500750000002,0.0,0.0,0.0,1833.22,244.04999999999998,2012.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10558.13778524636,10091.876736111113
2372,10323.210143999997,0.7799999999996317,1981.6799999999998,0.0,0.0,0.0,0.0,371.74999,0.0,1942.5,0.0,1913.100015,0.0,0.0,0.0,1851.6799999999998,243.00001500000002,2018.720124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10536.98369457761,10091.876736111113
