date_number,action,ticker,shares,price,max_position_size,cash,sell_date,clear_date,date,nr
2199,buy,OTTR,30,64.55,2000,8063.5,2223.0,,2022-09-26,2199.0
2199,buy,PAG,20,96.54,2000,6132.7,2201.0,,2022-09-26,2199.0
2199,buy,PBA,65,30.33,2000,4161.25,2204.0,,2022-09-26,2199.0
2199,buy,PCH,50,39.5,2000,2186.25,2204.0,,2022-09-26,2199.0
2199,buy,PH,8,239.98,2000,266.4100000000001,2204.0,,2022-09-26,2199.0
2199,buy,PKG,2,112.92,266.4100000000001,40.57000000000008,2222.0,,2022-09-26,2199.0
2199,buy,RLJ,3,10.24,40.57000000000008,9.85000000000008,2214.0,,2022-09-26,2199.0
2199,buy,SHO,1,9.63,9.85000000000008,0.2200000000000788,2212.0,,2022-09-26,2199.0
2201.0,sell,PAG,20,107.01,0.2200000000000788,0.2200000000000788,,2204.0,2022-09-28,2201.0
2204.0,sell,PH,8,252.26,6341.27,6341.27,,2207.0,2022-10-03,2204.0
2204.0,sell,PCH,50,42.17,4232.77,4232.77,,2207.0,2022-10-03,2204.0
2204.0,clear,PAG,20,107.01,0.2200000000000788,2140.4200000000005,,,2022-10-03,2204.0
2204.0,sell,PBA,65,32.19,2140.4200000000005,2140.4200000000005,,2207.0,2022-10-03,2204.0
2207.0,clear,PBA,65,32.19,2140.4200000000005,4232.77,,,2022-10-06,2207.0
2207.0,clear,PCH,50,42.17,4232.77,6341.27,,,2022-10-06,2207.0
2207.0,clear,PH,8,252.26,6341.27,8359.35,,,2022-10-06,2207.0
2207,buy,AAP,12,165.14,2000,6377.67,2215.0,,2022-10-06,2207.0
2207,buy,AB,56,35.58,2000,4385.1900000000005,2224.0,,2022-10-06,2207.0
2207,buy,ALE,40,49.72,2000,2396.3900000000003,2218.0,,2022-10-06,2207.0
2207,buy,AN,19,101.03,2000,476.8200000000004,2223.0,,2022-10-06,2207.0
2207,buy,AQN,44,10.83,476.8200000000004,0.3000000000004093,2232.0,,2022-10-06,2207.0
2212.0,sell,SHO,1,10.16,0.3000000000004093,0.3000000000004093,,2215.0,2022-10-13,2212.0
2214.0,sell,RLJ,3,11.1,10.46000000000041,10.46000000000041,,2217.0,2022-10-17,2214.0
2215.0,clear,SHO,1,10.16,0.3000000000004093,10.46000000000041,,,2022-10-18,2215.0
2215.0,sell,AAP,12,174.73,2.4800000000004,2.4800000000004,,2218.0,2022-10-18,2215.0
2217,buy,RITM,1,7.58,10.0600000000004,2.4800000000004,2220.0,,2022-10-20,2217.0
2217.0,clear,RLJ,3,11.1,10.46000000000041,43.7600000000004,,,2022-10-20,2217.0
2217,buy,AB,1,33.7,43.7600000000004,10.0600000000004,2220.0,,2022-10-20,2217.0
2218.0,clear,AAP,12,174.73,2.4800000000004,2099.2400000000002,,,2022-10-21,2218.0
2218,buy,MAIN,57,34.66,2000,123.62000000000035,2223.0,,2022-10-21,2218.0
2218,buy,MODG,7,17.12,123.62000000000035,3.780000000000342,2221.0,,2022-10-21,2218.0
2218.0,sell,ALE,40,52.34,3.780000000000342,3.780000000000342,,2221.0,2022-10-21,2218.0
2220.0,sell,AB,1,35.59,5.200000000000443,5.200000000000443,,2223.0,2022-10-25,2220.0
2220.0,sell,RITM,1,8.08,40.79000000000045,40.79000000000045,,2223.0,2022-10-25,2220.0
2221.0,clear,ALE,40,52.34,3.780000000000342,2097.3800000000006,,,2022-10-26,2221.0
2221,buy,SNPS,6,292.73,2000,341.00000000000045,2232.0,,2022-10-26,2221.0
2221.0,sell,MODG,7,18.23,48.870000000000445,48.870000000000445,,2224.0,2022-10-26,2221.0
2222,buy,ADI,2,140.68,341.00000000000045,59.64000000000044,2229.0,,2022-10-27,2222.0
2222,buy,HPQ,2,27.22,59.64000000000044,5.200000000000443,2229.0,,2022-10-27,2222.0
2222.0,sell,PKG,2,119.25,21.020000000000437,21.020000000000437,,2225.0,2022-10-27,2222.0
2223.0,clear,RITM,1,8.08,40.79000000000045,48.870000000000445,,,2022-10-28,2223.0
2223.0,sell,OTTR,30,68.7,22.170000000000442,22.170000000000442,,2226.0,2022-10-28,2223.0
2223.0,clear,AB,1,35.59,5.200000000000443,40.79000000000045,,,2022-10-28,2223.0
2223.0,sell,AN,19,106.1,2083.1700000000005,2083.1700000000005,,2226.0,2022-10-28,2223.0
2223.0,sell,MAIN,57,36.9,4099.070000000001,4099.070000000001,,2226.0,2022-10-28,2223.0
2224.0,clear,MODG,7,18.23,48.870000000000445,176.48000000000044,,,2022-10-31,2224.0
2224.0,sell,AB,56,37.63,11.610000000000667,11.610000000000667,,2227.0,2022-10-31,2224.0
2224,buy,HSBC,6,25.91,176.48000000000044,21.020000000000437,2228.0,,2022-10-31,2224.0
2225.0,clear,PKG,2,119.25,21.020000000000437,259.52000000000044,,,2022-11-01,2225.0
2225,buy,CSL,1,237.35,259.52000000000044,22.170000000000442,2238.0,,2022-11-01,2225.0
2226,buy,CSL,1,232.69,284.77000000000066,52.080000000000666,2236.0,,2022-11-02,2226.0
2226,buy,EQT,1,40.47,52.080000000000666,11.610000000000667,2229.0,,2022-11-02,2226.0
2226,buy,CMA,29,67.79,2000,284.77000000000066,2230.0,,2022-11-02,2226.0
