Ticker,m20tmrw,Close,63d %,daily delta,previous daily delta,63d peak,chance,Earnings Offset Closest,Overall Record,average_duration,total_days_below_threshold
BKH,44.832,52.22,-0.0681655960028551,-0.0115464698088206,0.0111004784688995,56.04,0,-25,23 - 3 (88.46%),5.0,21.0
BLKB,70.2,70.71,-0.1941880341880342,0.0029787234042553,-0.01536312849162,87.75,0,-25,57 - 15 (79.17%),186.0,747.0
BMO,79.64,95.97,-0.0359618282270215,0.0029261155815654,0.0020944601528956,99.55,0,20,27 - 1 (96.43%),4.0,17.0
BMA,41.672000000000004,50.79,-0.0249568055288923,-0.0249568055288923,0.0067645921917278,52.09,0,19,186 - 31 (85.71%),10.0,141.0
BMRN,79.2,87.74,-0.1137373737373738,0.014100785945446,0.0163279689886057,99.0,0,-20,26 - 3 (89.66%),10.0,21.0
BN,33.864,41.01,-0.0311835577604535,-0.0106151990349819,-0.007898516036381,42.33,0,-31,31 - 0 (100.00%),14.0,101.0
BLDR,168.89600000000002,207.04,-0.0193255020841228,-0.0083341316218028,-0.0083594566353186,211.12,0,23,93 - 6 (93.94%),7.0,123.0
BMI,130.216,157.5,-0.0323769736437918,-0.0067478085388156,-0.0104218671992013,162.77,0,-16,26 - 0 (100.00%),12.0,73.0
BLMN,23.776,27.75,-0.0662853297442799,0.0236075248985614,-0.0073233247894544,29.72,0,22,66 - 10 (86.84%),8.0,57.0
BOKF,71.16799999999999,87.59,-0.0154001798561149,-0.0015958053117519,-0.0030681818181818,88.96,0,-20,67 - 9 (88.16%),11.0,138.0
BOH,59.44,59.96,-0.1930013458950201,-0.0082699305325835,0.005990016638935,74.3,0,-18,51 - 11 (82.26%),15.0,106.0
BNS,40.400000000000006,50.4,-0.0019801980198019,0.0007942811755361,0.0027877339705297,50.5,0,20,27 - 1 (96.43%),14.0,57.0
BMY,43.52,52.55,-0.0340073529411765,0.0057416267942582,0.006162141344117,54.4,0,-21,32 - 7 (82.05%),1.0,1.0
BOX,24.0,28.3,-0.0566666666666666,0.0024796315975912,-0.0098211153981059,30.0,0,15,83 - 5 (94.32%),12.0,126.0
BP,30.608,37.57,-0.0180345007841086,-0.0180345007841086,0.0121693121693122,38.26,0,-29,41 - 7 (85.42%),2.0,2.0
BOOT,74.0,87.47,-0.0543783783783784,0.0268842451279642,0.0086441681468325,92.5,0,-35,127 - 28 (81.94%),58.0,822.0
BR,167.168,201.71,-0.0346956355283307,-0.0031135712167638,-0.00574910323817,208.96,0,-29,29 - 7 (80.56%),12.0,25.0
BPMC,79.83200000000001,89.67,-0.1014129672311855,0.0164361822715937,0.0135569852941175,99.79,0,-26,145 - 19 (88.41%),63.0,946.0
BRKR,75.416,92.4,-0.0198366394399065,-0.0071988825615126,-0.0088391906283281,94.27,0,-26,37 - 4 (90.24%),63.0,630.0
BRO,69.36,86.42,-0.0032295271049596,0.0060535506402792,-0.0011627906976743,86.7,0,-18,19 - 0 (100.00%),12.0,38.0
BRK-A,503144.0,,,,,,,,,,
BRK-B,333.77600000000007,,,,,,,,,,
BPOP,71.584,86.66,-0.0315154224407689,0.0038225414108652,0.0130251114761792,89.48,0,-20,37 - 3 (92.50%),10.0,51.0
BSM,13.264,15.7,-0.0542168674698796,-0.0125786163522013,0.0133843212237094,16.58,0,26,40 - 11 (78.43%),2.0,19.0
BSX,54.352000000000004,67.94,0.0017693895606016,0.0096596819735472,-0.004880212954747,67.94,0,-20,16 - 0 (100.00%),5.0,25.0
BTI,25.168000000000003,,,,,,,,,,
BRC,50.304,59.15,-0.0593193384223919,0.0005074424898512,0.0092181631956298,62.88,0,23,21 - 0 (100.00%),0.0,0.0
BRX,18.936000000000003,22.36,-0.0553443177017322,-0.0031208203299153,-0.0123293703214443,23.67,0,-28,47 - 3 (94.00%),30.0,61.0
BUD,52.92000000000001,60.35,-0.0876795162509448,0.0095349615255937,0.0047058823529411,66.15,0,19,47 - 20 (70.15%),0.0,0.0
BVN,14.016,16.23,-0.0736301369863012,-0.0464159811985898,-0.0023446658851112,17.52,0,18,102 - 24 (80.95%),47.0,142.0
BSBR,5.296,5.59,-0.1555891238670694,-0.0035650623885918,0.0035778175313059,6.62,0,38,93 - 22 (80.87%),9.0,74.0
BURL,182.60000000000002,224.8,-0.0151150054764511,-0.0123456790123457,0.0041469978382671,228.25,0,13,87 - 15 (85.29%),89.0,809.0
BSAC,16.44,19.66,-0.0433090024330901,0.005626598465473,0.0077319587628867,20.55,0,-22,59 - 22 (72.84%),16.0,80.0
BYD,53.400000000000006,65.65,-0.0164794007490636,0.0372886711960815,0.0018996359031184,66.75,0,-19,64 - 6 (91.43%),11.0,56.0
BX,106.504,127.88,-0.0394351385863441,-0.0074511021421919,0.0076646331925542,133.13,0,-16,64 - 0 (100.00%),12.0,150.0
C,49.328,61.66,0.0053807272134354,0.0116488925348645,0.0021374547846104,61.66,0,-12,57 - 4 (93.44%),18.0,74.0
CACC,465.936,551.13,-0.0537241166168743,0.0028020888298549,-0.0081572250997093,582.42,0,-28,77 - 6 (92.77%),55.0,773.0
BXMT,18.384,20.0,-0.1296779808529156,-0.0234375,0.0133597229094506,22.98,0,-20,51 - 4 (92.73%),14.0,129.0
CADE,24.192,27.69,-0.0843253968253967,-0.0103645461043602,-0.0035612535612534,30.24,0,-18,59 - 6 (90.77%),13.0,146.0
BWXT,84.48,100.26,-0.0505681818181816,-0.0119247068098944,-0.0104349522137703,105.6,0,20,36 - 0 (100.00%),0.0,0.0
CABO,458.29600000000005,435.69,-0.2394609597290834,-0.0068159022522111,0.0147347967893409,572.87,0,23,51 - 20 (71.83%),16.0,225.0
CALX,35.624,32.64,-0.2670110038176511,-0.0115081768625076,-0.0095980803839231,44.53,0,-15,93 - 30 (75.61%),80.0,886.0
CAG,23.744,28.91,-0.025943396226415,-0.0061876933654176,0.0034494653328733,29.68,0,-6,19 - 5 (79.17%),7.0,7.0
CALM,49.47200000000001,59.46,-0.0384864165588616,-0.0023489932885906,-0.0256661762301781,61.84,0,-4,28 - 2 (93.33%),9.0,68.0
CAH,92.49600000000001,111.6,-0.0347690710949664,0.0053148365012161,0.0,115.62,0,-26,37 - 6 (86.05%),0.0,0.0
BXP,57.768,61.07,-0.1542722614596315,-0.0289394180314835,-0.006006006006006,72.21,0,-19,61 - 21 (74.39%),15.0,248.0
BWA,28.8,33.65,-0.0652777777777777,0.0144709074464877,-0.0009036144578313,36.0,0,-26,47 - 8 (85.45%),84.0,678.0
CACI,303.616,374.59,-0.0129900927487353,0.0022743083426981,0.0095623987034036,379.52,0,-20,19 - 0 (100.00%),0.0,0.0
CASY,255.50400000000002,316.46,-0.0091427140083912,-0.0091427140083912,0.0088126599071354,319.38,0,11,14 - 0 (100.00%),0.0,0.0
CAR,144.68,118.53,-0.3497009930323147,0.0005064573309698,0.044064510443289,180.85,0,-28,176 - 22 (88.89%),29.0,297.0
CAE,17.336000000000002,20.33,-0.0618366405168436,0.0029600394671929,0.0009876543209876,21.67,0,28,80 - 10 (88.89%),46.0,93.0
CBRE,78.49600000000001,95.9,-0.0226253567060741,0.0019851635147842,-0.009110673982814,98.12,0,-21,54 - 2 (96.43%),6.0,100.0
CAT,291.648,356.39,-0.0224105771340794,0.001236128669757,-0.006031666247801,364.56,0,-21,40 - 0 (100.00%),12.0,50.0
CB,208.168,256.08,-0.0158717958571922,0.0018387387034934,0.000391374114516,260.21,0,-19,13 - 0 (100.00%),0.0,0.0
CBSH,44.056000000000004,51.49,-0.065008171418195,0.0019459038723488,0.0062659095359309,55.07,0,-14,22 - 4 (84.62%),11.0,45.0
CBU,42.93600000000001,45.65,-0.1494317123160052,0.0037379067722076,0.0006600660066005,53.67,0,-19,31 - 0 (100.00%),25.0,100.0
CBRL,66.4,68.89,-0.17,0.0453717754172988,0.0,83.0,0,20,75 - 17 (81.52%),18.0,221.0
CATY,36.352,37.3,-0.179137323943662,-0.0021401819154629,0.0097244732576984,45.44,0,-16,43 - 5 (89.58%),2.0,11.0
CBT,72.28,89.52,-0.0091864969562811,0.0,-0.0083084081090063,90.35,0,-33,33 - 12 (73.33%),3.0,7.0
CC,25.976,27.37,-0.157068062827225,-0.0352485019386675,0.0183058147882269,32.47,0,19,132 - 21 (86.27%),17.0,242.0
CCI,93.296,101.93,-0.1259646715829189,-0.0153593508500772,0.0070038910505836,116.62,0,-15,29 - 4 (87.88%),9.0,102.0
CBZ,62.488,78.05,-0.0007681474843169,0.0029555384219994,0.0055562734203384,78.11,0,-21,11 - 0 (100.00%),0.0,0.0
CCK,74.64800000000001,77.43,-0.1701854034937305,0.0005168626437526,-0.0020631850419083,93.31,0,-18,33 - 4 (89.19%),9.0,99.0
CCJ,40.44800000000001,42.1,-0.1673259493670886,0.0030974505599237,-0.0282472794628385,50.56,0,-22,87 - 16 (84.47%),14.0,141.0
CCEP,57.656,71.46,-0.0084639933398085,-0.0011182555213867,0.0030846887268649,72.07,0,-42,35 - 1 (97.22%),1.0,1.0
CCOI,64.728,62.89,-0.2227165986899023,-0.0004767959313414,0.0038289725590299,80.91,0,18,39 - 12 (76.47%),2.0,26.0
CCL,14.936000000000002,17.03,-0.1003697834125725,-0.004675628287551,0.0017564402810306,18.67,0,-1,142 - 13 (91.61%),48.0,1025.0
CCS,74.62400000000001,92.86,-0.0045025728987992,0.0008622547962922,-0.0008615119534783,93.28,0,-20,73 - 20 (78.49%),40.0,647.0
CCU,10.32,11.81,-0.0844961240310077,0.0016963528413911,-0.005902192242833,12.9,0,20,55 - 34 (61.80%),31.0,189.0
CDNS,258.24,316.01,-0.0210346964064437,-0.0006324910660636,-0.0202330048955816,322.8,0,-18,26 - 0 (100.00%),4.0,9.0
CDW,204.536,254.12,-0.0060625024445574,0.0010636202481781,-0.0071185512574802,255.67,0,-25,19 - 0 (100.00%),26.0,26.0
CE,134.672,166.43,-0.0113460853035523,-0.0088142457268773,0.0151139592527658,168.34,0,25,48 - 12 (80.00%),19.0,137.0
CENT,35.176,41.6,-0.0539003866272458,-0.0225563909774436,-0.0069995333644422,43.97,0,-25,43 - 11 (79.63%),3.0,6.0
CGNX,34.096,41.34,-0.0300328484279679,-0.0072046109510085,-0.0050179211469534,42.62,0,-26,93 - 26 (78.15%),26.0,106.0
CENTA,30.488,36.0,-0.0553660456573077,-0.0196078431372548,-0.0054171180931744,38.11,0,-25,40 - 12 (76.92%),0.0,0.0
CHKP,133.184,164.14,-0.0140557424315233,-0.0009130196603567,-0.0047855585170827,166.48,0,-28,5 - 0 (100.00%),0.0,0.0
CHH,104.04000000000002,125.26,-0.0368319876970396,0.0017594369801663,-0.0168265450542538,130.05,0,25,23 - 0 (100.00%),34.0,34.0
CELH,76.888,91.22,-0.0508792009156174,-0.0043658589827548,-0.0090850097339388,96.11,0,18,138 - 6 (95.83%),43.0,779.0
CF,69.03200000000001,81.81,-0.0519179510951443,-0.0144560896277556,-0.0077695433899114,86.29,0,28,76 - 19 (80.00%),13.0,143.0
CHD,84.33600000000001,102.84,-0.0244735344336938,-0.0014564520827263,-0.0153919694072657,105.42,0,-21,11 - 0 (100.00%),7.0,7.0
CFR,91.224,106.84,-0.063053582390599,0.0001872308556452,0.0035700864336714,114.03,0,-21,48 - 1 (97.96%),11.0,114.0
CHRD,138.528,173.16,0.0057501306847882,0.0057501306847882,0.0183958357979414,173.16,0,24,164 - 48 (77.36%),21.0,84.0
CHGG,9.128,7.37,-0.3540753724802804,-0.0160213618157543,-0.0409731113956465,11.41,0,-28,115 - 21 (84.56%),40.0,324.0
CFG,28.568,34.82,-0.024922990758891,-0.0133182204590535,0.0039829302987197,35.71,0,-15,63 - 16 (79.75%),20.0,186.0
CG,38.096,46.44,-0.0247795044099118,-0.0004304778303918,0.0008616975441619,47.62,0,-26,80 - 6 (93.02%),15.0,189.0
CHT,31.328,39.16,0.0023035577169181,0.0155601659751036,0.0096884001047394,39.16,0,-34,N/A,0.0,0.0
CHE,520.5600000000001,638.0,-0.0195174427539573,-0.0105459057071959,-0.006042668639783,650.7,0,20,4 - 0 (100.00%),0.0,0.0
CHDN,108.48,120.77,-0.1093657817109144,0.0265193370165746,-0.0010189352127026,135.6,0,-20,33 - 1 (97.06%),9.0,27.0
CHRW,70.872,72.83,-0.1778981826391241,-0.0265971665330124,0.0046998791459647,88.59,0,-20,14 - 0 (100.00%),7.0,28.0
CHTR,313.91200000000003,287.89,-0.2663166747368689,-0.0093255333792154,0.0,392.39,0,-22,45 - 17 (72.58%),12.0,114.0
CIB,28.072000000000003,35.09,0.0092033362093759,0.0200581395348837,-0.010641357492091,35.09,0,25,72 - 22 (76.60%),16.0,162.0
CI,286.184,357.73,0.0061313458022782,0.0061313458022782,0.0107169253510717,357.73,0,-27,32 - 4 (88.89%),5.0,22.0
CIGI,103.232,120.38,-0.0671109733415994,-0.0077481041872733,-0.0026307135810589,129.04,0,-26,70 - 6 (92.11%),17.0,174.0
CIG,1.9760000000000002,2.47,0.0040650406504065,0.0040650406504065,0.0165289256198346,2.47,0,-39,87 - 3 (96.67%),17.0,124.0
CINF,96.608,120.28,-0.0039748261013581,-0.0039748261013581,0.028444898654403,120.76,0,-21,34 - 6 (85.00%),7.0,60.0
CIEN,49.984,49.52,-0.2074263764404608,-0.0058221240714715,-0.0219909679952875,62.48,0,13,62 - 9 (87.32%),79.0,875.0
CIG-C,2.536,,,,,,,,,,
CLF,17.256,21.57,0.0060634328358208,0.0060634328358208,0.0084666039510818,21.57,0,-18,164 - 21 (88.65%),19.0,276.0
CLH,159.048,198.49,-0.001609576983049,-0.001609576983049,0.0204280654929938,198.81,0,24,33 - 1 (97.06%),6.0,31.0
CLDX,41.504000000000005,41.04,-0.2089437162683115,-0.0096525096525096,-0.0130983567516076,51.88,0,21,213 - 58 (78.60%),22.0,267.0
CIVI,60.232000000000006,73.77,-0.0201886040642849,-0.0024340770791075,-0.0012155591572123,75.29,0,20,160 - 45 (78.05%),7.0,116.0
CL,71.36,88.9,-0.0033632286995515,0.0029332129963899,-0.0062780269058295,89.2,0,-22,1 - 0 (100.00%),0.0,0.0
CM,40.512,50.3,-0.0067140600315956,-0.0003974562798092,0.0031897926634769,50.64,0,18,30 - 1 (96.77%),5.0,34.0
CMA,45.44,52.0,-0.0845070422535211,-0.0011525163273147,0.0079380445304937,56.8,0,-16,83 - 8 (91.21%),21.0,195.0
CMC,47.2,57.3,-0.028813559322034,-0.0179948586118252,0.0082944530844997,59.0,0,3,60 - 3 (95.24%),10.0,110.0
CMCSA,37.384,42.48,-0.0909479991440188,-0.0037523452157599,-0.0023397285914834,46.73,0,-21,34 - 7 (82.93%),1.0,7.0
CLX,125.62400000000001,149.93,-0.045214290263007,-0.0039197448844007,-0.0015257048092868,157.03,0,-29,34 - 0 (100.00%),300.0,601.0
CME,177.08,212.88,-0.0382651908741811,-0.0107346995678238,0.0032167832167833,221.35,0,-20,14 - 1 (93.33%),8.0,33.0
CMI,233.45600000000002,291.82,0.0014413177762526,0.0141089797053099,-0.0088861334986567,291.82,0,-29,14 - 1 (93.33%),0.0,0.0
CNC,64.328,77.56,-0.0354433528168137,0.0063578564940964,0.0018198362147405,80.41,0,-22,33 - 4 (89.19%),7.0,21.0
CMG,2364.4240000000004,2955.53,0.0174011525036317,0.0179408225394988,0.0074252612732648,2955.53,0,-20,39 - 12 (76.47%),4.0,32.0
CNP,23.528000000000002,27.23,-0.0741244474668479,-0.0134057971014492,-0.0082644628099172,29.41,0,-21,16 - 1 (94.12%),0.0,0.0
CMS,48.376000000000005,58.25,-0.0367124193815114,-0.0061422965364271,-0.0061047990503645,60.47,0,-21,9 - 0 (100.00%),8.0,24.0
CNI,106.26400000000001,130.17,-0.0200255966272681,0.0030050855293572,-0.0155503299704164,132.83,0,-18,7 - 0 (100.00%),2.0,2.0
CNQ,60.64,75.1,-0.0092348284960422,-0.0092348284960422,0.0229419703103914,75.8,0,18,52 - 10 (83.87%),11.0,57.0
CNX,18.456,22.94,-0.0056350238404854,-0.0056350238404854,0.0154049295774647,23.07,0,-21,123 - 20 (86.01%),30.0,91.0
CNMD,90.89600000000002,77.09,-0.3215102974828375,0.0056091834072529,0.0128154313647774,113.62,0,-20,63 - 17 (78.75%),24.0,221.0
CNHI,10.280000000000001,12.55,-0.0233463035019454,0.0023961661341853,-0.0164964650432051,12.85,0,-27,74 - 13 (85.06%),13.0,131.0
CNS,61.967999999999996,73.44,-0.0518977536793182,-0.0140958517921868,-0.0106255810864658,77.46,0,-15,60 - 2 (96.77%),17.0,143.0
COF,114.54400000000001,140.83,-0.0164129068305628,0.0019921736036998,-0.0043213374893736,143.18,0,-21,77 - 4 (95.06%),10.0,164.0
CNA,37.744,44.36,-0.0597710894446799,-0.001125872551227,0.0068011788710042,47.18,0,-28,19 - 0 (100.00%),0.0,0.0
CNO,22.528000000000002,26.96,-0.0426136363636363,0.0037230081906181,0.0116760828625235,28.16,0,-28,43 - 6 (87.76%),85.0,85.0
COKE,759.2,840.0,-0.1148577449947313,-0.0105890528745922,-0.0289599798698401,949.0,0,24,74 - 16 (82.22%),28.0,260.0
COHR,53.512,59.68,-0.1077889071610106,-0.039278815196394,-0.0186413902053712,66.89,0,-30,156 - 19 (89.14%),23.0,234.0
COP,100.98400000000001,125.99,-0.0019012912936703,-0.0019012912936703,0.026009916280582,126.23,0,-26,55 - 7 (88.71%),14.0,73.0
COLB,21.688000000000002,18.37,-0.3223902618959793,-0.0097035040431266,0.0147702407002188,27.11,0,-20,52 - 9 (85.25%),20.0,120.0
COLM,66.18400000000001,78.92,-0.0460534268101051,0.0110171662823468,0.006836063459306,82.73,0,-21,27 - 1 (96.43%),9.0,37.0
COO,82.21600000000001,100.73,-0.0198501508222243,-0.0013879250520472,0.0044811790479983,102.77,0,18,29 - 3 (90.62%),12.0,112.0
COTY,10.608,11.65,-0.1214177978883861,0.0060449050086355,-0.0169779286926994,13.26,0,33,129 - 38 (77.25%),14.0,101.0
COOP,61.624,75.76,-0.0164870829546929,-0.0009231174996702,0.0034405187243615,77.03,0,-20,92 - 13 (87.62%),7.0,30.0
CPA,85.736,101.6,-0.0519735000466549,0.0020712101785185,-0.0188697503386878,107.17,0,-30,79 - 20 (79.80%),136.0,682.0
CORT,26.304000000000002,24.75,-0.2472627737226278,0.0036496350364962,0.006530612244898,32.88,0,-25,133 - 20 (86.93%),14.0,133.0
COST,628.4720000000001,730.98,-0.0695146323145661,2.7361278318815963e-05,-0.005225911812738,785.59,0,13,12 - 0 (100.00%),8.0,16.0
CPB,36.160000000000004,43.37,-0.0404867256637169,0.0,-0.0041331802525832,45.2,0,14,10 - 2 (83.33%),1.0,3.0
CPE,28.84,34.26,-0.0496532593619971,-0.0496532593619971,0.0347301951779561,36.05,0,21,204 - 44 (82.26%),20.0,260.0
CPK,85.296,103.5,-0.0292628024760833,-0.0148486579097658,0.0020028612303291,106.62,0,24,24 - 0 (100.00%),23.0,46.0
CP,73.11200000000001,87.26,-0.045190939927782,-0.0014875843918067,-0.0211693548387096,91.39,0,-20,9 - 0 (100.00%),0.0,0.0
CPRT,45.928,57.22,-0.0033095279568019,0.0006995452955578,-0.0040062706845497,57.41,0,23,40 - 4 (90.91%),1.0,2.0
CRH,69.76,,,,,,,,,,
CPRI,40.824000000000005,44.76,-0.1228689006466784,-0.0042269187986653,-0.0075071759770367,51.03,0,32,124 - 44 (73.81%),62.0,752.0
CPT,80.936,96.3,-0.0481367994464763,-0.0123076923076923,-0.0073304825901038,101.17,0,-21,36 - 3 (92.31%),14.0,112.0
CPG,6.4,7.94,-0.0074999999999999,-0.0074999999999999,0.0269576379974325,8.0,0,18,190 - 45 (80.85%),12.0,142.0
CRK,7.4,8.86,-0.0421621621621621,0.0338389731621935,0.0202380952380951,9.25,0,29,225 - 43 (83.96%),23.0,236.0
CRL,218.74400000000003,265.44,-0.0292213729290861,-0.0006400361432175,-0.0255347250247641,273.43,0,28,59 - 14 (80.82%),52.0,794.0
CRI,70.336,82.09,-0.0663102820746133,-0.0113212092014933,-0.0038392321535691,87.92,0,20,59 - 0 (100.00%),9.0,73.0
CRM,253.50400000000002,305.83,-0.0348712446351932,-0.0007514866366072,-0.0055560970854858,316.88,0,19,49 - 4 (92.45%),11.0,104.0
CROX,113.296,140.05,-0.0110860048015816,-0.0084955752212388,-0.0026126253354046,141.62,0,-21,115 - 27 (80.99%),75.0,759.0
CRUS,75.408,89.35,-0.0520899639295566,-0.0103012848914488,-0.0064927919005172,94.26,0,-26,58 - 12 (82.86%),24.0,121.0
CRVL,208.712,256.72,-0.0159837479397445,0.0030475892787373,-0.0121198085533424,260.89,0,39,44 - 7 (86.27%),7.0,22.0
CSWI,192.08,228.62,-0.0478134110787171,0.0019283022175475,-0.0192977177977392,240.1,0,37,8 - 0 (100.00%),0.0,0.0
CSL,310.92,388.5,-0.0003859513701273,0.0030724742454364,0.0007493152808641,388.65,0,-21,45 - 0 (100.00%),6.0,79.0
CRS,57.648,68.48,-0.0496808215376075,0.0044001173364622,0.0032371983519718,72.06,0,-21,88 - 22 (80.00%),11.0,92.0
CSCO,41.864000000000004,49.55,-0.0531244028282056,-0.0026167471819645,-0.0020088388911209,52.33,0,28,24 - 0 (100.00%),11.0,45.0
CSIQ,21.144000000000002,17.98,-0.319712447975785,-0.0206971677559912,0.0099009900990099,26.43,0,8,172 - 26 (86.87%),16.0,269.0
CSTM,17.048,20.91,-0.0187705302674799,-0.0187705302674799,0.0191296030607364,21.31,0,-20,93 - 13 (87.74%),10.0,123.0
CTAS,513.728,633.4,-0.013641460072256,-0.003555359783532,-0.005833685231236,642.16,0,-1,17 - 0 (100.00%),0.0,0.0
CSGP,78.18400000000001,95.18,-0.0260922950987414,-0.0066791901481944,0.0010447137484328,97.73,0,-19,35 - 12 (74.47%),1.0,5.0
CSX,30.704000000000004,36.13,-0.0586242834809797,-0.019272529858849,-0.0136546184738954,38.38,0,-16,29 - 0 (100.00%),10.0,53.0
CTRA,22.256,27.46,-0.01294033069734,-0.01294033069734,0.0194210333455477,27.82,0,23,45 - 7 (86.54%),6.0,83.0
CUK,13.568000000000001,15.39,-0.1088592935726693,-0.0070967741935483,-0.0006447453255963,16.96,0,-1,146 - 15 (90.68%),57.0,1036.0
CUZ,19.792,22.81,-0.0780113177041228,-0.0146868250539956,0.0056472632493482,24.74,0,-21,51 - 12 (80.95%),22.0,221.0
CVE,15.904,19.88,0.0030272452068615,0.0030272452068615,0.0237603305785123,19.88,0,-20,132 - 25 (84.08%),11.0,146.0
CVCO,314.88800000000003,384.98,-0.0219252559640252,-0.0043449024983189,-0.0176570717207388,393.61,0,-36,78 - 5 (93.98%),41.0,587.0
CTSH,63.855999999999995,72.4,-0.0929591581057377,0.0054159144563254,0.001529902642559,79.82,0,-25,23 - 10 (69.70%),11.0,71.0
CVBF,16.648,16.78,-0.1936568957232098,-0.0152582159624411,0.0023529411764704,20.81,0,-20,31 - 11 (73.81%),15.0,142.0
CTRE,19.44,24.3,0.003717472118959,0.005378568473314,0.0079232693911592,24.3,0,-30,43 - 8 (84.31%),21.0,21.0
CUBE,38.208,43.32,-0.0929648241206029,0.0058045042953331,-0.0173397216518366,47.76,0,18,50 - 0 (100.00%),10.0,104.0
CTLT,47.856,56.26,-0.0595118689401538,-0.0024822695035461,0.0109338591145367,59.82,0,31,83 - 9 (90.22%),62.0,251.0
CVS,65.13600000000001,79.32,-0.025792188651437,0.0043048873132436,0.0063710499490317,81.42,0,-25,42 - 16 (72.41%),33.0,33.0
CVI,29.424000000000003,35.15,-0.0443175638934204,-0.0279314159292034,-0.0071389346512906,36.78,0,25,174 - 36 (82.86%),10.0,156.0
CVLT,80.43200000000002,99.37,-0.0116371593395663,-0.0031099518459068,-0.0085538094290829,100.54,0,-29,34 - 9 (79.07%),11.0,11.0
CWEN,22.168000000000003,21.53,-0.2230241789967521,0.0041977611940298,0.0046860356138707,27.71,0,23,35 - 18 (66.04%),9.0,84.0
CX,7.040000000000001,8.8,0.0068649885583524,0.0244470314318976,0.0,8.8,0,-29,120 - 15 (88.89%),113.0,678.0
CWST,78.952,96.11,-0.0261424663086432,-0.0029048656499637,-0.0073120494335735,98.69,0,-21,20 - 0 (100.00%),26.0,52.0
D,39.232,46.68,-0.0481239804241435,-0.0325388601036269,-0.0014486754966887,49.04,0,23,20 - 2 (90.91%),35.0,71.0
DAL,36.800000000000004,45.93,-0.0015217391304347,0.011228533685601,-0.0037288879140162,46.0,0,-11,80 - 4 (95.24%),12.0,88.0
CW,200.96800000000002,251.21,0.0047998080076796,0.0070555221487271,-0.0022399104035838,251.21,0,-25,42 - 2 (95.45%),0.0,0.0
CZR,38.256,42.71,-0.1068590547887913,0.0237296260786195,0.0099249576373758,47.82,0,25,110 - 25 (81.48%),15.0,261.0
CYTK,86.44800000000001,71.15,-0.3415694984267998,0.035210242979776,0.019430436072382,108.06,0,20,165 - 13 (92.70%),7.0,120.0
CVX,125.296,155.27,-0.0086195888136891,-0.0076692017639162,0.0117030906504591,156.62,0,-22,27 - 1 (96.43%),6.0,20.0
CWEN-A,20.72,,,,,,,,,,
CWT,42.04,45.19,-0.140057088487155,-0.0111597374179431,-0.0112505408913888,52.55,0,18,10 - 0 (100.00%),1.0,2.0
DAN,11.96,12.26,-0.1799331103678929,-0.0096930533117932,0.0097879282218598,14.95,0,-22,123 - 23 (84.25%),58.0,936.0
DAR,40.384,44.42,-0.1200475435816164,-0.0109107103095077,-0.009483899426555,50.48,0,20,57 - 7 (89.06%),12.0,100.0
DB,12.288,15.36,0.0039215686274509,0.0058939096267189,-0.0019607843137255,15.36,0,-21,108 - 33 (76.60%),64.0,584.0
CYBR,225.048,263.49,-0.0633464860829688,-0.0068224651338107,-0.0105914820616095,281.31,0,-31,71 - 7 (91.03%),9.0,73.0
DEO,123.75200000000001,,,,,,,,,,
DFS,101.74400000000001,125.42,-0.0138386538763957,0.0012773431262973,-0.0039758269720101,127.18,0,-15,52 - 7 (88.14%),12.0,90.0
DE,321.312,398.52,-0.0077681505826112,0.0012310629852021,-0.0020809306523593,401.64,0,27,22 - 0 (100.00%),7.0,7.0
DBRG,16.568,18.9,-0.0873973925639788,0.0161290322580642,0.0026954177897573,20.71,0,25,114 - 24 (82.61%),28.0,312.0
DECK,762.3520000000001,937.45,-0.0162549583394547,0.0052112932800052,0.0110034256970643,952.94,0,37,53 - 8 (86.89%),29.0,58.0
DDS,364.952,441.93,-0.0312589052806944,0.0014956829152219,-0.013282350573556,456.19,0,21,158 - 12 (92.94%),19.0,137.0
DGX,113.68800000000002,128.87,-0.0931672647948772,-0.003171410891089,-0.0001546790409899,142.11,0,-19,24 - 0 (100.00%),0.0,0.0
DEI,12.176000000000002,13.14,-0.1366622864651774,-0.0281065088757396,0.0104633781763825,15.22,0,-29,57 - 23 (71.25%),24.0,298.0
DCI,59.80800000000001,74.08,-0.009095773140717,0.0047470500474704,-0.0115296956696607,74.76,0,19,16 - 1 (94.12%),0.0,0.0
DD,62.00800000000001,75.54,-0.0254160753451166,-0.0052673163023438,0.0026406126221283,77.51,0,-29,45 - 10 (81.82%),8.0,53.0
DG,128.976,150.66,-0.0655005582433941,-0.0007958615200955,0.0005308560053085,161.22,0,8,45 - 15 (75.00%),49.0,99.0
DHR,204.952,248.46,-0.0301729185370233,0.0026634382566586,-0.0274725274725274,256.19,0,-19,13 - 0 (100.00%),2.0,8.0
DHI,129.456,159.27,-0.0157582499073043,-0.0031918888471648,-0.0126065999258434,161.82,0,-16,48 - 5 (90.57%),70.0,636.0
DINO,49.288000000000004,59.69,-0.0311637721149163,-0.0248325437020094,-0.0061698327650593,61.61,0,24,97 - 25 (79.51%),9.0,145.0
DKS,179.736,218.54,-0.0272844616548715,-0.0070876874148114,-0.0051527752666787,224.67,0,8,77 - 19 (80.21%),50.0,152.0
