Ticker,m20tmrw,Close,63d %,daily delta,previous daily delta,63d peak,chance,Earnings Offset Closest,Overall Record,average_duration,total_days_below_threshold
GOLD,14.776,15.52,-0.159718462371413,-0.0032113037893385,0.003221649484536,18.47,0,-25,80 - 25 (76.19%),12.0,128.0
GOGO,8.120000000000001,8.33,-0.1793103448275862,-0.0142011834319525,-0.0058823529411765,10.15,0,19,225 - 50 (81.82%),15.0,296.0
GPN,111.184,134.19,-0.0344653907036983,0.0115332428765264,0.0040112010898358,138.98,0,28,52 - 1 (98.11%),14.0,102.0
GOOGL,122.80799999999999,150.67,-0.018500423425184,0.003998134204038,-0.0046428334549314,153.51,0,-19,23 - 0 (100.00%),5.0,56.0
GPI,247.448,284.4,-0.0805340920112509,0.0093696763202726,-0.006523042205846,309.31,0,-20,66 - 12 (84.62%),13.0,26.0
GPC,125.904,152.53,-0.0308171305121361,-0.0070307922661285,-0.0145624839620219,157.38,0,-16,14 - 0 (100.00%),0.0,0.0
GOOG,123.87200000000001,151.7,-0.0202789976750195,0.0036387694343367,-0.004085128813336,154.84,0,-19,23 - 0 (100.00%),5.0,61.0
GPS,22.784000000000002,27.72,-0.026685393258427,-0.0068075958437836,-0.0060541310541309,28.48,0,13,125 - 40 (75.76%),67.0,611.0
GRMN,118.75999999999999,147.4,-0.007073088582014,0.0049086446686665,-0.0041414895783826,148.45,0,24,41 - 12 (77.36%),5.0,15.0
GS,330.968,406.18,-0.0182011553987091,0.003062182051662,-0.0046212083968339,413.71,0,-13,30 - 0 (100.00%),0.0,0.0
GRFS,9.248000000000001,6.48,-0.4394463667820069,0.0188679245283018,0.022508038585209,11.56,0,167,90 - 16 (84.91%),32.0,258.0
GPRE,20.584000000000003,21.68,-0.1574038087835212,-0.0172257479601087,0.0114626318202659,25.73,0,-26,156 - 26 (85.71%),11.0,181.0
GPK,23.12,28.9,0.0083740404745289,0.0083740404745289,0.0155917788802268,28.9,0,-24,30 - 0 (100.00%),1.0,1.0
GSK,34.864,42.79,-0.0181275814593849,-0.000933924819052,0.0113341204250294,43.58,0,-20,15 - 8 (65.22%),39.0,78.0
HAE,69.528,81.64,-0.0722727272727272,-0.0021999511121973,0.0191828599900347,86.91,0,-31,61 - 6 (91.04%),2.0,7.0
GTLS,130.44000000000003,163.05,0.022257053291536,0.022257053291536,0.0005018190942165,163.05,0,19,112 - 11 (91.06%),14.0,218.0
GWW,823.64,1005.37,-0.0234859890243309,-0.0023517970905193,-0.0188491870314476,1029.55,0,-21,27 - 14 (65.85%),0.0,0.0
HAL,31.056,38.31,-0.0131375579598145,-0.0131375579598145,0.0112008335504036,38.82,0,-19,118 - 28 (80.82%),29.0,176.0
GT,11.8,13.07,-0.1138983050847457,0.0007656967840734,-0.0022918258212375,14.75,0,-26,118 - 30 (79.73%),65.0,910.0
HBI,4.544,5.36,-0.056338028169014,0.0,0.046875,5.68,0,-25,145 - 35 (80.56%),43.0,392.0
GWRE,96.88,115.82,-0.0436003303055326,0.0168568920105354,0.003170688744055,121.1,0,13,69 - 8 (89.61%),12.0,115.0
HALO,33.56,40.08,-0.0445768772348034,-0.008411677387432,0.0084830339321357,41.95,0,25,68 - 6 (91.89%),21.0,150.0
HASI,22.728,26.73,-0.0591341077085533,-0.0143805309734513,0.0157303370786516,28.41,0,-26,110 - 12 (90.16%),20.0,330.0
HCM,14.847999999999999,,,,,,,,,,
HBAN,10.928,13.34,-0.0234260614934114,-0.0022438294689602,0.0045078888054093,13.66,0,-16,56 - 4 (93.33%),16.0,113.0
H,127.552,159.32,-0.0007526342197692,0.0093126385809312,-0.0081683945962929,159.44,0,22,46 - 1 (97.87%),10.0,52.0
HDB,53.776,54.53,-0.1887831002677774,0.0001834189288334,0.002390145247288,67.22,0,-13,35 - 3 (92.11%),7.0,47.0
HAS,44.848000000000006,54.61,-0.0258651444880485,-0.0234263233190272,0.0196936542669583,56.06,0,-21,59 - 13 (81.94%),15.0,125.0
HCA,264.384,327.71,-0.0083817477608328,0.0011914945618964,-0.0079408377280717,330.48,0,-22,36 - 1 (97.30%),22.0,89.0
HEI,159.50400000000002,190.48,-0.0446383789748219,0.0002625636716901,-0.0152549384631295,199.38,0,21,19 - 0 (100.00%),0.0,0.0
HI,39.68000000000001,49.6,0.0002016535591853,0.0036422501011736,0.0034517766497461,49.6,0,-33,67 - 5 (93.06%),6.0,75.0
HIG,80.89600000000002,100.9,-0.0021756329113924,0.0022846925598489,0.0050918530351438,101.12,0,-21,18 - 1 (94.74%),0.0,0.0
HELE,101.024,112.89,-0.1060342096927462,-0.0101709776413853,0.0135975826519729,126.28,0,-20,75 - 19 (79.79%),92.0,831.0
HE,12.32,10.86,-0.2948051948051948,-0.0127272727272728,-0.003623188405797,15.4,0,29,34 - 19 (64.15%),21.0,109.0
HD,316.16,379.93,-0.0386386639676112,-0.0093348282965242,-0.0173465204468585,395.2,0,25,16 - 3 (84.21%),45.0,91.0
HL,4.048,4.23,-0.1640316205533595,-0.0070422535211266,0.0070921985815601,5.06,0,28,180 - 29 (86.12%),30.0,276.0
HLIO,37.632,42.48,-0.0969387755102041,0.0182166826462129,-0.0353757225433526,47.04,0,21,95 - 25 (79.17%),57.0,864.0
HLI,105.48,124.69,-0.0543041334850208,-0.0051858943673209,-0.0011953143676786,131.85,0,-34,18 - 11 (62.07%),30.0,91.0
HMY,6.368,7.78,-0.022613065326633,0.0012870012870014,0.0064766839378238,7.96,0,19,178 - 33 (84.36%),18.0,225.0
HIW,20.552000000000003,24.85,-0.0326975476839237,-0.0111420612813369,0.0141242937853105,25.69,0,-19,64 - 11 (85.33%),31.0,249.0
HES,121.59200000000001,149.6,-0.0157247187314956,-0.011758488571806,0.0116955156051594,151.99,0,-20,86 - 9 (90.53%),6.0,48.0
HII,237.144,289.87,-0.0221300138312586,-0.0031980742778542,-0.0059818834387284,296.43,0,-26,43 - 8 (84.31%),0.0,0.0
HOMB,20.552000000000003,23.67,-0.0786298170494356,0.0016927634363099,0.0102607952116289,25.69,0,-16,41 - 1 (97.62%),0.0,0.0
HLT,170.43200000000002,213.04,0.0082347373402744,0.013896820864268,-0.0055844770468528,213.04,0,-20,26 - 2 (92.86%),13.0,52.0
HPE,15.016,17.69,-0.0575386254661692,0.015499425947187,0.0028785261945885,18.77,0,18,30 - 6 (83.33%),8.0,33.0
HMC,30.144000000000002,37.28,-0.0106157112526539,0.0,-0.0106157112526539,37.68,0,31,14 - 0 (100.00%),2.0,14.0
HPQ,24.8,29.99,-0.0325806451612903,0.0036813922356091,-0.005657237936772,31.0,0,19,58 - 1 (98.31%),18.0,110.0
HP,33.696,41.35,-0.0182811016144348,-0.0182811016144348,0.0203488372093021,42.12,0,-20,157 - 21 (88.20%),11.0,172.0
HOLX,61.64,76.17,-0.0114211550940946,0.0068737607402511,0.0051820356098857,77.05,0,-28,21 - 0 (100.00%),0.0,0.0
HOG,35.152,42.75,-0.0270823850705507,-0.0147499423830376,-0.002757986669731,43.94,0,-21,76 - 16 (82.61%),40.0,163.0
HQY,66.824,79.48,-0.0484855740452532,0.0012597631645252,-0.003139520281301,83.53,0,5,96 - 2 (97.96%),6.0,87.0
HRB,40.392,47.42,-0.060804119627649,-0.0064948669599831,-0.0197165742452248,50.49,0,34,43 - 1 (97.73%),3.0,9.0
HRL,28.256,34.35,-0.0274631936579841,0.0037989479836353,-0.0046538685282141,35.32,0,18,6 - 4 (60.00%),8.0,44.0
HRI,135.048,167.71,-0.0065162016468218,0.0116419350947039,0.0015708071532141,168.81,0,-16,106 - 12 (89.83%),30.0,216.0
HON,167.76800000000003,201.0,-0.0415335463258785,0.0126964933494559,-0.0112090868330593,209.71,0,-21,16 - 0 (100.00%),0.0,0.0
HR,14.016,13.37,-0.2368721461187215,-0.0059479553903345,0.0097597597597596,17.52,0,26,38 - 14 (73.08%),19.0,138.0
HUBG,37.752,41.38,-0.1231193049374866,0.0031515151515151,-0.0088899567515616,47.19,0,-21,61 - 6 (91.04%),9.0,76.0
HTLF,30.936000000000003,33.41,-0.1360227566589088,-0.0029841838257237,0.0148394912174438,38.67,0,-18,41 - 12 (77.36%),121.0,121.0
HTH,28.368000000000002,30.13,-0.1503102086858432,-0.0039669421487603,-0.0049342105263157,35.46,0,-16,25 - 4 (86.21%),30.0,61.0
HSBC,33.144,39.7,-0.0417571807868693,0.0045546558704452,0.0,41.43,0,24,42 - 3 (93.33%),5.0,27.0
HUBB,334.336,413.33,-0.0109829632465544,0.0005083268783887,-0.0114854517611026,417.92,0,-19,27 - 0 (100.00%),0.0,0.0
HSY,161.848,190.9,-0.0563985962137313,-0.0070737542910641,-0.0289408555987676,202.31,0,-21,3 - 8 (27.27%),5.0,29.0
HTHT,31.792,38.65,-0.0274282838449925,0.0290202342917997,-0.0063492063492062,39.74,0,4,117 - 5 (95.90%),66.0,666.0
HUM,376.08000000000004,348.38,-0.2589236332695172,0.0037166152871013,-0.0041602111665807,470.1,0,-20,14 - 9 (60.87%),2.0,2.0
HWC,39.488,43.47,-0.1193273905996759,0.0009210223347915,0.00648899188876,49.36,0,-14,63 - 9 (87.50%),17.0,105.0
HSIC,64.456,72.88,-0.0954449546977783,-0.0001371930305941,-0.0031455142231947,80.57,0,20,24 - 0 (100.00%),3.0,6.0
HST,16.919999999999998,20.27,-0.0416075650118202,-0.0141050583657587,-0.0139088729016787,21.15,0,24,50 - 4 (92.59%),8.0,41.0
HUN,21.28,25.42,-0.044360902255639,-0.0011787819253437,-0.0023520188161506,26.6,0,24,75 - 18 (80.65%),7.0,114.0
HUBS,517.304,632.03,-0.0225785998175154,0.003508939061954,0.0129794933655007,646.63,0,-25,93 - 12 (88.57%),81.0,811.0
HXL,61.64,72.43,-0.0599610642439972,-0.0063108794073259,0.0112375138734739,77.05,0,-18,37 - 3 (92.50%),0.0,0.0
IAC,46.136,52.53,-0.0891277960811514,0.0121387283236995,-0.0007701193685021,57.67,0,29,83 - 27 (75.45%),133.0,798.0
IART,36.160000000000004,33.75,-0.2533185840707965,0.0104790419161677,-0.0106635071090047,45.2,0,19,51 - 11 (82.26%),16.0,134.0
IBOC,44.808,53.86,-0.0383860024995535,-0.0102903344358692,-0.0027487630566245,56.01,0,21,35 - 1 (97.22%),0.0,0.0
ICLR,272.0,329.91,-0.0296764705882351,0.000333535476046,-0.0066265060240963,340.0,0,-20,45 - 0 (100.00%),47.0,478.0
IBN,21.184,25.9,-0.0219033232628399,0.0011596443757246,-0.005,26.48,0,-22,26 - 3 (89.66%),0.0,0.0
IBP,206.4,255.34,-0.0103100775193798,-0.0025001953277599,-0.0078294573643411,258.0,0,23,101 - 18 (84.87%),72.0,648.0
IDA,79.352,90.48,-0.0878112712975097,-0.002535552860765,0.0087855871886119,99.19,0,-26,8 - 0 (100.00%),0.0,0.0
IBM,158.22400000000002,188.5,-0.0469208211143694,-0.0015360983102917,-0.0107419828128275,197.78,0,-15,21 - 0 (100.00%),0.0,0.0
ICL,4.392,5.26,-0.0418943533697633,-0.0094161958568738,-0.0037523452157599,5.49,0,19,48 - 10 (82.76%),11.0,186.0
IBKR,88.84800000000001,110.24,-0.0073833963623267,0.0102639296187683,0.0059924403060753,111.06,0,-14,27 - 7 (79.41%),2.0,4.0
ICUI,89.98400000000001,100.76,-0.1041963015647226,0.0268011821053706,0.0003058103975535,112.48,0,20,67 - 30 (69.07%),37.0,265.0
IBTX,42.416000000000004,43.67,-0.1763485477178423,-0.0043319653442771,0.0018273184102328,53.02,0,-18,48 - 8 (85.71%),30.0,120.0
ICE,111.54400000000001,137.12,-0.0165674532023237,0.0096458287313159,-0.0030830213609336,139.43,0,-26,20 - 0 (100.00%),77.0,77.0
IFF,67.13600000000001,81.44,-0.0295519542421354,-0.0069503719058652,-0.0128791526239767,83.92,0,25,64 - 1 (98.46%),16.0,178.0
IEP,17.232,17.08,-0.2070566388115134,-0.0046620046620047,0.0082256169212691,21.54,0,19,68 - 14 (82.93%),37.0,227.0
IHG,89.352,,,,,,,,,,
IEX,196.69600000000003,242.09,-0.0153739781185179,0.0004959292474273,-0.0077910362078156,245.87,0,-19,11 - 2 (84.62%),0.0,0.0
IDCC,93.75200000000001,105.65,-0.0984725659185936,0.0107146273796996,-0.0035271687321258,117.19,0,-26,45 - 5 (90.00%),2.0,2.0
ILMN,117.75999999999999,133.8,-0.091032608695652,-0.0019394301059226,-0.0231710871466045,147.2,0,-19,133 - 16 (89.26%),14.0,141.0
INCY,53.272000000000006,56.55,-0.1507733893978076,-0.016179540709812,0.0087750087750086,66.59,0,29,57 - 13 (81.43%),3.0,18.0
IGT,22.16,21.35,-0.2292418772563176,-0.0088207985143917,0.0,27.7,0,10,114 - 27 (80.85%),9.0,155.0
INFY,16.488,17.75,-0.1387675885492478,0.006806579693704,-0.005079006772009,20.61,0,-11,34 - 5 (87.18%),26.0,78.0
INDB,54.256,50.72,-0.2521380123857268,-0.0122687439143135,0.0124211356466876,67.82,0,-16,62 - 25 (71.26%),16.0,161.0
IP,32.68,38.2,-0.0648714810281517,-0.0648714810281517,0.0333923602327346,40.85,0,-21,53 - 2 (96.36%),22.0,68.0
INTC,40.608000000000004,41.99,-0.1727738376674545,0.0038250059765718,-0.0173831336622034,50.76,0,-21,49 - 13 (79.03%),11.0,56.0
ING,12.872,16.09,0.010678391959799,0.010678391959799,0.004416403785489,16.09,0,-31,55 - 4 (93.22%),79.0,398.0
INGR,94.34400000000001,117.54,-0.0033070465530399,0.0011925042589437,0.0023051310509691,117.93,0,-25,8 - 0 (100.00%),0.0,0.0
INTU,535.488,640.05,-0.0437880960917892,0.0015021358494107,-0.0072234131792338,669.36,0,23,35 - 5 (87.50%),33.0,301.0
INSM,25.392,27.02,-0.148708254568368,0.0007407407407407,0.0215664018161181,31.74,0,23,159 - 28 (85.03%),14.0,131.0
IPG,26.72,32.06,-0.0401197604790417,-0.0107991360691143,-0.0103816793893131,33.4,0,-21,36 - 10 (78.26%),9.0,58.0
IOSP,103.08800000000002,128.86,0.0097163454004074,0.0104289186857995,0.0033042246872787,128.86,0,-25,17 - 0 (100.00%),0.0,0.0
IDXX,461.49600000000004,530.6,-0.0802087125348864,0.0016801646183761,-0.0019030750678323,576.87,0,-29,52 - 1 (98.11%),16.0,114.0
IPAR,124.096,134.83,-0.1308019597730788,-0.0047977561263653,-0.0239193083573489,155.12,0,20,26 - 1 (96.30%),95.0,477.0
IPGP,88.44800000000001,89.24,-0.1928364688856729,-0.0080035571365051,-0.0004444444444444,110.56,0,29,120 - 29 (80.54%),73.0,876.0
IONS,42.84,44.11,-0.1762838468720821,0.0045547711227511,0.0278558052434456,53.55,0,24,104 - 7 (93.69%),2.0,16.0
IRM,65.096,77.95,-0.0420302322723362,-0.0028143789177433,-0.0162345834382078,81.37,0,23,28 - 0 (100.00%),3.0,14.0
ISRG,320.472,397.63,-0.0073891010759129,0.0151132215159173,-0.0059887837186286,400.59,0,-14,39 - 1 (97.50%),101.0,709.0
IQV,207.28000000000003,247.74,-0.0438440756464686,-0.0045805207328832,-0.0139851828374469,259.1,0,-21,33 - 0 (100.00%),56.0,674.0
IRDM,33.008,25.59,-0.3797867183713039,-0.001560671088568,-0.0054326736515327,41.26,0,-16,76 - 28 (73.08%),23.0,141.0
IT,386.48800000000006,475.45,-0.0158556022437954,0.0038850531027638,-0.0119539366629114,483.11,0,-29,29 - 1 (96.67%),6.0,19.0
ITGR,92.952,111.53,-0.0401067217488596,-0.0238928758970768,-0.0153395380903137,116.19,0,-21,75 - 2 (97.40%),13.0,52.0
ITCI,60.52000000000001,67.33,-0.1099801718440186,-0.0094159187877004,-0.0152129817444218,75.65,0,23,178 - 11 (94.18%),6.0,60.0
IX,90.096,110.45,-0.0192683359971586,0.0004528985507246,-0.0079971246293467,112.62,0,-30,32 - 0 (100.00%),4.0,4.0
ITT,109.66400000000002,137.08,0.020016370265645,0.0239784865914693,0.0069956371295321,137.08,0,-26,36 - 9 (80.00%),36.0,216.0
IRT,12.96,15.8,-0.0246913580246912,-0.007537688442211,-0.005,16.2,0,-20,62 - 4 (93.94%),19.0,173.0
J,121.136,150.38,-0.0068683133007527,0.0019989339019188,0.0003332666799973,151.42,0,34,30 - 0 (100.00%),2.0,5.0
ITRI,76.67999999999999,89.37,-0.0676056338028168,0.0017935209057282,-0.0024600246002461,95.85,0,21,93 - 23 (80.17%),80.0,643.0
ITUB,5.784000000000001,6.88,-0.0484094052558783,0.0207715133531156,-0.0014814814814814,7.23,0,-33,78 - 7 (91.76%),13.0,81.0
IVZ,14.576,16.05,-0.1190998902305158,0.003125,0.0184595798854232,18.22,0,-19,76 - 16 (82.61%),11.0,183.0
JAZZ,106.21600000000001,117.93,-0.1117722377043006,-0.0236774567431078,-0.0083736967408258,132.77,0,19,50 - 7 (87.72%),6.0,6.0
JBT,84.04,100.24,-0.0457877201332699,0.014985824220332,-0.0186804451510332,105.05,0,-19,74 - 15 (83.15%),108.0,649.0
JBHT,175.024,193.71,-0.1145899990858396,0.0089062500000001,-0.0143231172031418,218.78,0,-13,30 - 1 (96.77%),10.0,71.0
JBLU,5.936,7.33,-0.0121293800539082,-0.0081190798376183,0.0437853107344632,7.42,0,-19,111 - 30 (78.72%),23.0,258.0
ITW,216.264,265.49,-0.0179040432064513,-0.0013917099225155,-0.010422094841063,270.33,0,-29,9 - 0 (100.00%),0.0,0.0
JEF,36.688,45.22,-0.0139555167902311,-0.0008837825894829,-0.0013239187996469,45.86,0,-1,59 - 2 (96.72%),47.0,521.0
JCI,51.824000000000005,64.1,-0.0104970669959865,0.0073864529310072,-0.0018823529411764,64.78,0,-27,43 - 8 (84.31%),25.0,75.0
JLL,155.952,190.64,-0.0220580691494819,-0.0046467916253328,0.0041417636573346,194.94,0,20,79 - 5 (94.05%),15.0,186.0
JKS,29.936000000000003,22.51,-0.3984500267236771,0.0153360396932791,-0.0115916183682567,37.42,0,4,246 - 42 (85.42%),11.0,256.0
JOE,48.784,55.97,-0.0821580846179075,0.0008941344778254,0.0148820326678766,60.98,0,-20,56 - 12 (82.35%),15.0,135.0
JBL,123.62400000000001,133.61,-0.1353782437067235,0.0172833866301203,0.0011433798307798,154.53,0,7,27 - 1 (96.43%),0.0,0.0
K,46.208,55.89,-0.0323753462603877,0.0043126684636118,0.0018001800180018,57.76,0,-26,6 - 3 (66.67%),0.0,0.0
JHX,33.24,39.5,-0.0493381468110709,-0.0120060030015006,0.0124082046087616,41.55,0,30,60 - 16 (78.95%),52.0,729.0
JJSF,135.08800000000002,143.14,-0.1523155276560466,0.0086674652949052,-0.0004226244981334,168.86,0,-28,19 - 0 (100.00%),0.0,0.0
JD,23.112000000000002,26.36,-0.0875735548632745,-0.0164179104477611,0.0113207547169811,28.89,0,14,124 - 41 (75.15%),45.0,1049.0
JKHY,140.76,166.39,-0.054333617504973,0.0038612368024131,-0.0189405149452499,175.95,0,-29,17 - 2 (89.47%),0.0,0.0
JNJ,130.192,155.77,-0.0428290524763426,0.0035433578147145,-6.442053726718466e-05,162.74,0,-14,2 - 0 (100.00%),0.0,0.0
KAI,272.49600000000004,321.86,-0.055076037813399,0.0145311268715524,-0.0280033089249057,340.62,0,28,24 - 0 (100.00%),2.0,8.0
JWN,17.352,18.62,-0.1415398801290918,-0.0153358011634056,-0.0068277310924369,21.69,0,15,198 - 37 (84.26%),26.0,349.0
KB,46.47200000000001,53.8,-0.073850920984679,-0.0113928702682838,-0.0201656463809866,58.09,0,14,48 - 13 (78.69%),11.0,102.0
KBR,49.70400000000001,61.43,-0.0112666988572348,0.0050719895287958,-0.0047223579221624,62.13,0,25,42 - 0 (100.00%),3.0,12.0
JPM,159.24800000000002,195.73,-0.016728624535316,0.0046709783389795,-0.0091547146780592,199.06,0,-12,32 - 6 (84.21%),10.0,40.0
JNPR,30.200000000000003,37.04,-0.0188079470198675,-0.0008092797410305,0.0005398110661269,37.75,0,-21,16 - 1 (94.12%),17.0,51.0
KDP,26.695999999999998,30.73,-0.0791129757267005,0.0082020997375327,0.0228187919463087,33.37,0,-21,14 - 2 (87.50%),0.0,0.0
KBH,56.136,68.18,-0.0283596978765853,-0.0032163742690057,0.0,70.17,0,4,76 - 14 (84.44%),47.0,623.0
KEX,76.08800000000001,95.11,0.0238992356550757,0.028549799935114,-0.0045214770158251,95.11,0,-21,66 - 13 (83.54%),4.0,9.0
KFY,52.912000000000006,64.42,-0.0260054429996976,0.0026459143968871,-0.0080284082136791,66.14,0,14,69 - 7 (90.79%),11.0,57.0
KGC,4.976,5.7,-0.0836012861736333,0.0017574692442881,0.0070796460176991,6.22,0,28,116 - 28 (80.56%),27.0,166.0
KHC,30.84,36.37,-0.0565499351491569,0.0052515201768932,0.0092050209205021,38.55,0,-25,25 - 17 (59.52%),0.0,0.0
KEP,7.6000000000000005,8.28,-0.128421052631579,-0.0154577883472057,-0.015222482435597,9.5,0,10,65 - 30 (68.42%),10.0,113.0
KEYS,129.216,152.27,-0.0572684497275879,-0.0020317210643596,-0.0117235572252086,161.52,0,25,42 - 11 (79.25%),105.0,635.0
KKR,81.31200000000001,101.05,-0.0058048012593467,0.0019831432821022,0.0008932115919013,101.64,0,-33,59 - 6 (90.77%),46.0,371.0
KIM,17.488,18.81,-0.1395242451967063,-0.0015923566878981,-0.0130958617077003,21.86,0,-26,65 - 3 (95.59%),10.0,80.0
KMPR,50.096000000000004,62.25,-0.0059086553816671,0.0328521652563464,0.0139636608344551,62.62,0,-33,68 - 3 (95.77%),10.0,93.0
KEY,12.288,15.06,-0.0195312499999998,-0.0085582620144831,0.010645375914837,15.36,0,-16,74 - 13 (85.06%),30.0,211.0
KMI,14.488,17.91,-0.011043622308117,-0.0033388981636058,-0.0049833887043189,18.11,0,-15,24 - 8 (75.00%),0.0,0.0
KMX,69.152,85.75,-0.0079824155483572,-0.0003497318722313,0.0029229510113411,86.44,0,-11,83 - 13 (86.46%),68.0,821.0
KMT,20.968000000000004,24.05,-0.0824112933994658,-0.0024885939444213,-0.004952538175815,26.21,0,-28,69 - 17 (80.23%),70.0,630.0
KNX,48.248000000000005,52.73,-0.1256839661747638,0.0118979082709651,-0.0089387599847851,60.31,0,-16,32 - 0 (100.00%),3.0,22.0
KLAC,578.6080000000001,688.42,-0.0481707822912922,-0.0161633773026739,-0.015241499662238,723.26,0,-20,41 - 0 (100.00%),6.0,61.0
KLIC,44.68000000000001,48.59,-0.1299910474485227,-0.0065426293191575,-0.0113199919142915,55.85,0,-25,83 - 5 (94.32%),6.0,96.0
KOS,5.632000000000001,5.66,-0.1960227272727273,-0.0471380471380471,0.0223752151462997,7.04,0,21,160 - 30 (84.21%),11.0,210.0
KMB,102.32000000000001,126.09,-0.0141516810007819,0.0072695318741011,0.0020011206275514,127.9,0,-19,4 - 0 (100.00%),0.0,0.0
KR,45.61600000000001,56.39,-0.0110487548228692,0.0076840600428877,-0.0104332449160035,57.02,0,13,29 - 7 (80.56%),16.0,32.0
KOF,81.912,96.15,-0.0609434515089363,0.0113600504891133,-0.0151248316585518,102.39,0,-20,39 - 10 (79.59%),0.0,0.0
KSS,23.488,26.3,-0.1042234332425068,-0.0067975830815709,0.0041714069017824,29.36,0,10,140 - 32 (81.40%),47.0,330.0
KO,48.992000000000004,60.54,-0.0114304376224689,0.0023178807947019,-0.0014878492312779,61.24,0,-18,15 - 0 (100.00%),0.0,0.0
KRC,33.232,35.7,-0.1405873856523831,-0.0154440154440153,0.0139821029082773,41.54,0,-20,63 - 19 (76.83%),16.0,280.0
KWR,176.48800000000003,203.34,-0.0782829427496487,0.0101341281669149,-0.0008933889219772,220.61,0,18,64 - 24 (72.73%),69.0,690.0
KRG,18.592,20.91,-0.1002581755593803,0.0043227665706051,-0.005730659025788,23.24,0,-24,56 - 3 (94.92%),14.0,58.0
L,62.208000000000006,76.89,-0.0111882716049382,-0.0012988699831145,0.0070634401569651,77.76,0,-28,13 - 1 (92.86%),0.0,0.0
KW,10.064,8.05,-0.3600953895071541,-0.0428061831153387,0.0181598062953995,12.58,0,24,45 - 17 (72.58%),15.0,156.0
KT,11.984000000000002,14.31,-0.0447263017356475,0.0120226308345119,-0.0153203342618383,14.98,0,32,29 - 6 (82.86%),0.0,0.0
LAD,263.424,298.88,-0.0923226433430514,0.0057204387913047,-0.0051553294054633,329.28,0,-15,77 - 6 (92.77%),25.0,129.0
LAMR,96.464,116.21,-0.0362414994194726,-0.0070067504058789,0.0039461267907696,120.58,0,22,29 - 0 (100.00%),7.0,61.0
LBRDA,64.944,55.44,-0.3170731707317074,-0.0096463022508038,0.0014311270125222,81.18,0,26,42 - 18 (70.00%),13.0,138.0
LBRDK,65.056,55.5,-0.3175110673880963,-0.0124555160142348,0.0035714285714285,81.32,0,26,42 - 20 (67.74%),13.0,133.0
LBTYB,16.8,16.76,-0.2019047619047618,-0.0135373749264271,0.0,21.0,0,27,18 - 3 (85.71%),26.0,78.0
LANC,165.536,204.02,-0.0140150782911269,0.0043319877916709,-0.0139792253179303,206.92,0,-26,14 - 1 (93.33%),9.0,45.0
LAZ,32.856,40.07,-0.0243486729973216,-0.0081683168316831,0.0064773293472844,41.07,0,-22,78 - 8 (90.70%),54.0,704.0
LBTYK,17.304,17.38,-0.1964863615349052,-0.0062893081761006,0.0057504312823459,21.63,0,27,45 - 7 (86.54%),14.0,59.0
LEA,116.856,141.66,-0.0301910043130005,-0.0188391744008865,-0.0090597117364447,146.07,0,-21,61 - 20 (75.31%),57.0,230.0
LEN,133.264,165.56,-0.0061231840557089,-0.0028908696699589,-0.0032416856765519,166.58,0,9,52 - 12 (81.25%),20.0,100.0
LDOS,103.86400000000002,129.36,-0.0036201186166525,0.008890968647637,-0.0071240514170666,129.83,0,29,31 - 0 (100.00%),21.0,21.0
LBTYA,16.272000000000002,16.62,-0.182890855457227,-0.0065750149432157,0.0011968880909634,20.34,0,27,50 - 8 (86.21%),7.0,77.0
LCII,104.2,116.08,-0.1087907869481765,0.0029376188007603,-0.0052428018908465,130.25,0,29,80 - 17 (82.47%),111.0,669.0
LH,186.048,213.52,-0.0818713450292397,-0.0010760233918127,0.0022976648222827,232.56,0,-19,18 - 0 (100.00%),4.0,19.0
LEG,21.208000000000002,18.08,-0.3205561818865089,-0.032637774210808,-0.0047923322683706,26.51,0,-28,37 - 10 (78.72%),5.0,50.0
LECO,206.43200000000002,253.01,-0.0194931018446753,-0.0118726811169693,-0.0077119826383507,258.04,0,-21,14 - 0 (100.00%),0.0,0.0
LIN,379.91200000000003,467.55,-0.0154562109120006,0.0013921610623259,-0.0028617802836152,474.89,0,-21,8 - 0 (100.00%),0.0,0.0
LGIH,108.528,112.66,-0.1695415008108506,0.0024023489634308,-0.0128238910847605,135.66,0,25,117 - 16 (87.97%),119.0,838.0
LITE,47.072,48.41,-0.1772603670972129,-0.0522709475332812,0.0039308176100627,58.84,0,32,111 - 14 (88.80%),18.0,270.0
LII,399.408,484.08,-0.0304049993991106,-0.0100815934234473,-0.009800546724714,499.26,0,-21,34 - 5 (87.18%),4.0,25.0
LFUS,217.28000000000003,231.93,-0.146060382916053,-0.0027089783281734,0.0061434628363763,271.6,0,-29,64 - 3 (95.52%),127.0,637.0
LILAK,5.920000000000001,6.95,-0.0608108108108108,-0.0320334261838439,0.0732436472346784,7.4,0,23,109 - 37 (74.66%),14.0,189.0
LILA,5.872,6.89,-0.061307901907357,-0.037709497206704,0.0783132530120482,7.34,0,23,117 - 28 (80.69%),17.0,196.0
LKQ,42.352000000000004,52.12,-0.0154892330940688,-0.0021060693088262,-0.0104206138688898,52.94,0,-19,45 - 5 (90.00%),296.0,593.0
LHX,172.76800000000003,211.13,-0.0223652528245972,-0.002645377674902,-0.0011795791261677,215.96,0,-21,27 - 0 (100.00%),18.0,18.0
