start10000_date1627,Value
Total Return,65.10859592449006
Beta,0.13422380187627972
Alpha,0.34815439823987154
Standard Deviation,6.922599331052423
Sharpe Ratio,0.05172224363164683
Information Ratio,0.04998317887056238
average_risk_free_rate,0.00022916666666666918
GSPC,39.094508216896905
CD,8.579399632784913
