start10000_date1631,Value
Total Return,65.77149428322737
Beta,0.080943140143101
Alpha,0.4009208774536457
Standard Deviation,7.729929048298895
Sharpe Ratio,0.05267054592129197
Information Ratio,0.051579006856461884
average_risk_free_rate,0.00022980501392757911
GSPC,40.547846895966664
CD,8.579399632784913
