date_number,action,ticker,shares,price,max_position_size,cash,sell_date,clear_date,date,nr
2412,buy,IRDM,39,50.91,2000,8014.51,,,2023-08-02,2412.0
2413,buy,CCOI,34,58.24,2000,6034.35,2418.0,,2023-08-03,2413.0
2413,buy,IRDM,39,50.01,2000,4083.9600000000005,,,2023-08-03,2413.0
2414,buy,IRDM,40,49.7,2000,2095.9600000000005,,,2023-08-04,2414.0
2415,buy,MTZ,20,96.14,2000,173.16000000000054,,,2023-08-07,2415.0
2415,buy,NEP,3,49.74,173.16000000000054,23.940000000000538,,,2023-08-07,2415.0
2418.0,sell,CCOI,34,65.97,23.940000000000538,23.940000000000538,,2421.0,2023-08-10,2418.0
2421,buy,DKL,49,40.04,2000,304.9600000000005,2434.0,,2023-08-15,2421.0
2421,buy,FTNT,5,59.17,304.9600000000005,9.110000000000468,2436.0,,2023-08-15,2421.0
2421.0,clear,CCOI,34,65.97,23.940000000000538,2266.9200000000005,,,2023-08-15,2421.0
2434.0,sell,DKL,49,43.5,9.110000000000468,9.110000000000468,,2437.0,2023-09-01,2434.0
2436.0,sell,FTNT,5,62.23,31.020000000000664,31.020000000000664,,2439.0,2023-09-06,2436.0
2437.0,clear,DKL,49,43.5,9.110000000000468,2140.6100000000006,,,2023-09-07,2437.0
2437,buy,DFS,22,89.39,2000,174.03000000000065,2497.0,,2023-09-07,2437.0
2437,buy,IRDM,3,47.67,174.03000000000065,31.020000000000664,2444.0,,2023-09-07,2437.0
2439.0,clear,FTNT,5,62.23,31.020000000000664,342.17000000000064,,,2023-09-11,2439.0
2439,buy,TTC,4,81.85,342.17000000000064,14.770000000000664,2461.0,,2023-09-11,2439.0
2444.0,sell,IRDM,3,50.17,14.770000000000664,14.770000000000664,,2447.0,2023-09-18,2444.0
2447,buy,BLDR,1,121.02,165.28000000000065,44.26000000000066,2485.0,,2023-09-21,2447.0
2447,buy,NYCB,3,11.09,44.26000000000066,10.990000000000663,,,2023-09-21,2447.0
2447.0,clear,IRDM,3,50.17,14.770000000000664,165.28000000000065,,,2023-09-21,2447.0
2449,buy,VGR,1,10.54,10.990000000000663,0.45000000000066365,2459.0,,2023-09-25,2449.0
2459.0,sell,VGR,1,11.08,0.45000000000066365,0.45000000000066365,,2462.0,2023-10-09,2459.0
2461.0,sell,TTC,4,86.09,0.9100000000006645,0.9100000000006645,,2464.0,2023-10-11,2461.0
2462.0,clear,VGR,1,11.08,0.45000000000066365,11.530000000000664,,,2023-10-12,2462.0
