date_nr,Portfolio Value,Cash Value,IRDM Position 1 Value,CCOI Position 1 Value,IRDM Position 2 Value,IRDM Position 3 Value,MTZ Position 1 Value,NEP Position 1 Value,DKL Position 1 Value,FTNT Position 1 Value,DFS Position 1 Value,IRDM Position 4 Value,TTC Position 1 Value,BLDR Position 1 Value,NYCB Position 1 Value,VGR Position 1 Value,NYCB Position 2 Value,BIP Position 1 Value,ROIC Position 1 Value,NOK Position 1 Value,AEIS Position 1 Value,VSH Position 1 Value,HI Position 1 Value,APPF Position 1 Value,FLEX Position 1 Value,FLEX Position 2 Value,ERF Position 1 Value,ERF Position 2 Value,RRC Position 1 Value,ELP Position 1 Value,FLEX Position 3 Value,HUM Position 1 Value,HAE Position 1 Value,LEG Position 1 Value,AGI Position 1 Value,AGI Position 2 Value,Scaled ^GSPC,Investment Value
2422,10108.419733,9.110000000000468,1930.889922,0.0,1930.889922,1980.39992,1871.79992,140.31,1954.120049,290.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9758.363324043396,10000.0
2423,9949.080091999998,9.110000000000468,1894.23,0.0,1894.23,1942.8,1861.6000399999998,134.85000300000002,1925.2100489999998,287.04999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9683.097916070976,10000.0
2424,9949.069959,9.110000000000468,1880.189961,0.0,1880.189961,1928.3999600000002,1883.20008,138.83999699999998,1943.34,285.79999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9681.657974075551,10000.0
2425,10027.649661000001,9.110000000000468,1885.649922,0.0,1885.649922,1933.99992,1906.3999999999999,134.31,1980.579902,291.949995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9748.25992535287,10000.0
2426,10020.369997,9.110000000000468,1872.7800000000002,0.0,1872.7800000000002,1920.8000000000002,1940.20004,134.97000599999998,1978.129951,291.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9721.184457402911,10000.0
2427,10110.079914,9.110000000000468,1892.6699609999998,0.0,1892.6699609999998,1941.19996,1941.6000399999998,140.129997,1996.75,295.949995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9828.553772992835,10000.0
2428,9984.949920000001,9.110000000000468,1873.1699609999998,0.0,1873.1699609999998,1921.19996,1913.20008,141.89999699999998,1962.449951,290.75001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9696.281345420948,10000.0
2429,10010.159993,9.110000000000468,1864.199961,0.0,1864.199961,1911.99996,1927.40006,144.89999699999998,1994.300049,294.050005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9761.420633423073,10000.0
2430,10114.409932999999,9.110000000000468,1880.9699999999998,0.0,1880.9699999999998,1929.1999999999998,1975.59998,145.859997,1999.199951,293.500005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9822.572222721194,10000.0
2431,10221.130051,9.110000000000468,1891.5,0.0,1891.5,1940.0,2015.0,152.069997,2018.800049,303.150005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9965.08111747132,10000.0
2432,10239.460221000001,9.110000000000468,1895.790039,0.0,1895.790039,1944.40004,1988.6000000000001,150.0,2049.670098,306.100005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10003.279087238365,10000.0
2433,10271.450076000001,9.110000000000468,1909.050039,0.0,1909.050039,1958.00004,1989.79996,149.640003,2045.75,301.049995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9987.304485484145,10000.0
2434,10426.199891,9.110000000000468,1931.6699609999998,0.0,1931.6699609999998,1981.19996,1989.40002,147.299994,2131.5,304.349995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10005.272938805998,10045.833333333334
2435,10264.720141000002,2140.6100000000006,1902.810039,0.0,1902.810039,1951.6000399999998,1912.20002,145.140003,0.0,309.54999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9963.309045978003,10045.833333333334
2436,10223.130293,2140.6100000000006,1900.860078,0.0,1900.860078,1949.60008,1877.40006,142.64999699999998,0.0,311.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9893.848846331184,10045.833333333334
2437,10047.069796,320.26000000000045,1859.129922,0.0,1859.129922,1906.79992,1849.60006,142.56,0.0,0.0,1966.579978,143.009994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9862.077068211574,10045.833333333334
2438,10031.589845,320.26000000000045,1857.179961,0.0,1857.179961,1904.79996,1834.79996,143.97000599999998,0.0,0.0,1970.54,142.859997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9876.14652998476,10045.833333333334
2439,10029.199727000001,9.110000000000468,1859.129922,0.0,1859.129922,1906.79992,1806.6000399999998,146.16000300000002,0.0,0.0,1971.859934,143.009994,327.399992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9942.54833902474,10045.833333333334
2440,9972.560113000001,9.110000000000468,1857.570039,0.0,1857.570039,1905.20004,1763.6000000000001,146.22000599999998,0.0,0.0,1961.079978,142.890003,329.320008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9885.916720165864,10045.833333333334
2441,9939.79971,9.110000000000468,1878.629922,0.0,1878.629922,1926.79992,1674.1999799999999,147.54,0.0,0.0,1950.7399560000001,144.509994,329.640016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9898.191393597222,10045.833333333334
2442,10063.700213999999,9.110000000000468,1884.090039,0.0,1884.090039,1932.40004,1743.80004,151.319997,0.0,0.0,1981.7600439999999,144.930003,332.200012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9981.632345646258,10045.833333333334
2443,9906.979821,9.110000000000468,1854.449961,0.0,1854.449961,1901.99996,1687.79998,152.759994,0.0,0.0,1974.279956,142.64999699999998,329.480012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9860.259558589982,10045.833333333334
2444,10179.949788,9.110000000000468,1956.629922,0.0,1956.629922,2006.79992,1677.20002,150.21,0.0,0.0,1946.3400219999999,150.509994,326.519988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9867.37164263892,10045.833333333334
2445,10241.45978,159.61999400000047,1980.4199609999998,0.0,1980.4199609999998,2031.19996,1665.39994,148.98,0.0,0.0,1953.8199559999998,0.0,321.600008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9846.14682114284,10045.833333333334
2446,9964.819982000003,159.61999400000047,1899.689961,0.0,1899.689961,1948.3999600000002,1640.8000200000001,146.700006,0.0,0.0,1950.520088,0.0,319.399992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9753.644292593977,10045.833333333334
2447,9701.800006000001,9.110000000000468,1846.2600000000002,0.0,1846.2600000000002,1893.6000000000001,1562.59994,143.58000299999998,0.0,0.0,1926.100066,0.0,320.0,121.019997,33.269999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9593.675415965929,10045.833333333334
2448,9786.279996000001,9.110000000000468,1885.2600000000002,0.0,1885.2600000000002,1933.6000000000001,1531.99996,146.52,0.0,0.0,1918.1800440000002,0.0,321.119996,121.839996,33.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9571.652190190445,10045.833333333334
2449,9619.970229000002,0.45000000000066365,1845.870078,0.0,1845.870078,1893.20008,1470.0,145.319997,0.0,0.0,1926.54,0.0,325.28,123.089996,33.81,10.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9610.159568175613,10045.833333333334
2450,9492.72022,0.45000000000066365,1819.350078,0.0,1819.350078,1866.00008,1445.39994,140.700006,0.0,0.0,1910.920022,0.0,324.480012,121.910004,33.78,10.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9468.558345901307,10045.833333333334
2451,9324.219835,0.45000000000066365,1778.399922,0.0,1778.399922,1823.99992,1458.00004,112.379997,0.0,0.0,1875.720044,0.0,328.959992,123.309998,34.05,10.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9470.729620642143,10045.833333333334
2452,9304.899938,0.45000000000066365,1769.429961,0.0,1769.429961,1814.79996,1456.3999999999999,91.620003,0.0,0.0,1899.2600439999999,0.0,332.760008,126.220001,33.839999999999996,10.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9526.542276396169,10045.833333333334
2453,9304.180183,0.45000000000066365,1774.110078,0.0,1774.110078,1819.60008,1439.40002,89.100003,0.0,0.0,1905.859934,0.0,332.399992,124.489998,34.019999999999996,10.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9500.729329484064,10045.833333333334
2454,9201.510272000001,0.45000000000066365,1731.600078,0.0,1731.600078,1776.00008,1391.3999999999999,74.22,0.0,0.0,1998.2600439999999,0.0,331.399992,123.0,33.089999999999996,10.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9501.483379077983,10091.876736111113
2455,8986.470265000002,0.45000000000066365,1709.370078,0.0,1709.370078,1753.20008,1338.6000000000001,69.419997,0.0,0.0,1919.720044,0.0,326.519988,117.18,32.25,10.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9370.894309197185,10091.876736111113
2456,9107.720038000001,0.45000000000066365,1737.840039,0.0,1737.840039,1782.40004,1365.59998,67.13999700000001,0.0,0.0,1921.699956,0.0,331.519988,120.139999,32.7,10.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9446.889966472225,10091.876736111113
2457,9129.370175,0.45000000000066365,1749.540039,0.0,1749.540039,1794.40004,1359.40002,63.0,0.0,0.0,1917.300044,0.0,331.679992,119.970001,33.480000000000004,10.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9434.570936139748,10091.876736111113
2458,9123.740149000001,0.45000000000066365,1727.310039,0.0,1727.310039,1771.6000399999998,1377.79998,67.649997,0.0,0.0,1951.1800440000002,0.0,337.480012,119.309998,32.849999999999994,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9546.039383300047,10091.876736111113
2459,9119.759829000002,0.45000000000066365,1733.159961,0.0,1733.159961,1777.59996,1331.3999999999999,61.739999999999995,0.0,0.0,1979.779956,0.0,339.959992,118.639999,32.79,11.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9606.216224157091,10091.876736111113
2460,9184.219642000002,11.530000000000664,1719.899922,0.0,1719.899922,1763.99992,1396.19996,66.090003,0.0,0.0,2009.479912,0.0,341.160004,123.139999,32.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9656.245309422493,10091.876736111113
2461,8924.86997,11.530000000000664,1653.9899999999998,0.0,1653.9899999999998,1696.3999999999999,1340.39994,69.03,0.0,0.0,1996.720044,0.0,344.359984,125.690002,32.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9697.699649579396,10091.876736111113
2462,8835.820168000002,344.80998400000067,1633.320039,0.0,1633.320039,1675.20004,1330.0,64.19999999999999,0.0,0.0,1996.060066,0.0,0.0,116.43,31.86,0.0,10.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9637.123605474833,10091.876736111113
2463,8825.130045,344.80998400000067,1656.7199999999998,0.0,1656.7199999999998,1699.1999999999998,1275.80002,66.81,0.0,0.0,1966.800044,0.0,0.0,116.269997,31.5,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9588.75624227917,10091.876736111113
2464,8926.310000000001,0.45000000000066365,1674.27,0.0,1674.27,1717.2,1308.6000000000001,66.629997,0.0,0.0,1998.04,0.0,0.0,117.980003,32.22,0.0,10.74,325.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9690.34306860763,10091.876736111113
2465,9182.790087000003,0.45000000000066365,1718.340039,0.0,1718.340039,1762.40004,1375.8000200000001,65.46000000000001,0.0,0.0,2046.439934,0.0,0.0,118.150002,32.58,0.0,10.86,333.970013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9689.391039230695,10091.876736111113
2466,9051.019945000002,0.45000000000066365,1707.0300000000002,0.0,1707.0300000000002,1750.8000000000002,1325.0,68.25,0.0,0.0,2020.699956,0.0,0.0,111.900002,31.410000000000004,0.0,10.47,317.979987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9559.554939932283,10091.876736111113
2467,8376.819792999999,0.45000000000066365,1551.4199609999998,0.0,1551.4199609999998,1591.19996,1280.0,68.49,0.0,0.0,1860.979912,0.0,0.0,111.389999,31.410000000000004,0.0,10.47,307.71000000000004,11.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9478.462685797285,10091.876736111113
2468,8109.370030000001,0.45000000000066365,1500.7199999999998,0.0,1500.7199999999998,1539.1999999999998,1223.1999999999998,67.19999999999999,0.0,0.0,1808.1800440000002,0.0,0.0,109.279999,30.299999999999997,0.0,10.1,301.85998700000005,11.8,6.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9359.173543122402,10091.876736111113
2469,8091.840070000001,0.45000000000066365,1484.73,0.0,1484.73,1522.8,1251.4,67.26,0.0,0.0,1812.140066,0.0,0.0,110.910004,30.299999999999997,0.0,10.1,299.0,11.7,6.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9343.398002378362,10091.876736111113
2470,8001.2799890000015,0.45000000000066365,1473.0300000000002,0.0,1473.0300000000002,1510.8000000000002,1216.8000000000002,77.31,0.0,0.0,1783.54,0.0,0.0,110.510002,30.93,0.0,10.31,296.399987,11.73,6.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9411.28519154204,10091.876736111113
2471,7854.5498019999995,0.45000000000066365,1440.659961,0.0,1440.659961,1477.59996,1188.39996,77.850003,0.0,0.0,1773.199956,0.0,0.0,106.220001,30.299999999999997,0.0,10.1,291.46000000000004,11.23,6.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9276.330857546693,10091.876736111113
2472,7882.259864999999,0.45000000000066365,1435.199961,0.0,1435.199961,1471.99996,1220.59998,83.78999999999999,0.0,0.0,1778.04,0.0,0.0,107.120003,29.61,0.0,9.87,292.5,11.4,6.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9166.56848714162,10091.876736111113
2473,7729.469870000001,0.45000000000066365,1405.949961,0.0,1405.949961,1441.99996,1183.00004,82.350003,0.0,0.0,1770.779956,0.0,0.0,106.260002,27.81,0.0,9.27,278.06998699999997,11.08,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9122.566390276135,10091.876736111113
2474,7855.889792000001,0.45000000000066365,1443.389922,0.0,1443.389922,1480.39992,1169.8000399999999,81.38999700000001,0.0,0.0,1785.079978,0.0,0.0,107.25,28.71,0.0,9.57,288.600013,11.28,6.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9232.12861622824,10091.876736111113
2475,7907.239889999999,0.45000000000066365,1444.949961,0.0,1444.949961,1481.99996,1188.79998,81.21000000000001,0.0,0.0,1805.7600439999999,0.0,0.0,108.519997,28.44,0.0,9.48,294.31998699999997,11.74,6.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9291.906256053395,10091.876736111113
2476,7711.570028000001,0.45000000000066365,1432.0800390000002,0.0,1432.0800390000002,1468.80004,979.5999999999999,81.629997,0.0,0.0,1816.979912,0.0,0.0,117.470001,28.47,0.0,9.49,326.17,11.87,6.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9389.527017083565,10138.131171151623
2477,7957.200183,0.45000000000066365,1478.100078,0.0,1478.100078,1516.00008,989.5999999999999,87.21000000000001,0.0,0.0,1874.399934,0.0,0.0,121.25,29.67,0.0,9.89,353.470013,12.36,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9566.59994801597,10138.131171151623
2478,8083.880290000001,360.62001300000065,1491.360078,0.0,1491.360078,1529.60008,1031.60004,82.98,0.0,0.0,1917.96,0.0,0.0,126.790001,29.099999999999998,0.0,9.7,0.0,12.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9656.46600826965,10138.131171151623
2479,7963.349805000002,373.43001300000066,1477.709961,0.0,1477.709961,1515.59996,972.39998,78.75,0.0,0.0,1903.439934,0.0,0.0,125.589996,29.04,0.0,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9673.393718412337,10138.131171151623
2480,7915.080122,13.260000000000664,1470.300039,0.0,1470.300039,1508.00004,988.79998,82.80000000000001,0.0,0.0,1866.920022,0.0,0.0,126.059998,28.86,0.0,9.62,0.0,0.0,0.0,350.160004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9700.86730838265,10138.131171151623
2481,7862.209689,0.45000000000066365,1459.379922,0.0,1459.379922,1496.79992,1000.0,81.179997,0.0,0.0,1855.479912,0.0,0.0,124.660004,28.47,0.0,9.49,0.0,0.0,0.0,346.920012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9710.615860726775,10138.131171151623
