Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,78.709999,79.529999,78.330002,78.709999,66.192650,767900
2014-01-03,78.930000,79.870003,78.480003,78.720001,66.201035,595500
2014-01-06,79.370003,80.180000,78.790001,79.320000,66.705612,1024200
2014-01-07,79.449997,80.139999,78.669998,80.059998,67.327942,874100
2014-01-08,79.910004,79.930000,79.269997,79.669998,66.999962,545100
2014-01-09,74.339996,75.690002,73.199997,73.629997,61.920517,3129300
2014-01-10,73.769997,74.000000,71.400002,71.430000,60.070354,2170500
2014-01-13,71.269997,71.599998,69.489998,70.120003,58.968716,1866100
2014-01-14,69.900002,72.820000,69.580002,72.669998,61.113167,2209200
2014-01-15,72.739998,73.410004,72.180000,73.220001,61.575706,1266400
2014-01-16,73.160004,73.500000,72.230003,73.099998,61.474796,746800
2014-01-17,73.339996,75.449997,73.059998,75.419998,63.425819,1597100
2014-01-21,75.769997,75.970001,74.860001,75.330002,63.350155,1404800
2014-01-22,75.610001,75.959999,75.010002,75.699997,63.661304,755100
2014-01-23,75.339996,75.830002,74.940002,75.800003,63.745403,1248500
2014-01-24,75.379997,75.650002,74.339996,74.470001,62.626938,1385800
2014-01-27,76.970001,79.690002,76.779999,79.019997,66.453331,2883600
2014-01-28,78.900002,79.980003,78.900002,79.949997,67.235435,2039900
2014-01-29,79.500000,80.070000,78.879997,79.550003,67.024788,1583900
2014-01-30,79.720001,80.919998,79.459999,80.860001,68.128540,1725700
2014-01-31,79.339996,80.669998,79.260002,79.550003,67.024788,2583300
2014-02-03,79.830002,79.830002,75.550003,75.980003,64.016884,2467200
2014-02-04,76.000000,77.059998,75.199997,75.279999,63.427101,2429400
2014-02-05,75.129997,76.830002,74.470001,76.599998,64.539284,2168800
2014-02-06,76.839996,78.510002,75.919998,78.440002,66.089561,1066900
2014-02-07,80.440002,81.279999,78.769997,79.199997,66.729881,1668000
2014-02-10,79.339996,80.010002,78.519997,79.379997,66.881554,1254000
2014-02-11,79.449997,80.620003,79.129997,79.660004,67.117462,1851500
2014-02-12,79.660004,79.660004,78.330002,79.000000,66.561394,1094000
2014-02-13,78.400002,79.779999,78.400002,79.529999,67.007935,1698800
2014-02-14,79.250000,79.839996,78.769997,79.279999,66.797295,1439700
2014-02-18,79.669998,80.139999,79.150002,79.269997,66.788895,1032400
2014-02-19,88.870003,94.160004,88.680000,93.650002,78.904762,12237300
2014-02-20,93.879997,95.050003,93.220001,94.220001,79.384995,2043000
2014-02-21,95.190002,95.300003,93.889999,94.339996,79.486099,2540900
2014-02-24,94.930000,95.019997,94.040001,94.279999,79.435555,1468800
2014-02-25,94.010002,95.830002,94.010002,95.389999,80.370781,1295000
2014-02-26,94.970001,97.040001,94.889999,95.599998,80.547729,1171700
2014-02-27,95.470001,96.349998,94.510002,95.720001,80.648819,1201200
2014-02-28,95.720001,96.550003,95.000000,95.550003,80.505585,848100
2014-03-03,94.209999,96.110001,93.949997,95.389999,80.370781,663800
2014-03-04,96.349998,98.650002,96.110001,98.599998,83.075356,924200
2014-03-05,98.209999,98.209999,96.919998,97.290001,81.971603,780200
2014-03-06,97.550003,98.809998,97.279999,98.500000,82.991119,630400
2014-03-07,98.500000,99.500000,97.709999,99.040001,83.446053,723500
2014-03-10,98.739998,99.209999,97.269997,97.779999,82.384476,1088000
2014-03-11,97.809998,98.260002,96.839996,97.489998,82.140121,761400
2014-03-12,97.150002,97.709999,96.260002,97.400002,82.064270,1437300
2014-03-13,97.440002,99.080002,96.839996,98.000000,82.569839,1156900
2014-03-14,97.790001,98.919998,97.430000,98.800003,83.243858,871100
2014-03-17,99.000000,100.830002,98.610001,100.809998,84.937378,1137700
2014-03-18,100.800003,102.440002,100.750000,101.849998,85.813652,1205500
2014-03-19,101.510002,102.370003,101.070000,102.150002,86.066399,807800
2014-03-20,101.489998,102.080002,100.650002,102.010002,85.948471,991200
2014-03-21,101.690002,101.989998,99.970001,99.970001,84.229637,2205300
2014-03-24,100.800003,101.239998,98.250000,99.160004,83.547188,1658700
2014-03-25,99.860001,100.500000,98.290001,99.510002,83.842087,747400
2014-03-26,100.239998,101.269997,97.360001,98.349998,82.864746,1546300
2014-03-27,101.949997,107.379997,101.010002,105.029999,88.492950,4141000
2014-03-28,106.169998,106.760002,104.330002,105.970001,89.284958,2229500
2014-03-31,106.510002,106.989998,104.290001,105.860001,89.192268,1387100
2014-04-01,106.050003,107.269997,105.720001,106.730003,89.925270,1455100
2014-04-02,106.970001,107.739998,106.629997,106.949997,90.110641,1156300
2014-04-03,106.930000,107.370003,106.620003,107.110001,90.245476,984900
2014-04-04,107.510002,107.699997,104.419998,104.790001,88.290733,1302900
2014-04-07,104.339996,105.269997,101.870003,102.510002,86.369728,1003800
2014-04-08,103.660004,104.230003,102.570000,104.029999,87.650406,807700
2014-04-09,104.110001,105.139999,103.070000,104.849998,88.341278,543400
2014-04-10,105.760002,106.680000,102.760002,103.110001,86.875244,904800
2014-04-11,102.059998,102.930000,100.519997,101.449997,85.476616,770100
2014-04-14,102.720001,102.989998,101.230003,102.050003,85.982178,761200
2014-04-15,102.279999,102.320000,99.139999,100.769997,84.903671,1111000
2014-04-16,101.290001,102.290001,100.370003,101.279999,85.333389,766100
2014-04-17,103.349998,103.349998,99.809998,100.449997,84.634079,1005500
2014-04-21,100.290001,101.239998,99.389999,100.430000,84.617226,556100
2014-04-22,100.419998,101.040001,99.779999,99.839996,84.120125,678900
2014-04-23,99.800003,100.629997,99.470001,99.650002,83.960022,513400
2014-04-24,99.790001,100.820000,97.910004,100.180000,84.406570,818000
2014-04-25,100.000000,100.610001,98.760002,99.339996,83.698830,481600
2014-04-28,100.000000,100.180000,98.000000,99.070000,83.471375,1141300
2014-04-29,99.430000,100.779999,99.269997,100.139999,84.372894,985600
2014-04-30,99.980003,101.480003,99.690002,101.320000,85.520813,870400
2014-05-01,101.489998,103.000000,100.550003,102.589996,86.592789,1103700
2014-05-02,102.730003,104.550003,102.430000,103.709999,87.538139,1190300
2014-05-05,103.239998,104.010002,101.800003,103.050003,86.981049,667400
2014-05-06,102.660004,103.010002,101.139999,101.290001,85.495476,456500
2014-05-07,101.320000,101.839996,99.199997,101.739998,85.875313,870800
2014-05-08,101.419998,103.769997,100.889999,101.919998,86.027260,793100
2014-05-09,101.730003,102.209999,99.889999,100.940002,85.200058,946800
2014-05-12,101.120003,102.930000,100.769997,100.970001,85.225410,951700
2014-05-13,100.970001,102.820000,100.150002,100.330002,84.685211,769500
