start10000_date2973,Value
Total Return,-25.953301082435754
Beta,0.9837806900643253
Alpha,-0.2849023036981687
Standard Deviation,1.7209029524786357
Sharpe Ratio,-0.12453876612531369
Information Ratio,-0.18398765575757187
average_risk_free_rate,0.00022126436781609438
GSPC,14.109405642299432
CD,3.2527864518421046
