date_number,action,ticker,shares,price,max_position_size,cash,sell_date,clear_date,date,nr
2413,buy,IRDM,39,50.01,2000,8049.610000000001,,,2023-08-03,2413.0
2414,buy,IRDM,40,49.7,2000,6061.610000000001,,,2023-08-04,2414.0
2415,buy,MTZ,20,96.14,2000,4138.81,,,2023-08-07,2415.0
2415,buy,NEP,40,49.74,2000,2149.21,,,2023-08-07,2415.0
2416,buy,CPB,46,43.31,2000,156.94999999999982,,,2023-08-08,2416.0
2416,buy,NEP,3,48.09,156.94999999999982,12.679999999999808,2431.0,,2023-08-08,2416.0
2422,buy,VGR,1,10.58,12.679999999999808,2.099999999999808,2499.0,,2023-08-16,2422.0
2431.0,sell,NEP,3,50.69,2.099999999999808,2.099999999999808,,2434.0,2023-08-29,2431.0
2434,buy,CPB,3,40.89,154.1699999999998,31.499999999999787,2442.0,,2023-09-01,2434.0
2434.0,clear,NEP,3,50.69,2.099999999999808,154.1699999999998,,,2023-09-01,2434.0
2435,buy,WBA,1,22.73,31.499999999999787,8.769999999999786,2462.0,,2023-09-05,2435.0
2442.0,sell,CPB,3,43.49,8.769999999999786,8.769999999999786,,2445.0,2023-09-14,2442.0
2445.0,clear,CPB,3,43.49,8.769999999999786,139.23999999999978,,,2023-09-19,2445.0
2445,buy,AES,8,16.76,139.23999999999978,5.159999999999769,2497.0,,2023-09-19,2445.0
2451,buy,ABEV,2,2.53,5.159999999999769,0.0999999999997696,2478.0,,2023-09-27,2451.0
2462.0,sell,WBA,1,24.19,0.0999999999997696,0.0999999999997696,,2465.0,2023-10-12,2462.0
2465.0,clear,WBA,1,24.19,0.0999999999997696,24.28999999999977,,,2023-10-17,2465.0
2466,buy,LEG,1,24.25,24.28999999999977,0.039999999999771774,2500.0,,2023-10-18,2466.0
2478.0,sell,ABEV,2,2.7,0.039999999999771774,0.039999999999771774,,2481.0,2023-11-03,2478.0
2481.0,clear,ABEV,2,2.7,0.039999999999771774,5.439999999999772,,,2023-11-08,2481.0
2497.0,sell,AES,8,18.13,16.57999999999977,16.57999999999977,,2500.0,2023-12-01,2497.0
2499.0,sell,VGR,1,11.14,5.439999999999772,5.439999999999772,,2502.0,2023-12-05,2499.0
2500.0,clear,AES,8,18.13,16.57999999999977,161.61999999999978,,,2023-12-06,2500.0
2500.0,sell,LEG,1,25.88,161.61999999999978,161.61999999999978,,2503.0,2023-12-06,2500.0
2502.0,clear,VGR,1,11.14,5.439999999999772,16.57999999999977,,,2023-12-08,2502.0
2503.0,clear,LEG,1,25.88,161.61999999999978,187.49999999999977,,,2023-12-11,2503.0
2518,buy,APPF,1,166.83,187.49999999999977,20.66999999999976,2523.0,,2024-01-03,2518.0
2523.0,sell,APPF,1,176.44,20.66999999999976,20.66999999999976,,2526.0,2024-01-10,2523.0
2526.0,clear,APPF,1,176.44,20.66999999999976,197.10999999999976,,,2024-01-16,2526.0
2526,buy,FLEX,8,22.74,197.10999999999976,15.18999999999977,2536.0,,2024-01-16,2526.0
2527,buy,ERF,1,13.91,15.18999999999977,1.2799999999997702,2536.0,,2024-01-17,2527.0
2536.0,sell,FLEX,8,24.03,1.2799999999997702,1.2799999999997702,,2539.0,2024-01-30,2536.0
2536.0,sell,ERF,1,14.73,193.51999999999978,193.51999999999978,,2539.0,2024-01-30,2536.0
2539,buy,ERF,15,13.66,208.24999999999977,3.349999999999767,2543.0,,2024-02-02,2539.0
2539.0,clear,FLEX,8,24.03,1.2799999999997702,193.51999999999978,,,2024-02-02,2539.0
2539.0,clear,ERF,1,14.73,193.51999999999978,208.24999999999977,,,2024-02-02,2539.0
2543.0,sell,ERF,15,15.5,3.349999999999767,3.349999999999767,,2546.0,2024-02-08,2543.0
2546.0,clear,ERF,15,15.5,3.349999999999767,235.84999999999977,,,2024-02-13,2546.0
2547,buy,HAE,3,71.24,235.84999999999977,22.129999999999797,2552.0,,2024-02-14,2547.0
2547,buy,LEG,1,19.82,22.129999999999797,2.309999999999796,,,2024-02-14,2547.0
2552.0,sell,HAE,3,74.9,2.309999999999796,2.309999999999796,,2555.0,2024-02-22,2552.0
2555.0,clear,HAE,3,74.9,2.309999999999796,227.00999999999982,,,2024-02-27,2555.0
2555,buy,AGI,19,11.51,227.00999999999982,8.319999999999823,2558.0,,2024-02-27,2555.0
2558.0,sell,AGI,19,12.31,8.319999999999823,8.319999999999823,,2561.0,2024-03-01,2558.0
2561.0,clear,AGI,19,12.31,8.319999999999823,242.20999999999984,,,,
