date_nr,Portfolio Value,Cash Value,IRDM Position 1 Value,IRDM Position 2 Value,MTZ Position 1 Value,NEP Position 1 Value,CPB Position 1 Value,NEP Position 2 Value,VGR Position 1 Value,CPB Position 2 Value,WBA Position 1 Value,AES Position 1 Value,ABEV Position 1 Value,LEG Position 1 Value,APPF Position 1 Value,FLEX Position 1 Value,ERF Position 1 Value,ERF Position 2 Value,HAE Position 1 Value,LEG Position 2 Value,AGI Position 1 Value,Scaled ^GSPC,Investment Value
2439,9648.459971000002,2.099999999999808,1859.129922,1906.79992,1806.6000399999998,1948.80004,1965.1200460000002,0.0,10.32,128.16000300000002,21.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9967.946405707677,10045.833333333334
2440,9596.950256000002,2.099999999999808,1857.570039,1905.20004,1763.6000000000001,1949.60008,1958.680092,0.0,10.74,127.740006,21.719999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9911.170122364094,10045.833333333334
2441,9574.799871000001,2.099999999999808,1878.629922,1926.79992,1674.1999799999999,1967.2,1965.1200460000002,0.0,10.69,128.16000300000002,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9923.476151235094,10045.833333333334
2442,9744.310177,2.099999999999808,1884.090039,1932.40004,1743.80004,2017.59996,2000.540092,0.0,10.83,130.47000599999998,22.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10007.130251743856,10045.833333333334
2443,9626.699873,132.57000599999978,1854.449961,1901.99996,1687.79998,2036.79992,1979.8400459999998,0.0,10.82,0.0,22.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9885.447420015527,10045.833333333334
2444,9774.169915000002,132.57000599999978,1956.629922,2006.79992,1677.20002,2002.8,1965.1200460000002,0.0,10.86,0.0,22.190001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9892.577671759384,10045.833333333334
2445,9779.209862,2.099999999999808,1980.4199609999998,2031.19996,1665.39994,1986.3999999999999,1946.72,0.0,10.86,0.0,22.030001,134.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9871.298631826208,10045.833333333334
2446,9577.200029000001,2.099999999999808,1899.689961,1948.3999600000002,1640.8000200000001,1956.00008,1963.28,0.0,10.77,0.0,21.84,134.320008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9778.559807178164,10045.833333333334
2447,9356.050073,2.099999999999808,1846.2600000000002,1893.6000000000001,1562.59994,1914.40004,1973.400092,0.0,10.8,0.0,21.450001,131.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9618.182292839012,10045.833333333334
2448,9426.070007,2.099999999999808,1885.2600000000002,1933.6000000000001,1531.99996,1953.6000000000001,1960.0600459999998,0.0,10.65,0.0,21.120001,127.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9596.102809116597,10045.833333333334
2449,9241.650118000001,2.099999999999808,1845.870078,1893.20008,1470.0,1937.59996,1931.08,0.0,10.54,0.0,21.34,129.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9634.708553528611,10045.833333333334
2450,9088.200085,2.099999999999808,1819.350078,1866.00008,1445.39994,1876.00008,1920.959908,0.0,10.38,0.0,21.129999,126.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9492.74561339656,10045.833333333334
2451,8630.129796000001,0.0999999999997696,1778.399922,1823.99992,1458.00004,1498.3999600000002,1907.1599540000002,0.0,10.55,0.0,21.02,127.44,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9494.92243462093,10045.833333333334
2452,8316.039869,0.0999999999997696,1769.429961,1814.79996,1456.3999999999999,1221.60004,1897.959908,0.0,10.69,0.0,20.9,119.04,5.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9550.877662832669,10045.833333333334
2453,8270.53031,0.0999999999997696,1774.110078,1819.60008,1439.40002,1188.00004,1889.680092,0.0,10.64,0.0,22.24,121.6,5.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9524.998777196946,10045.833333333334
2454,7856.990157999999,0.0999999999997696,1731.600078,1776.00008,1391.3999999999999,989.5999999999999,1817.0,0.0,10.49,0.0,22.42,113.28,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9525.754752997429,10091.876736111113
2455,7707.150071,0.0999999999997696,1709.370078,1753.20008,1338.6000000000001,925.59996,1834.019954,0.0,10.39,0.0,22.549999,108.32,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9394.83209561051,10091.876736111113
2456,7760.839928,0.0999999999997696,1737.840039,1782.40004,1365.59998,895.19996,1836.319908,0.0,10.39,0.0,22.290001,105.6,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9471.021882469362,10091.876736111113
2457,7683.9100069999995,0.0999999999997696,1749.540039,1794.40004,1359.40002,840.0,1801.819908,0.0,10.61,0.0,22.18,100.88,4.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9458.671383388313,10091.876736111113
2458,7731.259972000001,0.0999999999997696,1727.310039,1771.6000399999998,1377.79998,901.99996,1815.1599540000002,0.0,10.8,0.0,21.809999,99.6,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9570.424574756786,10091.876736111113
2459,7656.350012999999,0.0999999999997696,1733.159961,1777.59996,1331.3999999999999,823.1999999999999,1851.040092,0.0,11.08,0.0,22.27,101.44,5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9630.755136306427,10091.876736111113
2460,7723.799886999999,0.0999999999997696,1719.899922,1763.99992,1396.19996,881.20004,1819.7600459999999,0.0,11.06,0.0,22.379999,104.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9680.912019999389,10091.876736111113
2461,7571.059939999999,0.0999999999997696,1653.9899999999998,1696.3999999999999,1340.39994,920.4000000000001,1813.78,0.0,11.07,0.0,22.6,107.12,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9722.472254546712,10091.876736111113
2462,7389.910125999998,0.0999999999997696,1633.320039,1675.20004,1330.0,856.0,1750.7600459999999,0.0,10.86,0.0,24.190001,104.4,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9661.741469991806,10091.876736111113
2463,7494.709975,24.29000099999977,1656.7199999999998,1699.1999999999998,1275.80002,890.8,1826.6599540000002,0.0,10.86,0.0,0.0,105.28,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9613.250553208689,10091.876736111113
2464,7583.049869,24.29000099999977,1674.27,1717.2,1308.6000000000001,888.39996,1844.599908,0.0,10.89,0.0,0.0,109.68,5.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9715.096881316897,10091.876736111113
2465,7678.450144999999,0.0999999999997696,1718.340039,1762.40004,1375.8000200000001,872.8,1822.980046,0.0,10.99,0.0,0.0,110.0,5.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9714.142419997488,10091.876736111113
2466,7676.59,0.039999999999771774,1707.0300000000002,1750.8000000000002,1325.0,910.0,1832.64,0.0,10.97,0.0,0.0,110.96,4.9,24.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9583.974656643202,10091.876736111113
2467,7316.129874999999,0.039999999999771774,1551.4199609999998,1591.19996,1280.0,913.1999999999999,1829.8799539999998,0.0,10.86,0.0,0.0,110.72,4.9,23.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9502.675253756419,10091.876736111113
2468,7136.5300449999995,0.039999999999771774,1500.7199999999998,1539.1999999999998,1223.1999999999998,896.0,1827.1200460000002,0.0,10.72,0.0,0.0,110.64,4.92,23.969999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9383.081389042789,10091.876736111113
2469,7124.069907,0.039999999999771774,1484.73,1522.8,1251.4,896.8000000000001,1817.459908,0.0,10.47,0.0,0.0,112.0,4.9,23.469999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9367.26554995449,10091.876736111113
2470,7208.189908000001,0.039999999999771774,1473.0300000000002,1510.8000000000002,1216.8000000000002,1030.8,1821.599908,0.0,10.61,0.0,0.0,116.24,5.0,23.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9435.326155761317,10091.876736111113
2471,7182.220012999999,0.039999999999771774,1440.659961,1477.59996,1188.39996,1038.00004,1881.400092,0.0,10.49,0.0,0.0,117.44,4.92,23.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9300.027083268646,10091.876736111113
2472,7286.069901,0.039999999999771774,1435.199961,1471.99996,1220.59998,1117.2,1882.78,0.0,10.37,0.0,0.0,119.2,5.0,23.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9189.984326798776,10091.876736111113
2473,7145.4299550000005,0.039999999999771774,1405.949961,1441.99996,1183.00004,1098.00004,1860.2399540000001,0.0,10.14,0.0,0.0,118.0,4.88,23.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9145.869827342702,10091.876736111113
2474,7195.719934,0.039999999999771774,1443.389922,1480.39992,1169.8000399999999,1085.1999600000001,1858.400092,0.0,10.28,0.0,0.0,119.6,4.86,23.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9255.71192809408,10091.876736111113
2475,7215.419901,0.039999999999771774,1444.949961,1481.99996,1188.79998,1082.8,1858.86,0.0,10.28,0.0,0.0,119.2,5.06,23.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9315.642268859747,10091.876736111113
2476,6997.289947000001,0.039999999999771774,1432.0800390000002,1468.80004,979.5999999999999,1088.39996,1870.819908,0.0,10.25,0.0,0.0,118.8,5.16,23.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9413.512400424886,10138.131171151623
2477,7208.920112000001,0.039999999999771774,1478.100078,1516.00008,989.5999999999999,1162.8,1898.8799539999998,0.0,10.52,0.0,0.0,124.0,5.22,23.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9591.037661077422,10138.131171151623
2478,7218.6502980000005,0.039999999999771774,1491.360078,1529.60008,1031.60004,1106.4,1885.540092,0.0,10.55,0.0,0.0,134.320008,5.4,23.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9681.13328261791,10138.131171151623
2479,7058.159947,5.439999999999772,1477.709961,1515.59996,972.39998,1050.0,1872.200046,0.0,10.49,0.0,0.0,130.72,0.0,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9698.10423430153,10138.131171151623
2480,7099.6800509999985,5.439999999999772,1470.300039,1508.00004,988.79998,1104.0,1859.78,0.0,10.66,0.0,0.0,129.119992,0.0,23.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9725.648005079249,10138.131171151623
2481,7054.619794,0.039999999999771774,1459.379922,1496.79992,1000.0,1082.39996,1852.42,0.0,10.57,0.0,0.0,129.759992,0.0,23.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9735.421459930663,10138.131171151623
2482,6873.479835,0.039999999999771774,1448.459961,1485.59996,951.99996,959.5999999999999,1869.4399540000002,0.0,10.46,0.0,0.0,125.04,0.0,22.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9656.721878373104,10138.131171151623
2483,6776.979988,0.039999999999771774,1396.590039,1432.40004,985.19996,944.40004,1859.319908,0.0,10.39,0.0,0.0,125.6,0.0,23.040001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9807.525505147616,10138.131171151623
2484,6713.14971,0.039999999999771774,1384.889922,1420.39992,981.99996,909.2,1859.319908,0.0,10.46,0.0,0.0,124.32,0.0,22.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9799.327995018106,10138.131171151623
2485,6978.54985,0.039999999999771774,1448.459961,1485.59996,1033.39996,975.19996,1866.22,0.0,10.82,0.0,0.0,135.520008,0.0,23.290001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9986.25034860552,10138.131171151623
2486,7013.3299210000005,0.039999999999771774,1460.939961,1498.3999600000002,1073.6,946.8000000000001,1863.0,0.0,10.72,0.0,0.0,136.08,0.0,23.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10002.198512113533,10138.131171151623
2487,7015.460066,0.039999999999771774,1463.2800000000002,1500.8000000000002,1066.20002,923.6,1891.980046,0.0,10.55,0.0,0.0,135.28,0.0,23.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10014.105401968407,10138.131171151623
2488,6992.980027,0.039999999999771774,1453.5300000000002,1490.8000000000002,1067.39998,930.4000000000001,1880.480046,0.0,10.63,0.0,0.0,136.08,0.0,23.620001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10026.94397826439,10138.131171151623
2489,7006.590012000001,0.039999999999771774,1440.27,1477.2,1098.79998,944.80004,1873.58,0.0,10.72,0.0,0.0,137.679992,0.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10101.045882097676,10138.131171151623
2490,6999.86027,0.039999999999771774,1423.110078,1459.60008,1132.60002,946.8000000000001,1869.900092,0.0,10.64,0.0,0.0,133.92,0.0,23.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10080.632363063814,10138.131171151623
2491,7094.499954000001,0.039999999999771774,1455.48,1492.8,1146.8000000000002,946.0,1884.1599540000002,0.0,10.77,0.0,0.0,135.28,0.0,23.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10121.571114208646,10138.131171151623
2492,7107.610092,0.039999999999771774,1461.7199999999998,1499.1999999999998,1143.6,940.4000000000001,1892.900092,0.0,10.97,0.0,0.0,135.44,0.0,23.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10127.612414456395,10138.131171151623
2493,7065.440172,0.039999999999771774,1459.77,1497.2,1133.00004,928.00004,1878.180092,0.0,10.97,0.0,0.0,135.28,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10107.821465035453,10138.131171151623
2494,7039.779874999998,0.039999999999771774,1479.659961,1517.59996,1091.8000000000002,919.2,1860.2399540000001,0.0,10.98,0.0,0.0,137.36,0.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10117.72832829572,10138.131171151623
2495,7118.04996,0.039999999999771774,1482.7800000000002,1520.8000000000002,1179.00002,934.80004,1828.959908,0.0,10.92,0.0,0.0,137.759992,0.0,22.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10108.15444073108,10138.131171151623
2496,7183.879855,0.039999999999771774,1485.899922,1523.99992,1212.79998,941.60004,1848.28,0.0,10.71,0.0,0.0,137.679992,0.0,22.870001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10146.404434569167,10138.131171151623
2497,7424.059800999999,0.039999999999771774,1529.189961,1568.3999600000002,1262.39998,1016.4,1867.599908,0.0,11.09,0.0,0.0,145.039992,0.0,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10206.001797417917,10184.597605686069
2498,7459.539801,145.07999199999978,1548.689961,1588.3999600000002,1287.20002,968.39996,1886.459908,0.0,11.06,0.0,0.0,0.0,0.0,24.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10150.802542785374,10184.597605686069
2499,7508.980044000001,145.07999199999978,1559.610078,1599.60008,1312.59994,999.5999999999999,1857.019954,0.0,11.14,0.0,0.0,0.0,0.0,24.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10145.028059355327,10184.597605686069
2500,7532.759911999999,11.179999999999772,1557.659961,1597.59996,1288.99994,1062.39996,1989.040092,0.0,0.0,0.0,0.0,0.0,0.0,25.879999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10105.399522325126,10184.597605686069
2501,7516.739795,37.05999899999978,1550.639922,1590.39992,1296.3999999999999,1044.0,1998.2399540000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10185.921256300973,10184.597605686069
2502,7573.800156999999,25.919998999999773,1582.620078,1623.20008,1328.6000000000001,1039.6,1973.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10227.637674135449,10184.597605686069
2503,7581.379992000001,0.039999999999771774,1553.7600000000002,1593.6000000000001,1345.39994,1072.39996,2016.180092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10267.775979269747,10184.597605686069
2504,7578.029815000001,0.039999999999771774,1542.449961,1581.99996,1352.79998,1058.79996,2041.9399540000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10315.001152148285,10184.597605686069
2505,7844.030000000001,0.039999999999771774,1569.75,1610.0,1425.0,1153.6,2085.6400000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10455.807895695878,10184.597605686069
2506,7989.61994,0.039999999999771774,1586.52,1627.2,1510.59998,1222.39996,2042.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10483.485072661157,10184.597605686069
2507,7843.509867999999,0.039999999999771774,1560.389922,1600.39992,1457.79998,1206.4,2018.480046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10482.685710639764,10184.597605686069
2508,7779.540007,0.039999999999771774,1554.540039,1594.40004,1427.20002,1190.4,2012.959908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10530.154923236412,10184.597605686069
2509,7877.720039,0.039999999999771774,1567.800039,1608.00004,1469.79996,1222.8,2009.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10591.929105088244,10184.597605686069
2510,7681.519888000001,0.039999999999771774,1541.2800000000002,1580.8000000000002,1410.59998,1189.2,1959.599908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10436.39439218061,10184.597605686069
2511,7840.54004,0.039999999999771774,1580.2800000000002,1620.8000000000002,1448.80004,1223.1999999999998,1967.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10543.904572409603,10184.597605686069
2512,7865.979919999999,0.039999999999771774,1585.7399999999998,1626.3999999999999,1461.79992,1214.0,1978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10561.408071518204,10184.597605686069
2513,7949.5000390000005,0.039999999999771774,1607.5800390000002,1648.80004,1491.99996,1224.0,1977.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10606.100670377153,10184.597605686069
2514,7914.060047,0.039999999999771774,1594.320039,1635.20004,1492.20002,1221.20004,1971.099908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10621.272248963369,10184.597605686069
2515,7977.3198139999995,0.039999999999771774,1609.139922,1650.39992,1511.79992,1228.39996,1977.540092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10625.203975296386,10184.597605686069
2516,7971.06002,0.039999999999771774,1605.2399999999998,1646.3999999999999,1514.40002,1216.4,1988.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10595.17210070913,10184.597605686069
2517,7981.10035,0.039999999999771774,1582.620078,1623.20008,1482.40006,1234.8000399999999,2058.0400919999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10535.197291954704,10231.277011378797
2518,7926.589838,0.039999999999771774,1531.139922,1570.39992,1410.20004,1199.6,2048.379954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.830002,0.0,0.0,0.0,0.0,0.0,0.0,10450.74383386713,10231.277011378797
2519,7873.34,0.039999999999771774,1548.689961,1588.3999600000002,1398.00004,1172.8,1999.6200460000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.789993,0.0,0.0,0.0,0.0,0.0,0.0,10414.914698750232,10231.277011378797
2520,7805.699932999999,0.039999999999771774,1503.449961,1541.99996,1406.19996,1183.6,2006.0600459999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.350006,0.0,0.0,0.0,0.0,0.0,0.0,10433.929063249372,10231.277011378797
2521,7950.769883,0.039999999999771774,1531.139922,1570.39992,1436.3999999999999,1224.40004,2020.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.610001,0.0,0.0,0.0,0.0,0.0,0.0,10581.200104928283,10231.277011378797
