start10000_date1624,Value
Total Return,65.1476965351729
Beta,0.4069391804992214
Alpha,0.3342030042701125
Standard Deviation,6.985327274894895
Sharpe Ratio,0.052139523062764474
Information Ratio,0.04781923964759691
average_risk_free_rate,0.00022916666666666918
GSPC,39.094508216896905
CD,8.579399632784913
