Scenario,Base Path,Total Portfolio Scenarios,Percentage > GSPC,Percentage > CD,Percentage > 0,min portfolio return,max portfolio return,min GSPC return,max GSPC return,Total Portfolio Scenarios (-63d),Percentage > GSPC (-63d),Percentage > CD (-63d),Percentage > 0 (-63d),min portfolio return (-63d),max portfolio return (-63d),min GSPC return (-63d),max GSPC return (-63d)
"Pwin >= 80 and earnings [-63,14), average duration <=7, daily delta >= -0.05, 63 d% >= -0.35, <126 days below threshold",sweep/Pwin80plus_earnings_neg63to14_avrgdurationLT7_GTnegpt5dd_mmGTnegpt35/start10000/,3427,80.15757222,96.61511526,98.92033849,-28.09160001,68.54499698,0.800782883,43.61299839,3401,80.12349309,96.58923846,98.91208468,-28.09160001,68.54499698,7.166729311,43.61299839
