start10000_date1674,Value
Total Return,65.83969511433207
Beta,0.08207690615106412
Alpha,0.4004233514394188
Standard Deviation,7.718195364501966
Sharpe Ratio,0.0526974432158631
Information Ratio,0.05159319870659355
average_risk_free_rate,0.00022980501392757911
GSPC,40.547846895966664
CD,8.579399632784913
