Ticker,Earning Date
PRTA,2024-02-15
PRTA,2023-11-02
PRTA,2023-08-03
PRTA,2023-05-04
PRTA,2023-02-23
PRTA,2022-11-03
PRTA,2022-08-08
PRTA,2022-05-05
PRTA,2022-02-17
PRTA,2021-11-04
PRTA,2021-08-05
PRTA,2021-05-11
PRTA,2021-02-11
PRTA,2020-11-04
PRTA,2020-08-06
PRTA,2020-05-06
PRTA,2020-02-12
PRTA,2019-11-05
PRTA,2019-08-06
PRTA,2019-05-07
PRTA,2019-02-14
PRTA,2018-11-06
PRTA,2018-08-07
PRTA,2018-05-08
PRTA,2018-02-14
PRTA,2017-11-07
PRTA,2017-08-08
PRTA,2017-05-09
PRTA,2017-02-14
PRTA,2016-11-01
PRTA,2016-08-02
PRTA,2016-05-03
PRTA,2016-02-18
PRTA,2015-11-02
PRTA,2015-08-04
PRTA,2015-05-05
PRTA,2015-03-05
PRTA,2024-05-02
