Ticker,Earning Date
COTY,2024-02-07
COTY,2023-11-07
COTY,2023-08-22
COTY,2023-05-09
COTY,2023-02-08
COTY,2022-11-08
COTY,2022-08-25
COTY,2022-05-09
COTY,2022-02-08
COTY,2021-11-08
COTY,2021-08-26
COTY,2021-05-10
COTY,2021-02-09
COTY,2020-11-06
COTY,2020-08-27
COTY,2020-05-11
COTY,2020-02-05
COTY,2019-11-06
COTY,2019-08-28
COTY,2019-05-08
COTY,2019-02-08
COTY,2018-11-07
COTY,2018-08-21
COTY,2018-05-09
COTY,2018-02-08
COTY,2017-11-09
COTY,2017-08-22
COTY,2017-05-10
COTY,2017-02-09
COTY,2016-11-09
COTY,2016-08-16
COTY,2016-05-03
COTY,2016-02-04
COTY,2015-11-05
COTY,2015-08-13
COTY,2015-05-07
COTY,2015-02-05
COTY,2024-05-14
