Ticker,Earning Date
MXL,2024-01-31
MXL,2023-10-25
MXL,2023-07-26
MXL,2023-04-26
MXL,2023-02-01
MXL,2022-10-25
MXL,2022-07-27
MXL,2022-04-27
MXL,2022-02-02
MXL,2021-10-27
MXL,2021-07-28
MXL,2021-04-28
MXL,2021-02-03
MXL,2020-11-05
MXL,2020-07-23
MXL,2020-04-29
MXL,2020-02-05
MXL,2019-10-24
MXL,2019-07-25
MXL,2019-05-01
MXL,2019-02-05
MXL,2018-10-30
MXL,2018-08-07
MXL,2018-05-08
MXL,2018-02-13
MXL,2017-11-07
MXL,2017-08-08
MXL,2017-05-09
MXL,2017-02-08
MXL,2016-11-07
MXL,2016-08-08
MXL,2016-05-09
MXL,2016-02-08
MXL,2015-11-03
MXL,2015-08-10
MXL,2015-04-30
MXL,2015-02-09
MXL,2024-04-24
