Ticker,Earning Date
TPH,2024-02-20
TPH,2023-10-26
TPH,2023-07-27
TPH,2023-04-27
TPH,2023-02-21
TPH,2022-10-27
TPH,2022-07-21
TPH,2022-04-21
TPH,2022-02-17
TPH,2021-10-21
TPH,2021-07-22
TPH,2021-04-22
TPH,2021-02-18
TPH,2020-10-22
TPH,2020-07-24
TPH,2020-04-23
TPH,2020-02-18
TPH,2019-10-31
TPH,2019-07-25
TPH,2019-04-25
TPH,2019-02-26
TPH,2018-10-24
TPH,2018-07-27
TPH,2018-04-25
TPH,2018-02-20
TPH,2017-10-25
TPH,2017-07-26
TPH,2017-04-26
TPH,2017-02-22
TPH,2016-10-27
TPH,2016-07-27
TPH,2016-04-27
TPH,2016-02-26
TPH,2015-11-06
TPH,2015-08-10
TPH,2015-05-08
TPH,2015-03-03
TPH,2024-04-25
