Ticker,Earning Date
IT,2024-02-06
IT,2023-11-03
IT,2023-08-01
IT,2023-05-02
IT,2023-02-07
IT,2022-11-01
IT,2022-08-02
IT,2022-05-03
IT,2022-02-08
IT,2021-11-02
IT,2021-08-03
IT,2021-05-04
IT,2021-02-09
IT,2020-11-03
IT,2020-08-04
IT,2020-05-07
IT,2020-02-04
IT,2019-10-31
IT,2019-07-30
IT,2019-05-07
IT,2019-02-05
IT,2018-11-01
IT,2018-08-01
IT,2018-05-08
IT,2018-02-06
IT,2017-11-02
IT,2017-08-08
IT,2017-05-04
IT,2017-02-02
IT,2016-11-03
IT,2016-08-04
IT,2016-05-05
IT,2016-02-04
IT,2015-11-05
IT,2015-07-30
IT,2015-05-07
IT,2015-02-05
IT,2024-05-07
