Ticker,Earning Date
MTCH,2024-01-30
MTCH,2023-10-31
MTCH,2023-08-01
MTCH,2023-05-02
MTCH,2023-01-31
MTCH,2022-11-01
MTCH,2022-08-02
MTCH,2022-05-03
MTCH,2022-02-01
MTCH,2021-11-02
MTCH,2021-08-03
MTCH,2021-05-04
MTCH,2021-02-02
MTCH,2020-11-04
MTCH,2020-08-04
MTCH,2020-05-06
MTCH,2020-02-05
MTCH,2019-11-06
MTCH,2019-08-07
MTCH,2019-05-08
MTCH,2019-02-07
MTCH,2018-11-07
MTCH,2018-08-08
MTCH,2018-05-09
MTCH,2018-02-07
MTCH,2017-11-08
MTCH,2017-08-02
MTCH,2017-05-03
MTCH,2017-02-01
MTCH,2016-11-02
MTCH,2016-07-27
MTCH,2016-05-04
MTCH,2016-02-02
MTCH,2015-10-26
MTCH,2015-07-28
MTCH,2015-04-28
MTCH,2015-02-03
MTCH,2024-05-07
