Ticker,Earning Date
SPR,2024-02-06
SPR,2023-11-01
SPR,2023-08-02
SPR,2023-05-03
SPR,2023-02-07
SPR,2022-11-03
SPR,2022-08-03
SPR,2022-05-04
SPR,2022-02-02
SPR,2021-11-03
SPR,2021-08-04
SPR,2021-05-05
SPR,2021-02-23
SPR,2020-11-03
SPR,2020-08-04
SPR,2020-05-06
SPR,2020-02-28
SPR,2019-10-31
SPR,2019-07-31
SPR,2019-05-01
SPR,2019-02-01
SPR,2018-10-31
SPR,2018-08-01
SPR,2018-05-02
SPR,2018-02-02
SPR,2017-11-01
SPR,2017-08-02
SPR,2017-05-03
SPR,2017-02-01
SPR,2016-11-01
SPR,2016-08-03
SPR,2016-04-29
SPR,2016-02-03
SPR,2015-10-27
SPR,2015-07-29
SPR,2015-04-29
SPR,2015-02-03
SPR,2024-05-01
