Ticker,Earning Date
ULTA,2023-11-30
ULTA,2023-08-24
ULTA,2023-05-25
ULTA,2023-03-09
ULTA,2022-12-01
ULTA,2022-08-25
ULTA,2022-05-26
ULTA,2022-03-10
ULTA,2021-12-02
ULTA,2021-08-25
ULTA,2021-05-27
ULTA,2021-03-11
ULTA,2020-12-03
ULTA,2020-08-27
ULTA,2020-05-28
ULTA,2020-03-12
ULTA,2019-12-05
ULTA,2019-08-29
ULTA,2019-05-30
ULTA,2019-03-14
ULTA,2018-12-06
ULTA,2018-08-30
ULTA,2018-05-31
ULTA,2018-03-15
ULTA,2017-11-30
ULTA,2017-08-24
ULTA,2017-05-25
ULTA,2017-03-09
ULTA,2016-12-01
ULTA,2016-08-25
ULTA,2016-05-26
ULTA,2016-03-10
ULTA,2015-12-03
ULTA,2015-08-27
ULTA,2015-05-28
ULTA,2015-03-12
ULTA,2024-03-14
