Ticker,Earning Date
GMAB,2024-02-14
GMAB,2023-11-07
GMAB,2023-08-03
GMAB,2023-05-10
GMAB,2023-02-22
GMAB,2022-11-09
GMAB,2022-08-10
GMAB,2022-05-11
GMAB,2022-02-16
GMAB,2021-11-10
GMAB,2021-08-11
GMAB,2021-05-05
GMAB,2021-02-23
GMAB,2020-11-04
GMAB,2020-08-12
GMAB,2020-05-06
GMAB,2020-02-19
GMAB,2019-11-06
GMAB,2019-08-14
GMAB,2019-05-08
GMAB,2019-02-20
GMAB,2024-05-08
