Ticker,Earning Date
IPAR,2024-02-27
IPAR,2023-11-07
IPAR,2023-08-08
IPAR,2023-05-08
IPAR,2023-02-28
IPAR,2022-11-09
IPAR,2022-08-09
IPAR,2022-05-10
IPAR,2022-03-01
IPAR,2021-11-08
IPAR,2021-08-09
IPAR,2021-05-10
IPAR,2021-03-01
IPAR,2020-11-09
IPAR,2020-08-10
IPAR,2020-05-11
IPAR,2020-03-02
IPAR,2019-11-05
IPAR,2019-08-05
IPAR,2019-05-06
IPAR,2019-03-04
IPAR,2018-11-05
IPAR,2018-08-07
IPAR,2018-05-08
IPAR,2018-03-13
IPAR,2017-11-08
IPAR,2017-08-07
IPAR,2017-05-09
IPAR,2017-03-13
IPAR,2016-11-08
IPAR,2016-08-09
IPAR,2016-05-10
IPAR,2016-03-14
IPAR,2015-11-09
IPAR,2015-08-07
IPAR,2015-05-11
IPAR,2015-03-11
IPAR,2024-05-13
