Ticker,Earning Date
UA,2024-02-08
UA,2023-11-08
UA,2023-08-08
UA,2023-05-09
UA,2023-02-08
UA,2022-11-03
UA,2022-08-03
UA,2022-05-06
UA,2022-02-11
UA,2021-11-02
UA,2021-08-03
UA,2021-05-04
UA,2021-02-10
UA,2020-10-30
UA,2020-07-31
UA,2020-05-11
UA,2020-02-11
UA,2019-11-04
UA,2019-07-30
UA,2019-05-02
UA,2019-02-12
UA,2018-10-30
UA,2018-07-26
UA,2018-05-01
UA,2018-02-13
UA,2017-10-31
UA,2017-08-01
UA,2017-04-27
UA,2017-01-31
UA,2016-10-25
UA,2016-07-26
UA,2016-04-21
UA,2024-05-14
