Ticker,Earning Date
LEG,2024-02-08
LEG,2023-10-30
LEG,2023-07-31
LEG,2023-05-01
LEG,2023-02-06
LEG,2022-10-31
LEG,2022-08-01
LEG,2022-05-02
LEG,2022-02-07
LEG,2021-11-01
LEG,2021-08-02
LEG,2021-05-03
LEG,2021-02-08
LEG,2020-11-02
LEG,2020-08-03
LEG,2020-05-04
LEG,2020-02-03
LEG,2019-10-28
LEG,2019-07-29
LEG,2019-04-29
LEG,2019-02-04
LEG,2018-10-25
LEG,2018-07-26
LEG,2018-04-26
LEG,2018-02-05
LEG,2017-10-26
LEG,2017-07-27
LEG,2017-04-27
LEG,2017-01-30
LEG,2016-10-27
LEG,2016-07-28
LEG,2016-04-28
LEG,2016-02-01
LEG,2015-10-29
LEG,2015-07-30
LEG,2015-04-30
LEG,2015-01-29
LEG,2024-05-06
