Ticker,Earning Date
TXT,2024-01-24
TXT,2023-10-26
TXT,2023-07-27
TXT,2023-04-27
TXT,2023-01-25
TXT,2022-10-27
TXT,2022-07-28
TXT,2022-04-28
TXT,2022-01-27
TXT,2021-10-28
TXT,2021-07-29
TXT,2021-04-29
TXT,2021-01-27
TXT,2020-10-29
TXT,2020-07-30
TXT,2020-04-30
TXT,2020-01-29
TXT,2019-10-17
TXT,2019-07-17
TXT,2019-04-17
TXT,2019-01-24
TXT,2018-10-18
TXT,2018-07-18
TXT,2018-04-18
TXT,2018-01-31
TXT,2017-10-19
TXT,2017-07-19
TXT,2017-04-19
TXT,2017-01-25
TXT,2016-10-20
TXT,2016-07-22
TXT,2016-04-20
TXT,2016-01-27
TXT,2015-10-27
TXT,2015-07-28
TXT,2015-04-28
TXT,2015-01-28
TXT,2024-04-25
