start10000_date26,Value
Total Return,-21.360899409922517
Beta,0.6704674995734007
Alpha,-0.02316629105053356
Standard Deviation,3.0645176767232005
Sharpe Ratio,-0.006897790416249937
Information Ratio,-0.007773009520480594
average_risk_free_rate,0.0002235772357723602
GSPC,10.170388711475177
CD,12.625098888518638
