date_nr,Portfolio Value,Cash Value,BIO Position 1 Value,INTU Position 1 Value,MASI Position 1 Value,MSCI Position 1 Value,NXE Position 1 Value,NYT Position 1 Value,CCJ Position 1 Value,UMC Position 1 Value,AGI Position 1 Value,CCJ Position 2 Value,ACN Position 1 Value,BIO Position 2 Value,SBAC Position 1 Value,A Position 1 Value,AAON Position 1 Value,GFF Position 1 Value,PZZA Position 1 Value,JPM Position 1 Value,ANSS Position 1 Value,FUL Position 1 Value,EVTC Position 1 Value,ALV Position 1 Value,ITT Position 1 Value,ITT Position 2 Value,OSK Position 1 Value,KNX Position 1 Value,COOP Position 1 Value,IAC Position 1 Value,DIOD Position 1 Value,ATRC Position 1 Value,BN Position 1 Value,BALL Position 1 Value,BALL Position 2 Value,CALM Position 1 Value,CALM Position 2 Value,ASB Position 1 Value,AGI Position 2 Value,ALLY Position 1 Value,HBI Position 1 Value,AEM Position 1 Value,NMR Position 1 Value,HBI Position 2 Value,ASX Position 1 Value,HBI Position 3 Value,DXC Position 1 Value,DXC Position 2 Value,DXC Position 3 Value,T Position 1 Value,KFY Position 1 Value,ASX Position 2 Value,NWG Position 1 Value,MUFG Position 1 Value,CSL Position 1 Value,GOOG Position 1 Value,MAT Position 1 Value,RITM Position 1 Value,VIAV Position 1 Value,AIZ Position 1 Value,SBRA Position 1 Value,NHI Position 1 Value,YELP Position 1 Value,CMA Position 1 Value,CMA Position 2 Value,BPOP Position 1 Value,BIP Position 1 Value,VIAV Position 2 Value,MTB Position 1 Value,VIAV Position 3 Value,LHX Position 1 Value,VIAV Position 4 Value,EQNR Position 1 Value,EQNR Position 2 Value,VIAV Position 5 Value,AMN Position 1 Value,EQNR Position 3 Value,ABEV Position 1 Value,AMN Position 2 Value,TIMB Position 1 Value,SIRI Position 1 Value,PFE Position 1 Value,PFE Position 2 Value,KT Position 1 Value,FNB Position 1 Value,ABCB Position 1 Value,BKU Position 1 Value,WNS Position 1 Value,VLY Position 1 Value,NOK Position 1 Value,FHN Position 1 Value,CHDN Position 1 Value,EXLS Position 1 Value,NEP Position 1 Value,VGR Position 1 Value,CPB Position 1 Value,BOX Position 1 Value,AES Position 1 Value,ABEV Position 2 Value,BIP Position 2 Value,ROIC Position 1 Value,NOK Position 2 Value,OLN Position 1 Value,OLN Position 2 Value,HI Position 1 Value,APPF Position 1 Value,FLEX Position 1 Value,FLEX Position 2 Value,ERF Position 1 Value,ERF Position 2 Value,FLEX Position 3 Value,HUM Position 1 Value,HAE Position 1 Value,LEG Position 1 Value,AGI Position 3 Value,Scaled ^GSPC,Investment Value
2257,8369.189978,0.10999999999924537,1223.9400329999999,0.0,1140.719968,0.0,0.0,0.0,0.0,6.96,0.0,0.0,0.0,815.960022,0.0,0.0,0.0,0.0,1586.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.82000600000003,0.0,0.0,860.5100189999999,0.0,41.369999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.719999,0.0,10.38,0.0,110.79,0.0,0.0,1912.79994,255.039992,126.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8261.814182386785,10515.88081677846
2258,8282.440062999998,0.10999999999924537,1205.4600209999999,0.0,1109.760008,0.0,0.0,0.0,0.0,6.89,0.0,0.0,0.0,803.640014,0.0,0.0,0.0,0.0,1566.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.379997,0.0,0.0,820.800019,0.0,42.529999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.450001,0.0,10.08,0.0,109.98,0.0,0.0,1905.6000000000001,254.08,127.480004,31.07,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8187.395759596646,10515.88081677846
2259,8383.819994999996,0.10999999999924537,1202.399964,0.0,1165.760008,0.0,0.0,0.0,0.0,6.78,0.0,0.0,0.0,801.599976,0.0,0.0,0.0,0.0,1611.200057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.009994,0.0,0.0,818.71,0.0,43.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.24,0.0,10.22,0.0,110.79,0.0,0.0,1907.7,254.36,127.199996,30.9,10.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8195.88885913184,10515.88081677846
2260,8513.260034999998,0.10999999999924537,1237.920045,0.0,1174.640016,0.0,0.0,0.0,0.0,6.98,0.0,0.0,0.0,825.28003,0.0,0.0,0.0,0.0,1606.069981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.57000600000003,0.0,0.0,827.83,0.0,43.919998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.82,0.0,10.3,0.0,111.69,0.0,0.0,1950.8999700000002,260.119996,128.179992,31.790001,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8317.745283434158,10515.88081677846
2261,8491.90999,0.10999999999924537,1235.25,0.0,1198.160032,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,823.5,0.0,0.0,0.0,0.0,1567.1200569999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.400009,0.0,0.0,814.149962,0.0,44.189999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.75,0.0,10.18,0.0,111.06,0.0,0.0,1966.7999399999999,262.239992,128.14,30.959999,10.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8197.539729273109,10515.88081677846
2262,8531.470035,0.10999999999924537,1238.070006,0.0,1184.719968,0.0,0.0,0.0,0.0,6.74,0.0,0.0,0.0,825.380004,0.0,0.0,0.0,0.0,1595.239981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.04999399999997,0.0,0.0,811.680019,0.0,43.689999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.93,0.0,10.25,0.0,112.23,0.0,0.0,1982.4000599999997,264.320008,129.979996,31.33,10.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8245.643731178769,10515.88081677846
2263,8521.290071999998,0.10999999999924537,1239.149964,0.0,1162.800048,0.0,0.0,0.0,0.0,6.63,0.0,0.0,0.0,826.099976,0.0,0.0,0.0,0.0,1600.3700569999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.20000600000003,0.0,0.0,805.409981,0.0,42.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.02,0.0,10.27,0.0,113.22,0.0,0.0,1990.8000299999999,265.440004,128.960006,30.83,10.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8212.251990778024,10515.88081677846
2264,8414.479857999999,0.10999999999924537,1228.109985,0.0,1160.07996,0.0,0.0,0.0,0.0,6.49,0.0,0.0,0.0,818.73999,0.0,0.0,0.0,0.0,1558.190038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.54,0.0,0.0,797.2399810000001,0.0,43.110001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.940001,0.0,10.09,0.0,110.52,0.0,0.0,1968.89991,262.519988,128.520004,30.23,10.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8113.535480419385,10515.88081677846
2265,8621.720222,0.10999999999924537,1273.7100209999999,0.0,1174.800048,0.0,0.0,0.0,0.0,6.73,0.0,0.0,0.0,849.140014,0.0,0.0,0.0,0.0,1580.989981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.860009,0.0,0.0,843.220019,0.0,44.439999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.01,0.0,10.52,0.0,112.14000000000001,0.0,0.0,1999.80012,266.640016,130.539994,31.290001,10.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8255.208612970513,10515.88081677846
2266,8602.749864999998,0.10999999999924537,1261.4699699999999,0.0,1183.599976,0.0,0.0,0.0,0.0,6.53,0.0,0.0,0.0,840.97998,0.0,0.0,0.0,0.0,1563.889962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.57000600000003,0.0,0.0,843.600038,0.0,44.380001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.84,0.0,10.51,0.0,111.87,0.0,0.0,2005.49994,267.399992,132.64,30.99,10.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8234.234254381987,10515.88081677846
2267,8519.020044999997,0.10999999999924537,1267.2899790000001,0.0,1168.239992,0.0,0.0,0.0,0.0,6.61,0.0,0.0,0.0,844.859986,0.0,0.0,0.0,0.0,1503.090019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.95000600000003,0.0,0.0,850.439962,0.0,44.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.889999,0.0,10.66,0.0,113.49,0.0,0.0,1981.50009,264.200012,131.14,31.32,10.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8201.292798668906,10564.078603855362
2268,8791.130166999998,10.769999999999246,1301.100036,0.0,1210.880008,0.0,0.0,0.0,0.0,6.75,0.0,0.0,0.0,867.400024,0.0,0.0,0.0,0.0,1558.950057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.629997,0.0,0.0,927.199981,0.0,45.080002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.4,0.0,10.75,0.0,117.89999999999999,0.0,0.0,2007.00006,267.600008,134.259994,32.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8263.122103480498,10564.078603855362
2269,8740.509941,262.9299939999993,1291.109985,0.0,1212.719968,0.0,0.0,0.0,0.0,6.59,0.0,0.0,0.0,860.73999,0.0,0.0,0.0,0.0,1539.950057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.54999399999997,0.0,0.0,936.5100189999999,0.0,45.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.280001,0.0,10.67,0.0,0.0,0.0,0.0,1981.7999399999999,264.239992,0.0,32.110001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8166.89367653783,10564.078603855362
2270,8803.650021,271.5499949999992,1256.0399790000001,0.0,1234.800048,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,837.359986,0.0,0.0,0.0,0.0,1584.790076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.830003,0.0,0.0,938.79,0.0,45.720001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.99,0.0,0.0,0.0,0.0,2027.99994,270.399992,0.0,32.950001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8353.431905672212,10564.078603855362
2271,8519.799868000002,52.340001999999245,1277.9699699999999,0.0,1237.119992,0.0,0.0,0.0,0.0,7.28,0.0,0.0,0.0,851.97998,0.0,0.0,0.0,0.0,1549.639962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.110009,0.0,0.0,935.180019,0.0,43.900002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,0.0,2004.2999399999999,267.239992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8347.019539979216,10564.078603855362
2272,8726.910138,33.06000099999925,1298.760039,0.0,1227.599976,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,865.840026,0.0,0.0,0.0,0.0,1567.690038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.190009,0.0,0.0,941.449981,0.0,42.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.15,0.0,0.0,0.0,0.0,2027.4000599999997,270.320008,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8405.266988276235,10564.078603855362
2273,8932.950039999998,0.10999999999924537,1383.510039,0.0,1254.07996,0.0,0.0,0.0,0.0,7.44,0.0,0.0,0.0,922.340026,0.0,0.0,0.0,0.0,1592.389962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.219994,0.0,0.0,968.050019,0.0,41.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.16,0.0,0.0,0.0,0.0,2041.2000300000002,272.160004,0.0,0.0,0.0,149.350006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8513.269831905285,10564.078603855362
2274,8910.890167,0.10999999999924537,1355.339997,0.0,1239.280032,0.0,0.0,0.0,0.0,7.57,0.0,0.0,0.0,903.559998,0.0,0.0,0.0,0.0,1577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.990006,0.0,0.0,988.0,0.0,42.139999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.37,0.0,0.0,0.0,0.0,2067.30012,275.640016,0.0,0.0,0.0,149.639999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8542.350361441966,10564.078603855362
2275,8917.470173,275.7500159999992,1365.600036,0.0,1254.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,910.400024,0.0,0.0,0.0,0.0,1561.610038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.280006,0.0,0.0,990.090019,0.0,43.130001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.24,0.0,0.0,0.0,0.0,2056.20003,0.0,0.0,0.0,0.0,149.550003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8576.492925893755,10564.078603855362
2276,9151.929975000001,275.7500159999992,1364.760039,0.0,1296.0,0.0,0.0,0.0,0.0,7.65,0.0,0.0,0.0,909.840026,0.0,0.0,0.0,0.0,1590.489981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.059991,0.0,0.0,998.2600189999999,0.0,43.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.19,0.0,0.0,0.0,0.0,2045.99991,0.0,0.0,0.0,0.0,150.539993,167.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8559.078432977754,10564.078603855362
2277,9083.290073999999,0.10999999999924537,1357.079955,0.0,1309.280032,0.0,0.0,0.0,0.0,7.58,0.0,0.0,0.0,904.71997,0.0,0.0,0.0,0.0,1601.700057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.83999700000004,0.0,0.0,999.21,0.0,42.459999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.14,0.0,0.0,0.0,0.0,1978.2000600000001,0.0,0.0,0.0,0.0,145.800003,167.10000000000002,192.970001,77.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8425.876930260263,10564.078603855362
2278,9152.359745,0.10999999999924537,1351.649964,0.0,1304.0,0.0,0.0,0.0,0.0,7.42,0.0,0.0,0.0,901.099976,0.0,0.0,0.0,0.0,1573.959924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.490006,0.0,0.0,994.46,0.0,42.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.03,0.0,0.0,0.0,0.0,2095.19988,0.0,0.0,0.0,0.0,153.809998,165.45,191.449997,77.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8361.517132348527,10564.078603855362
2279,9244.779849,2095.3098799999993,1371.870027,0.0,1347.839968,0.0,0.0,0.0,0.0,7.68,0.0,0.0,0.0,914.580018,0.0,0.0,0.0,0.0,1527.409981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.58999700000004,0.0,0.0,1045.949981,0.0,42.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.690002,165.6,192.509995,77.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8519.703665155226,10564.078603855362
2280,9406.259843,2095.3098799999993,1401.120027,0.0,1382.07996,0.0,0.0,0.0,0.0,7.98,0.0,0.0,0.0,934.080018,0.0,0.0,0.0,0.0,1582.889962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.5,0.0,0.0,1052.79,0.0,43.110001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.759995,169.65,194.25,79.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8620.929205346289,10564.078603855362
2281,9184.850009,0.10999999999924537,1371.0,0.0,1340.640016,0.0,0.0,0.0,0.0,7.83,0.0,0.0,0.0,914.0,0.0,0.0,0.0,0.0,1578.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.150009,0.0,0.0,1036.0699809999999,0.0,42.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.940002,166.35,194.720001,77.63,1987.6999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8614.795386030015,10564.078603855362
