start10000_date1754,Value
Total Return,-15.648400419999975
Beta,0.7886489611198821
Alpha,-0.10194367409264846
Standard Deviation,2.2684429172162663
Sharpe Ratio,-0.01978944111036789
Information Ratio,-0.04773948979700336
average_risk_free_rate,0.00023109243697479247
GSPC,38.129195279685455
CD,8.579399632784913
