date_number,action,ticker,shares,price,max_position_size,cash,sell_date,clear_date,date,nr
2201,buy,AQN,172,11.6,2000,8004.8,,,2022-09-28,2201.0
2201,buy,BEP,62,31.99,2000,6021.42,,,2022-09-28,2201.0
2202,buy,AB,56,35.66,2000,4024.46,2224.0,,2022-09-29,2202.0
2202,buy,AQN,180,11.06,2000,2033.6599999999999,2205.0,,2022-09-29,2202.0
2202,buy,BEP,64,30.94,2000,53.49999999999977,,,2022-09-29,2202.0
2202,buy,ENV,1,45.75,53.49999999999977,7.749999999999773,2220.0,,2022-09-29,2202.0
2203,buy,MUFG,1,4.5,7.749999999999773,3.2499999999997726,2218.0,,2022-09-30,2203.0
2205.0,sell,AQN,180,11.77,3.2499999999997726,3.2499999999997726,,2208.0,2022-10-04,2205.0
2208,buy,ALE,1,48.41,72.56999999999952,24.159999999999528,2214.0,,2022-10-07,2208.0
2208,buy,AEE,1,76.96,149.52999999999952,72.56999999999952,2223.0,,2022-10-07,2208.0
2208,buy,AQN,2,10.72,24.159999999999528,2.7199999999995264,2232.0,,2022-10-07,2208.0
2208.0,clear,AQN,180,11.77,3.2499999999997726,2121.8499999999995,,,2022-10-07,2208.0
2208,buy,AB,56,35.22,2000,149.52999999999952,2223.0,,2022-10-07,2208.0
2211,buy,LYG,1,1.71,2.7199999999995264,1.0099999999995264,2212.0,,2022-10-12,2211.0
2212.0,sell,LYG,1,1.9,1.0099999999995264,1.0099999999995264,,2215.0,2022-10-13,2212.0
2214.0,sell,ALE,1,51.12,2.9099999999995263,2.9099999999995263,,2217.0,2022-10-17,2214.0
2215.0,clear,LYG,1,1.9,1.0099999999995264,2.9099999999995263,,,2022-10-18,2215.0
2217.0,clear,ALE,1,51.12,2.9099999999995263,54.029999999999525,,,2022-10-20,2217.0
2217,buy,AB,1,33.7,54.029999999999525,20.329999999999522,2220.0,,2022-10-20,2217.0
2217,buy,FSK,1,17.87,20.329999999999522,2.4599999999995212,2223.0,,2022-10-20,2217.0
2218.0,sell,MUFG,1,4.73,2.4599999999995212,2.4599999999995212,,2221.0,2022-10-21,2218.0
2220.0,sell,AB,1,35.59,55.249999999999524,55.249999999999524,,2223.0,2022-10-25,2220.0
2220.0,sell,ENV,1,48.06,7.189999999999522,7.189999999999522,,2223.0,2022-10-25,2220.0
2221.0,clear,MUFG,1,4.73,2.4599999999995212,7.189999999999522,,,2022-10-26,2221.0
2223.0,sell,AEE,1,82.33,2102.9649999999997,2102.9649999999997,,2226.0,2022-10-28,2223.0
2223.0,sell,AB,56,37.25,16.96499999999952,16.96499999999952,,2226.0,2022-10-28,2223.0
2223.0,sell,FSK,1,19.13,2185.2949999999996,2185.2949999999996,,2226.0,2022-10-28,2223.0
2223.0,clear,AB,1,35.59,55.249999999999524,90.83999999999952,,,2022-10-28,2223.0
2223,buy,TECH,1,73.875,90.83999999999952,16.96499999999952,2229.0,,2022-10-28,2223.0
2223.0,clear,ENV,1,48.06,7.189999999999522,55.249999999999524,,,2022-10-28,2223.0
2224.0,sell,AB,56,37.63,0.354999999999567,0.354999999999567,,2227.0,2022-10-31,2224.0
2226.0,clear,FSK,1,19.13,2185.2949999999996,2204.4249999999997,,,2022-11-02,2226.0
2226,buy,AIZ,15,131.02,2000,239.12499999999955,2412.0,,2022-11-02,2226.0
2226,buy,AWI,3,73.57,239.12499999999955,18.414999999999566,2232.0,,2022-11-02,2226.0
2226,buy,MAT,1,18.06,18.414999999999566,0.354999999999567,2269.0,,2022-11-02,2226.0
2226.0,clear,AB,56,37.25,16.96499999999952,2102.9649999999997,,,2022-11-02,2226.0
2226.0,clear,AEE,1,82.33,2102.9649999999997,2185.2949999999996,,,2022-11-02,2226.0
2227.0,clear,AB,56,37.63,0.354999999999567,2107.6349999999998,,,2022-11-03,2227.0
2227,buy,AB,55,35.92,2000,132.03499999999963,2233.0,,2022-11-03,2227.0
2227,buy,BLDR,2,56.56,132.03499999999963,18.914999999999623,2230.0,,2022-11-03,2227.0
2227,buy,RITM,2,8.02,18.914999999999623,2.8749999999996234,2229.0,,2022-11-03,2227.0
2229.0,sell,TECH,1,78.695,2.8749999999996234,2.8749999999996234,,2232.0,2022-11-07,2229.0
2229.0,sell,RITM,2,8.59,81.56999999999962,81.56999999999962,,2232.0,2022-11-07,2229.0
2230.0,sell,BLDR,2,60.91,98.74999999999963,98.74999999999963,,2233.0,2022-11-08,2230.0
2232.0,sell,AWI,3,79.03,24.499999999999645,24.499999999999645,,2235.0,2022-11-10,2232.0
2232.0,sell,AQN,2,11.51,1.4799999999996452,1.4799999999996452,,2235.0,2022-11-10,2232.0
2232.0,clear,RITM,2,8.59,81.56999999999962,98.74999999999963,,,2022-11-10,2232.0
2232.0,clear,TECH,1,78.695,2.8749999999996234,81.56999999999962,,,2022-11-10,2232.0
2233.0,sell,AB,55,39.24,12.349999999999625,12.349999999999625,,2236.0,2022-11-11,2233.0
2233.0,clear,BLDR,2,60.91,98.74999999999963,220.56999999999962,,,2022-11-11,2233.0
2234,buy,BEP,7,29.74,220.56999999999962,12.389999999999645,2328.0,,2022-11-14,2234.0
2234,buy,VIAV,1,10.91,12.389999999999645,1.4799999999996452,2288.0,,2022-11-14,2234.0
2235.0,clear,AQN,2,11.51,1.4799999999996452,24.499999999999645,,,2022-11-15,2235.0
2235.0,clear,AWI,3,79.03,24.499999999999645,261.58999999999963,,,2022-11-15,2235.0
2235,buy,AIZ,2,124.62,261.58999999999963,12.349999999999625,2253.0,,2022-11-15,2235.0
2236.0,clear,AB,55,39.24,12.349999999999625,2170.5499999999997,,,2022-11-16,2236.0
2236,buy,NHI,37,53.2,2000,202.14999999999964,2245.0,,2022-11-16,2236.0
2237,buy,NTES,2,71.0,202.14999999999964,60.149999999999636,2267.0,,2022-11-17,2237.0
2237,buy,YELP,2,29.37,60.149999999999636,1.4099999999996342,2245.0,,2022-11-17,2237.0
2245.0,sell,YELP,2,30.95,2083.0299999999997,2083.0299999999997,,2248.0,2022-11-30,2245.0
2245.0,sell,NHI,37,56.26,1.4099999999996342,1.4099999999996342,,2248.0,2022-11-30,2245.0
2248.0,clear,NHI,37,56.26,1.4099999999996342,2083.0299999999997,,,2022-12-05,2248.0
2248.0,clear,YELP,2,30.95,2083.0299999999997,2144.93,,,2022-12-05,2248.0
2249,buy,CMA,30,65.65,2000,175.4299999999996,2278.0,,2022-12-06,2249.0
2250,buy,CMA,2,65.41,175.4299999999996,44.609999999999616,2274.0,,2022-12-07,2250.0
2253.0,sell,AIZ,2,132.1,44.609999999999616,44.609999999999616,,2256.0,2022-12-12,2253.0
2256.0,clear,AIZ,2,132.1,44.609999999999616,308.8099999999996,,,2022-12-15,2256.0
2256,buy,BPOP,4,63.33,308.8099999999996,55.48999999999961,2268.0,,2022-12-15,2256.0
2258,buy,BIP,1,31.07,55.48999999999961,24.41999999999961,2270.0,,2022-12-19,2258.0
2258,buy,VIAV,2,10.08,24.41999999999961,4.259999999999611,2267.0,,2022-12-19,2258.0
2267,buy,ABEV,1,2.59,4.259999999999611,1.669999999999611,2271.0,,2023-01-03,2267.0
2267.0,sell,NTES,2,76.45,1.669999999999611,1.669999999999611,,2270.0,2023-01-03,2267.0
2267.0,sell,VIAV,2,10.66,154.56999999999962,154.56999999999962,,2270.0,2023-01-03,2267.0
2268.0,sell,BPOP,4,67.13,60.319999999999624,60.319999999999624,,2271.0,2023-01-04,2268.0
2269.0,sell,MAT,1,19.28,41.03999999999962,41.03999999999962,,2272.0,2023-01-05,2269.0
2270.0,clear,NTES,2,76.45,1.669999999999611,154.56999999999962,,,2023-01-06,2270.0
2270.0,clear,VIAV,2,10.66,154.56999999999962,175.88999999999962,,,2023-01-06,2270.0
2270,buy,PANW,1,134.85,175.88999999999962,41.03999999999962,2276.0,,2023-01-06,2270.0
2270.0,sell,BIP,1,32.95,36.83999999999958,36.83999999999958,,2273.0,2023-01-06,2270.0
2271.0,sell,ABEV,1,2.72,69.78999999999958,69.78999999999958,,2274.0,2023-01-09,2271.0
2271.0,clear,BPOP,4,67.13,60.319999999999624,328.8399999999996,,,2023-01-09,2271.0
2272.0,clear,MAT,1,19.28,41.03999999999962,60.319999999999624,,,2023-01-10,2272.0
2272,buy,MOH,1,292.0,328.8399999999996,36.83999999999958,2286.0,,2023-01-10,2272.0
2273.0,clear,BIP,1,32.95,36.83999999999958,69.78999999999958,,,2023-01-11,2273.0
2274.0,clear,ABEV,1,2.72,69.78999999999958,72.50999999999958,,,2023-01-12,2274.0
2274.0,sell,CMA,2,68.91,5.369999999999578,5.369999999999578,,2277.0,2023-01-12,2274.0
2276,buy,VIAV,6,11.19,72.50999999999958,5.369999999999578,,,2023-01-17,2276.0
2276.0,sell,PANW,1,142.0,9.509999999999565,9.509999999999565,,2279.0,2023-01-17,2276.0
2277.0,clear,CMA,2,68.91,5.369999999999578,143.18999999999957,,,2023-01-18,2277.0
2277,buy,VIAV,12,11.14,143.18999999999957,9.509999999999565,,,2023-01-18,2277.0
2278.0,sell,CMA,30,69.84,69.04999999999957,69.04999999999957,,2281.0,2023-01-19,2278.0
2279.0,clear,PANW,1,142.0,9.509999999999565,151.50999999999956,,,2023-01-20,2279.0
2280,buy,BANF,1,82.46,151.50999999999956,69.04999999999957,2291.0,,2023-01-23,2280.0
2281.0,clear,CMA,30,69.84,69.04999999999957,2164.25,,,2023-01-24,2281.0
2281,buy,EQNR,65,30.58,2000,176.55000000000018,2294.0,,2023-01-24,2281.0
2282,buy,EQNR,5,30.08,176.55000000000018,26.150000000000205,2293.0,,2023-01-25,2282.0
2285,buy,VIAV,2,11.14,26.150000000000205,3.8700000000002035,,,2023-01-30,2285.0
2286.0,sell,MOH,1,311.83,1.2900000000002034,1.2900000000002034,,2289.0,2023-01-31,2286.0
2288,buy,ABEV,1,2.58,3.8700000000002035,1.2900000000002034,2317.0,,2023-02-02,2288.0
2288.0,sell,VIAV,1,11.5,1.8800000000002228,1.8800000000002228,,2291.0,2023-02-02,2288.0
2289.0,clear,MOH,1,311.83,1.2900000000002034,313.1200000000002,,,2023-02-03,2289.0
2289,buy,ABEV,124,2.51,313.1200000000002,1.8800000000002228,2315.0,,2023-02-03,2289.0
2291.0,clear,VIAV,1,11.5,1.8800000000002228,13.380000000000223,,,2023-02-07,2291.0
2291,buy,TIMB,1,10.5,13.380000000000223,2.880000000000223,2295.0,,2023-02-07,2291.0
2291.0,sell,BANF,1,86.92,2.880000000000223,2.880000000000223,,2294.0,2023-02-07,2291.0
2293.0,sell,EQNR,5,31.69,0.1000000000002359,0.1000000000002359,,2296.0,2023-02-09,2293.0
2294.0,clear,BANF,1,86.92,2.880000000000223,89.80000000000022,,,2023-02-10,2294.0
2294,buy,NTCT,3,29.9,89.80000000000022,0.1000000000002359,,,2023-02-10,2294.0
2294.0,sell,EQNR,65,33.03,0.450000000000216,0.450000000000216,,2297.0,2023-02-10,2294.0
2295.0,sell,TIMB,1,11.15,154.68000000000052,154.68000000000052,,2298.0,2023-02-13,2295.0
2296.0,clear,EQNR,5,31.69,0.1000000000002359,158.55000000000024,,,2023-02-14,2296.0
2296,buy,SIRI,34,4.65,158.55000000000024,0.450000000000216,2398.0,,2023-02-14,2296.0
2297.0,clear,EQNR,65,33.03,0.450000000000216,2147.4000000000005,,,2023-02-15,2297.0
2297,buy,PFE,46,43.32,2000,154.68000000000052,,,2023-02-15,2297.0
2298.0,clear,TIMB,1,11.15,154.68000000000052,165.83000000000052,,,2023-02-16,2298.0
2298,buy,PFE,3,42.95,165.83000000000052,36.9800000000005,,,2023-02-16,2298.0
2299,buy,EQNR,1,30.65,36.9800000000005,6.330000000000503,2417.0,,2023-02-17,2299.0
2315.0,sell,ABEV,124,2.65,6.330000000000503,6.330000000000503,,2318.0,2023-03-14,2315.0
2317.0,sell,ABEV,1,2.71,0.05000000000049454,0.05000000000049454,,2320.0,2023-03-16,2317.0
2318.0,clear,ABEV,124,2.65,6.330000000000503,334.93000000000046,,,2023-03-17,2318.0
2318,buy,DFS,3,92.24,334.93000000000046,58.21000000000049,2320.0,,2023-03-17,2318.0
