date_nr,Portfolio Value,Cash Value,AQN Position 1 Value,BEP Position 1 Value,AB Position 1 Value,AQN Position 2 Value,BEP Position 2 Value,ENV Position 1 Value,MUFG Position 1 Value,ALE Position 1 Value,AEE Position 1 Value,AQN Position 3 Value,AB Position 2 Value,LYG Position 1 Value,AB Position 3 Value,FSK Position 1 Value,TECH Position 1 Value,AIZ Position 1 Value,AWI Position 1 Value,MAT Position 1 Value,AB Position 4 Value,BLDR Position 1 Value,RITM Position 1 Value,BEP Position 3 Value,VIAV Position 1 Value,AIZ Position 2 Value,NHI Position 1 Value,NTES Position 1 Value,YELP Position 1 Value,CMA Position 1 Value,CMA Position 2 Value,BPOP Position 1 Value,BIP Position 1 Value,VIAV Position 2 Value,ABEV Position 1 Value,PANW Position 1 Value,MOH Position 1 Value,VIAV Position 3 Value,VIAV Position 4 Value,BANF Position 1 Value,EQNR Position 1 Value,EQNR Position 2 Value,VIAV Position 5 Value,ABEV Position 2 Value,ABEV Position 3 Value,TIMB Position 1 Value,NTCT Position 1 Value,SIRI Position 1 Value,PFE Position 1 Value,PFE Position 2 Value,EQNR Position 3 Value,DFS Position 1 Value,GEF Position 1 Value,EQNR Position 4 Value,AB Position 5 Value,ABCB Position 1 Value,UCBI Position 1 Value,FIBK Position 1 Value,FULT Position 1 Value,ASB Position 1 Value,FNB Position 1 Value,ABCB Position 2 Value,ASB Position 2 Value,FULT Position 2 Value,RITM Position 2 Value,BKU Position 1 Value,VLY Position 1 Value,NOK Position 1 Value,FHN Position 1 Value,SUPN Position 1 Value,CHDN Position 1 Value,FHN Position 2 Value,MTZ Position 1 Value,NEP Position 1 Value,CPB Position 1 Value,NEP Position 2 Value,DKL Position 1 Value,CPB Position 2 Value,IRDM Position 1 Value,TTC Position 1 Value,RTX Position 1 Value,AES Position 1 Value,NEP Position 3 Value,NYCB Position 1 Value,ABEV Position 4 Value,WBA Position 1 Value,BIP Position 2 Value,HRL Position 1 Value,AEIS Position 1 Value,HI Position 1 Value,APPF Position 1 Value,FLEX Position 1 Value,FLEX Position 2 Value,ERF Position 1 Value,ELP Position 1 Value,FLEX Position 3 Value,HUM Position 1 Value,HAE Position 1 Value,LEG Position 1 Value,AGI Position 1 Value,AGI Position 2 Value,Scaled ^GSPC,Investment Value
2211,9122.130239999999,1.0099999999995264,1757.8400000000001,1747.7800619999998,1809.360056,0.0,1804.160064,42.93,4.35,48.25,74.940002,20.44,1809.360056,1.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9618.15412442243,10045.833333333334
2212,9272.200128999999,1.0099999999995264,1804.28,1758.940062,1846.8799999999999,0.0,1815.680064,44.41,4.49,49.560001,77.190002,20.98,1846.8799999999999,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9867.895676075566,10045.833333333334
2213,9108.040112,2.9099999999995263,1761.28,1729.8,1817.2000560000001,0.0,1785.6,43.950001,4.43,48.939999,76.25,20.48,1817.2000560000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9634.394979419043,10045.833333333334
2214,9473.190126,2.9099999999995263,1830.0800000000002,1774.440062,1916.8799999999999,0.0,1831.680064,45.650002,4.56,51.119999,77.709999,21.28,1916.8799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9889.514262903585,10045.833333333334
2215,9622.979999000001,52.12999899999953,1850.72,1822.8,1932.0,0.0,1881.6,46.279999,4.57,0.0,79.360001,21.52,1932.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10002.527375317672,10045.833333333334
2216,9525.879773999999,52.12999899999953,1821.48,1812.26,1909.599888,0.0,1870.72,45.810001,4.54,0.0,78.559998,21.18,1909.599888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9935.789540447055,10045.833333333334
2217,9312.830118999998,1.0099999999995264,1776.76,1752.74,1887.2000560000001,0.0,1809.28,45.240002,4.55,0.0,76.620003,20.66,1887.2000560000001,0.0,33.700001,17.870001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9856.790974441026,10045.833333333334
2218,9461.219775,1.0099999999995264,1809.4399999999998,1735.3799999999999,1960.5598880000002,0.0,1791.36,46.5,4.73,0.0,77.580002,21.04,1960.5598880000002,0.0,35.009998,18.049999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10090.641565152562,10045.833333333334
2219,9426.150240999998,5.739999999999527,1806.0,1727.940062,1952.1600559999997,0.0,1783.680064,46.68,0.0,0.0,77.870003,21.0,1952.1600559999997,0.0,34.860001,18.059999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10210.538332953936,10045.833333333334
2220,9710.050122999999,5.739999999999527,1855.8799999999999,1800.480062,1993.0400000000002,0.0,1858.560064,48.060001,0.0,0.0,79.519997,21.58,1993.0400000000002,0.0,35.59,18.559999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10376.629631655333,10045.833333333334
2221,9716.029989999999,84.66000099999954,1854.1599999999999,1795.519938,2004.2400559999999,0.0,1853.439936,0.0,0.0,0.0,79.510002,21.56,2004.2400559999999,0.0,0.0,18.700001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10299.970040198861,10045.833333333334
2222,9691.729776,84.66000099999954,1876.52,1787.4599999999998,1988.5598880000002,0.0,1845.12,0.0,0.0,0.0,80.279999,21.82,1988.5598880000002,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10237.319332608562,10045.833333333334
2223,9930.205127,1.0099999999995264,1892.0,1804.820062,2086.0,0.0,1863.040064,0.0,0.0,0.0,82.330002,22.0,2086.0,0.0,0.0,19.129999,73.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10489.427427753488,10045.833333333334
2224,9970.280059,2187.815001,1902.3200000000002,1809.16,2107.280056,0.0,1867.52,0.0,0.0,0.0,0.0,22.12,0.0,0.0,0.0,0.0,74.065002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10411.234994504453,10045.833333333334
2225,9968.737685,4295.0950569999995,1885.1200000000001,1815.360062,0.0,0.0,1873.920064,0.0,0.0,0.0,0.0,21.92,0.0,0.0,0.0,0.0,77.322502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10368.536121049274,10091.876736111113
2226,9951.552744,2107.6350559999996,1864.48,1810.400062,0.0,0.0,1868.800064,0.0,0.0,0.0,0.0,21.68,0.0,0.0,0.0,0.0,74.487503,1965.30006,220.70999999999998,18.059999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10109.302135964448,10091.876736111113
