start10000_date25,Value
Total Return,-28.09160001473281
Beta,0.8442252664663454
Alpha,-0.05521018073112204
Standard Deviation,2.5263705071628824
Sharpe Ratio,-0.020842843084282216
Information Ratio,-0.023805519034103394
average_risk_free_rate,0.0002235772357723602
GSPC,10.170388711475177
CD,12.625098888518638
