date_nr,Portfolio Value,Cash Value,ATRC Position 1 Value,BIO Position 1 Value,INTU Position 1 Value,MASI Position 1 Value,MSCI Position 1 Value,NXE Position 1 Value,AGI Position 1 Value,CCJ Position 1 Value,ACN Position 1 Value,BIO Position 2 Value,SBAC Position 1 Value,FSS Position 1 Value,A Position 1 Value,AAON Position 1 Value,PZZA Position 1 Value,ANSS Position 1 Value,JPM Position 1 Value,FUL Position 1 Value,EVTC Position 1 Value,ITT Position 1 Value,ITT Position 2 Value,OSK Position 1 Value,COOP Position 1 Value,ERIC Position 1 Value,IAC Position 1 Value,NTES Position 1 Value,PEGA Position 1 Value,SUZ Position 1 Value,PAAS Position 1 Value,ASB Position 1 Value,NMR Position 1 Value,ASX Position 1 Value,AEM Position 1 Value,DXC Position 1 Value,SNY Position 1 Value,DXC Position 2 Value,KFY Position 1 Value,ASX Position 2 Value,IP Position 1 Value,GOOG Position 1 Value,CSL Position 1 Value,RITM Position 1 Value,SBRA Position 1 Value,NHI Position 1 Value,USM Position 1 Value,CMA Position 1 Value,BIP Position 1 Value,VIAV Position 1 Value,VIAV Position 2 Value,EQNR Position 1 Value,EQNR Position 2 Value,ABEV Position 1 Value,AMN Position 1 Value,SIRI Position 1 Value,SIRI Position 2 Value,PFE Position 1 Value,WNS Position 1 Value,AGYS Position 1 Value,FHN Position 1 Value,EXLS Position 1 Value,FHN Position 2 Value,CWEN Position 1 Value,VGR Position 1 Value,BIP Position 2 Value,NOK Position 1 Value,OPCH Position 1 Value,FLEX Position 1 Value,ELP Position 1 Value,FLEX Position 2 Value,HAE Position 1 Value,LEG Position 1 Value,AGI Position 2 Value,Scaled ^GSPC,Investment Value
2273,8422.619997,0.04999999999984084,0.0,1383.510039,0.0,1254.07996,0.0,0.0,0.0,0.0,0.0,922.340026,0.0,0.0,0.0,0.0,1592.389962,0.0,0.0,0.0,0.0,0.0,0.0,1218.619974,0.0,6.0,968.050019,0.0,34.330002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.65,1020.6000150000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8513.269831905285,10564.078603855362
2274,8399.740113999998,0.04999999999984084,0.0,1355.339997,0.0,1239.280032,0.0,0.0,0.0,0.0,0.0,903.559998,0.0,0.0,0.0,0.0,1577.0,0.0,0.0,0.0,0.0,0.0,0.0,1239.290026,0.0,6.33,988.0,0.0,34.810001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.43,1033.65006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8542.350361441966,10564.078603855362
2275,8405.53016,0.04999999999984084,0.0,1365.600036,0.0,1254.0,0.0,0.0,0.0,0.0,0.0,910.400024,0.0,0.0,0.0,0.0,1561.610038,0.0,0.0,0.0,0.0,0.0,0.0,1231.880026,0.0,6.06,990.090019,0.0,35.450001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.290001,1028.100015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8576.492925893755,10564.078603855362
2276,8547.259979999999,0.04999999999984084,0.0,1364.760039,0.0,1296.0,0.0,0.0,0.0,0.0,0.0,909.840026,0.0,0.0,0.0,0.0,1590.489981,0.0,0.0,0.0,0.0,0.0,0.0,1222.259961,0.0,6.06,998.2600189999999,0.0,35.619999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.59,1022.999955,0.0,0.0,78.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8559.078432977754,10564.078603855362
2277,8516.980031,0.04999999999984084,0.0,1357.079955,0.0,1309.280032,0.0,0.0,0.0,0.0,0.0,904.71997,0.0,0.0,0.0,0.0,1601.700057,0.0,0.0,0.0,0.0,0.0,0.0,1212.639987,0.0,6.03,999.21,0.0,37.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.92,989.1000300000001,0.0,0.0,77.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8425.876930260263,10564.078603855362
2278,8510.039828999998,0.04999999999984084,0.0,1351.649964,0.0,1304.0,0.0,0.0,0.0,0.0,0.0,901.099976,0.0,0.0,0.0,0.0,1573.959924,0.0,0.0,0.0,0.0,0.0,0.0,1193.790026,0.0,5.93,994.46,0.0,38.119999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.17,1047.59994,0.0,0.0,77.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8361.517132348527,10564.078603855362
2279,8628.289903,1047.6499399999998,0.0,1371.870027,0.0,1347.839968,0.0,0.0,0.0,0.0,0.0,914.580018,0.0,0.0,0.0,0.0,1527.409981,0.0,0.0,0.0,0.0,0.0,0.0,1228.889987,0.0,5.68,1045.949981,0.0,38.080002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.059999,0.0,0.0,0.0,77.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8519.703665155226,10564.078603855362
2280,8802.369909,1047.6499399999998,0.0,1401.120027,0.0,1382.07996,0.0,0.0,0.0,0.0,0.0,934.080018,0.0,0.0,0.0,0.0,1582.889962,0.0,0.0,0.0,0.0,0.0,0.0,1254.5,0.0,5.84,1052.79,0.0,38.990002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.26,0.0,0.0,0.0,79.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8620.929205346289,10564.078603855362
2281,8699.180036999998,0.04999999999984084,0.0,1371.0,0.0,1340.640016,0.0,0.0,0.0,0.0,0.0,914.0,0.0,0.0,0.0,0.0,1578.33,0.0,0.0,0.0,0.0,0.0,0.0,1274.650039,0.0,5.73,1036.0699809999999,0.0,38.450001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.91,0.0,0.0,0.0,77.63,1039.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8614.795386030015,10564.078603855362
2282,8734.369956999997,0.04999999999984084,0.0,1370.070006,0.0,1331.599976,0.0,0.0,0.0,0.0,0.0,913.380004,0.0,0.0,0.0,0.0,1635.899962,0.0,0.0,0.0,0.0,0.0,0.0,1283.880026,0.0,5.74,1031.699981,0.0,37.650002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.49,0.0,0.0,0.0,78.19,1022.7199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8613.229862831418,10564.078603855362
2283,8949.809885,23.53999999999984,0.0,1427.730012,0.0,1360.07996,0.0,0.0,0.0,0.0,0.0,951.820008,0.0,0.0,0.0,0.0,1658.319981,0.0,0.0,0.0,0.0,0.0,0.0,1308.189961,0.0,5.87,1062.479962,0.0,38.540001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.96,1034.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8708.043035184874,10564.078603855362
2284,9041.889854999998,23.53999999999984,0.0,1436.879973,0.0,1371.119992,0.0,0.0,0.0,0.0,0.0,957.919982,0.0,0.0,0.0,0.0,1705.819981,0.0,0.0,0.0,0.0,0.0,0.0,1325.349961,0.0,5.82,1065.71,0.0,38.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.39999999999999,1032.9199660000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8729.768217824447,10564.078603855362
2285,8924.900037999998,0.04999999999984084,0.0,1392.7800300000001,0.0,1360.560056,0.0,0.0,0.0,0.0,0.0,928.52002,0.0,0.0,0.0,0.0,1722.7299620000001,0.0,0.0,0.0,0.0,0.0,0.0,1305.979987,0.0,5.75,1041.0100189999998,0.0,37.439999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.98,1022.039966,30.059999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8616.554115096496,10564.078603855362
2286,8974.539997000002,0.04999999999984084,0.0,1402.379973,0.0,1360.640016,0.0,0.0,0.0,0.0,0.0,934.919982,0.0,0.0,0.0,0.0,1704.110038,0.0,0.0,0.0,0.0,0.0,0.0,1310.139987,0.0,5.77,1073.5,0.0,38.880001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.10000000000001,1034.62,30.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8742.721752407491,10564.078603855362
2287,9171.660270999999,0.04999999999984084,0.0,1420.260039,0.0,1370.560056,0.0,0.0,0.0,0.0,0.0,946.840026,0.0,0.0,0.0,0.0,1777.450057,0.0,0.0,0.0,0.0,0.0,0.0,1354.990039,0.0,5.88,1112.2600189999998,0.0,40.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.00999999999999,1032.5800339999998,30.370001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8834.103336855758,10612.497297456366
2288,9279.309923,0.04999999999984084,0.0,1441.4699699999999,0.0,1397.760008,0.0,0.0,0.0,0.0,0.0,960.97998,0.0,0.0,0.0,0.0,1820.010019,0.0,0.0,0.0,0.0,0.0,0.0,1378.259961,0.0,6.0,1123.470019,0.0,42.950001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.5,993.4799660000001,29.219999,5.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8963.959119751227,10612.497297456366
2289,9080.049959,1378.309961,0.0,1412.640015,0.0,1355.599976,0.0,0.0,0.0,0.0,0.0,941.76001,0.0,0.0,0.0,0.0,1770.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91,1068.9399620000002,0.0,40.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.62,989.740034,29.110001,5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8871.140811012194,10612.497297456366
2290,8960.140012,1378.309961,0.0,1409.070006,0.0,1352.560056,0.0,0.0,0.0,0.0,0.0,939.380004,0.0,0.0,0.0,0.0,1725.010019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.73,1014.79,0.0,39.970001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.17,982.259966,28.889999,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8816.667899667918,10612.497297456366
2291,9101.800049000001,0.04999999999984084,0.0,1430.820006,0.0,1385.520016,0.0,0.0,0.0,0.0,0.0,953.880004,0.0,0.0,0.0,0.0,1766.430019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,1039.109981,0.0,40.150002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.8,995.5200339999999,29.280001,4.98,1370.459986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8930.1605509172,10612.497297456366
2292,9015.870045,0.04999999999984084,0.0,1408.379973,0.0,1357.760008,0.0,0.0,0.0,0.0,0.0,938.919982,0.0,0.0,0.0,0.0,1739.450057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71,1009.090019,0.0,39.279999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.73,1066.240034,31.360001,5.0,1334.899972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8831.2079017214,10612.497297456366
2293,8938.030073,0.04999999999984084,0.0,1397.2800300000001,0.0,1322.560056,0.0,0.0,0.0,0.0,0.0,931.52002,0.0,0.0,0.0,0.0,1735.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.72,999.399962,0.0,38.509998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.68,1077.460034,31.690001,4.9,1310.399972,4.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8753.230136543842,10612.497297456366
2294,8935.479957999998,31.74000099999984,0.0,1413.5399790000001,0.0,1317.760008,0.0,0.0,0.0,0.0,0.0,942.359986,0.0,0.0,0.0,0.0,1687.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.69,987.050019,0.0,38.139999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.98,1123.0199659999998,0.0,4.88,1301.02,4.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8772.445768210498,10612.497297456366
2295,9054.130008,1154.7599669999995,0.0,1415.760039,0.0,1323.199952,0.0,0.0,0.0,0.0,0.0,943.840026,0.0,0.0,0.0,0.0,1769.659981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.68,973.3699999999999,0.0,38.950001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.96,0.0,0.0,5.02,1340.220042,4.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8872.878072521731,10612.497297456366
2296,8999.009806999999,1123.0699659999996,0.0,1387.5599670000001,0.0,1321.439944,0.0,0.0,0.0,0.0,0.0,925.039978,0.0,0.0,0.0,0.0,1736.409981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,1022.58,0.0,39.619999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.47,0.0,0.0,4.98,1316.839972,4.65,32.550000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8870.389989105757,10612.497297456366
2297,9182.96997,0.04999999999984084,0.0,1381.5599670000001,0.0,1342.800048,0.0,0.0,0.0,0.0,0.0,921.039978,0.0,0.0,0.0,0.0,1820.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.81,1071.220019,0.0,42.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.96,0.0,0.0,5.04,1349.319958,4.69,32.830000000000005,1126.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8894.989139322746,10612.497297456366
2298,9130.069932,0.04999999999984084,0.0,1367.730012,0.0,1319.199952,0.0,0.0,0.0,0.0,0.0,911.820008,0.0,0.0,0.0,0.0,1829.889962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.79,1043.67,0.0,50.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.05,0.0,0.0,5.0,1364.859972,4.61,32.27,1116.700026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8772.338432570388,10612.497297456366
2299,9125.930029,0.04999999999984084,0.0,1449.6900329999999,0.0,1318.0,0.0,0.0,0.0,0.0,0.0,966.460022,0.0,0.0,0.0,0.0,1802.909981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.76,996.550019,0.0,48.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.98,0.0,0.0,5.04,1295.0,4.6,32.199999999999996,1123.459974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8748.061812558832,10612.497297456366
2300,8942.930078,0.04999999999984084,0.0,1404.480012,0.0,1287.119992,0.0,0.0,0.0,0.0,0.0,936.320008,0.0,0.0,0.0,0.0,1728.239981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.61,989.1400189999999,0.0,47.009998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.44,0.0,0.0,5.04,1317.680042,4.45,31.150000000000002,1110.200026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8572.739856497958,10612.497297456366
2301,9066.74995,0.04999999999984084,0.0,1428.0,0.0,1329.199952,0.0,0.0,0.0,0.0,0.0,952.0,0.0,0.0,0.0,0.0,1754.459924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55,1011.180019,0.0,46.950001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.56,0.0,0.0,5.08,1319.640028,4.4,30.800000000000004,1101.880026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8559.250169144083,10612.497297456366
2302,8980.559824,0.04999999999984084,0.0,1461.0,0.0,1332.07996,0.0,0.0,0.0,0.0,0.0,974.0,0.0,0.0,0.0,0.0,1647.299943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59,1002.439962,0.0,47.139999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.42,0.0,0.0,5.16,1293.459986,4.39,30.729999999999997,1099.799974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8604.86608763377,10612.497297456366
2303,8867.489881999998,0.04999999999984084,0.0,1440.0,0.0,1328.719968,0.0,0.0,0.0,0.0,0.0,960.0,0.0,0.0,0.0,0.0,1626.969943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.49,970.33,0.0,46.049999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.32,0.0,0.0,5.1,1288.839972,4.39,30.729999999999997,1085.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8514.191868837557,10612.497297456366
2304,8851.130066999998,0.04999999999984084,0.0,1449.0,0.0,1352.640016,0.0,0.0,0.0,0.0,0.0,966.0,0.0,0.0,0.0,0.0,1590.110038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.54,990.850038,0.0,46.310001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.53,0.0,0.0,5.14,1274.0,4.46,31.22,1060.2799739999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8540.356018968037,10612.497297456366
2305,8793.279917,0.04999999999984084,0.0,1433.519988,0.0,1338.479984,0.0,0.0,0.0,0.0,0.0,955.679992,0.0,0.0,0.0,0.0,1595.049943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,986.8599810000001,0.0,46.380001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.58,0.0,0.0,5.1,1260.140028,4.39,30.729999999999997,1054.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8514.427482245002,10612.497297456366
2306,8868.249953,0.04999999999984084,0.0,1426.230012,0.0,1407.439944,0.0,0.0,0.0,0.0,0.0,950.820008,0.0,0.0,0.0,0.0,1633.239981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.46,979.449981,0.0,46.029999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.39,0.0,0.0,5.16,1260.140028,4.27,29.889999999999997,1044.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8474.194559020543,10661.137910069709
2307,9047.890051,0.04999999999984084,0.0,1508.370027,0.0,1439.359984,0.0,0.0,0.0,0.0,0.0,1005.580018,0.0,0.0,0.0,0.0,1619.940038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.51,999.020038,0.0,46.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.92,0.0,0.0,5.04,1254.399972,4.3,30.099999999999998,1056.119974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8538.447546721885,10661.137910069709
2308,9094.919977000001,0.04999999999984084,0.0,1509.0,0.0,1459.439944,0.0,0.0,0.0,0.0,0.0,1006.0,0.0,0.0,0.0,0.0,1610.059962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,1014.220019,0.0,47.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.97,0.0,0.0,5.04,1259.02,4.25,29.75,1069.900052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8676.324153622836,10661.137910069709
2309,9086.300054,0.04999999999984084,0.0,1482.480012,0.0,1448.07996,0.0,0.0,0.0,0.0,0.0,988.320008,0.0,0.0,0.0,0.0,1644.260019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.62,1025.62,0.0,47.720001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.57,0.0,0.0,5.22,1262.100028,4.3,30.099999999999998,1068.8600259999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8682.286234628169,10661.137910069709
2310,8916.519976,0.04999999999984084,0.0,1468.769988,0.0,1416.319944,0.0,0.0,0.0,0.0,0.0,979.179992,0.0,0.0,0.0,0.0,1616.5200379999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.51,988.0,0.0,47.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.38,0.0,0.0,5.14,1236.0600140000001,4.06,28.419999999999998,1048.8400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8549.21353510773,10661.137910069709
