date_nr,Portfolio Value,Cash Value,CATY Position 1 Value,CDW Position 1 Value,CFR Position 1 Value,FHN Position 1 Value,FULT Position 1 Value,HBAN Position 1 Value,FBP Position 1 Value,BOX Position 1 Value,ACHC Position 1 Value,PSEC Position 1 Value,HRB Position 1 Value,LDOS Position 1 Value,PINC Position 1 Value,TGNA Position 1 Value,LBTYA Position 1 Value,CMC Position 1 Value,WAFD Position 1 Value,BKU Position 1 Value,WNS Position 1 Value,WNS Position 2 Value,WNS Position 3 Value,AGYS Position 1 Value,VLY Position 1 Value,NOK Position 1 Value,FHN Position 2 Value,EXLS Position 1 Value,EXLS Position 2 Value,CHDN Position 1 Value,FHN Position 3 Value,CWEN Position 1 Value,IRDM Position 1 Value,NEP Position 1 Value,CPB Position 1 Value,NEP Position 2 Value,CPB Position 2 Value,TTC Position 1 Value,BOX Position 2 Value,AES Position 1 Value,NYCB Position 1 Value,BIP Position 1 Value,AEIS Position 1 Value,HI Position 1 Value,APPF Position 1 Value,FLEX Position 1 Value,FLEX Position 2 Value,ERF Position 1 Value,ELP Position 1 Value,FLEX Position 3 Value,HUM Position 1 Value,HAE Position 1 Value,LEG Position 1 Value,AGI Position 1 Value,AGI Position 2 Value,Scaled ^GSPC,Investment Value
2352,8867.42012,1.510000000000204,1777.20006,1991.88006,0.0,1192.46,1675.2,78.8,11.3,132.85,2006.2200000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10006.604492023243,10045.833333333334
2353,8715.430172999999,1.510000000000204,1697.40006,1993.5600600000002,0.0,1166.3,1635.2,78.0,10.96,134.39999500000002,1998.100058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10011.128764292282,10045.833333333334
2354,8698.669945,1.510000000000204,1710.0,2013.11994,0.0,1151.04,1606.3999999999999,78.4,10.88,135.60000499999998,1991.7200000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9965.283588973643,10045.833333333334
2355,8661.980106,1.510000000000204,1704.6,2023.920048,0.0,1103.08,1580.8000000000002,76.64,10.86,135.5,2025.0700579999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10009.967574803231,10045.833333333334
2356,8590.350118000002,0.11000000000042576,1682.40006,2010.0,0.0,1064.93,1544.0,74.24,10.72,133.35000000000002,2070.600058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9992.984422511641,10045.833333333334
2357,8665.600178,2070.7100580000006,1692.00006,2042.88006,0.0,1054.03,1582.4,74.24,10.71,132.55,0.0,6.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9977.162462128344,10045.833333333334
2358,8909.730166000001,2070.7100580000006,1732.20006,2056.920048,0.0,1096.54,1724.8,76.48,10.92,135.05,0.0,6.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10006.676549252566,10045.833333333334
2359,8884.680041,2057.0300480000005,1711.2,0.0,0.0,1117.25,1704.0,75.84,10.9,133.549995,0.0,6.11,1991.8799999999999,76.919998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9942.85713414786,10045.833333333334
2360,9218.81992,2057.0300480000005,1843.19994,0.0,0.0,1181.56,1840.0,80.32,11.55,136.949995,0.0,6.36,1983.299934,78.550003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10061.08595066149,10045.833333333334
2361,9109.889927000002,137.0599950000004,1849.8,0.0,0.0,1197.91,1838.4,81.84,11.56,0.0,0.0,6.36,1934.459934,78.919998,1973.5800000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10156.113396542833,10045.833333333334
2362,9041.829989000002,137.0599950000004,1815.6000000000001,0.0,0.0,1185.92,1793.6000000000001,81.36,11.35,0.0,0.0,6.34,1954.920066,78.400002,1977.2799260000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10141.428999296344,10045.833333333334
2363,9181.590062,0.11000000000042576,1862.40006,0.0,0.0,1203.36,1820.8000000000002,84.24,11.72,0.0,0.0,6.43,1923.8999999999999,80.010002,1968.4,220.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10143.001274250511,10045.833333333334
2364,9221.140054,18.260000000000424,1884.6,0.0,0.0,1225.16,1848.0,84.24,0.0,0.0,0.0,0.0,1905.420066,81.080002,1948.4199999999998,225.959986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10029.176241899513,10045.833333333334
2365,9188.990002000002,99.34000200000042,1870.2,0.0,0.0,1208.81,1833.6000000000001,82.88,0.0,0.0,0.0,0.0,1958.22,0.0,1910.68,225.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9955.776708685205,10045.833333333334
2366,9105.109929,81.19000200000042,1844.3999999999999,0.0,0.0,1188.1000000000001,1816.0,83.36,0.0,0.0,0.0,0.0,1974.06,0.0,1884.039926,217.84,16.120001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10042.965232813847,10045.833333333334
2367,9061.850134,0.11000000000042576,1851.60006,0.0,0.0,1185.92,1832.0,84.16,0.0,0.0,0.0,0.0,1980.66,0.0,1895.880074,215.17999999999998,16.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10174.016757272173,10045.833333333334
2368,9014.550126,0.11000000000042576,1836.60006,0.0,0.0,1178.29,1822.4,85.04,0.0,0.0,0.0,0.0,1992.540066,0.0,1867.76,215.46,16.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10174.18568109415,10045.833333333334
2369,8868.399999000001,0.11000000000042576,1754.3999999999999,0.0,0.0,1123.79,1785.6,82.48,0.0,0.0,0.0,0.0,1970.1000000000001,0.0,1850.0,216.86,16.299999,42.75,26.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10112.035402697773,10045.833333333334
2370,9018.679993000002,0.11000000000042576,1805.4,0.0,0.0,1139.05,1852.8,83.68,0.0,0.0,0.0,0.0,1976.040066,0.0,1854.439926,221.34,15.95,43.220001,26.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10211.683987440807,10091.876736111113
2371,9437.590121,0.11000000000042576,1934.4001199999998,0.0,0.0,1203.36,1955.2,87.12,0.0,0.0,0.0,0.0,2028.84,0.0,1910.68,227.78,16.23,45.59,28.280001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10360.104937873268,10091.876736111113
2372,9365.130076,73.98000100000043,1866.60006,0.0,0.0,1180.47,1937.6,86.16,0.0,0.0,0.0,0.0,2047.32,0.0,1929.9199999999998,226.800014,16.280001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10339.34762217506,10091.876736111113
2373,9653.719861,73.98000100000043,1999.2,0.0,0.0,1246.96,2028.8,90.16,0.0,0.0,0.0,0.0,2060.519934,0.0,1909.199926,228.48000000000002,16.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10363.685375352314,10091.876736111113
2374,9810.600013000001,0.11000000000042576,2071.79994,0.0,0.0,1269.8500000000001,2115.2000000000003,91.36,0.0,0.0,0.0,0.0,2100.7799999999997,0.0,1913.6400740000001,230.72,17.139999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10324.178906480778,10091.876736111113
2375,9800.319999,4233.229999,2055.0,0.0,0.0,1276.39,0.0,89.6,0.0,0.0,0.0,0.0,0.0,0.0,1917.34,228.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10388.07155940665,10091.876736111113
2376,9896.779939,4233.229999,2052.59994,0.0,0.0,1276.39,0.0,87.6,0.0,0.0,0.0,0.0,0.0,0.0,1929.18,227.78,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10399.997682846593,10091.876736111113
2377,7590.280080000001,0.11000000000042576,2036.39994,0.0,0.0,1287.29,0.0,87.68,0.0,0.0,0.0,0.0,0.0,0.0,1932.1400740000001,230.160014,0.0,0.0,0.0,88.6,1927.900052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10496.937610090492,10091.876736111113
2378,7727.140078,0.11000000000042576,2101.2000000000003,0.0,0.0,1324.3500000000001,0.0,89.92,0.0,0.0,0.0,0.0,0.0,0.0,1935.84,227.78,0.0,0.0,0.0,91.96,1955.9800779999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10569.707524968031,10091.876736111113
2379,7612.339962000002,2101.310000000001,0.0,0.0,0.0,1248.05,0.0,86.64,0.0,0.0,0.0,0.0,0.0,0.0,1912.9,226.800014,0.0,0.0,0.0,88.72,1947.9199480000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10578.368612812477,10091.876736111113
2380,9696.02,2101.310000000001,0.0,0.0,0.0,1285.11,0.0,87.12,0.0,0.0,0.0,0.0,0.0,0.0,2040.18,224.98000000000002,0.0,0.0,0.0,92.68,1932.3199999999997,1932.3199999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10707.193439455026,10091.876736111113
2381,9415.109763,0.11000000000042576,0.0,0.0,0.0,1280.75,0.0,87.36,0.0,0.0,0.0,0.0,0.0,0.0,2071.2599999999998,224.14000000000001,0.0,0.0,0.0,92.72,1862.379922,1862.379922,1934.009919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10667.880698930305,10091.876736111113
2382,9418.439688,0.11000000000042576,0.0,0.0,0.0,1284.02,0.0,85.76,0.0,0.0,0.0,0.0,0.0,0.0,2041.66,221.34,0.0,0.0,0.0,90.440004,1874.339896,1874.339896,1946.4298919999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10617.367134464732,10091.876736111113
2383,9861.729921000004,0.040000000002287095,0.0,0.0,0.0,1264.3999999999999,0.0,85.12,0.0,0.0,0.0,0.0,0.0,0.0,2040.18,222.04,0.0,0.0,0.0,89.64,1849.6399740000002,1849.6399740000002,1920.7799730000002,476.48999999999995,63.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10561.676053041108,10091.876736111113
2384,9674.109974000005,0.040000000002287095,0.0,0.0,0.0,1219.71,0.0,82.48,0.0,0.0,0.0,0.0,0.0,0.0,2024.6400740000001,218.26,0.0,0.0,0.0,87.08,1814.279974,1814.279974,1884.0599730000001,468.159979,61.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10600.868305459424,10091.876736111113
2385,9443.819698000003,0.040000000002287095,0.0,0.0,0.0,1199.0,0.0,81.68,0.0,0.0,0.0,0.0,0.0,0.0,2010.5800000000002,214.06,0.0,0.0,0.0,84.96,1757.339896,1757.339896,1824.9298919999999,453.81001399999997,60.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10519.678281369495,10091.876736111113
2386,9467.560246000003,0.040000000002287095,0.0,0.0,0.0,1216.44,0.0,82.8,0.0,0.0,0.0,0.0,0.0,0.0,2012.060074,218.12,0.0,0.0,0.0,84.72,1758.900052,1758.900052,1826.550054,448.070014,60.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10472.478185795748,10091.876736111113
2387,9755.430077000003,0.040000000002287095,0.0,0.0,0.0,1224.07,0.0,84.32,0.0,0.0,0.0,0.0,0.0,0.0,2018.7200739999998,221.34,0.0,0.0,0.0,86.559996,1846.0,1846.0,1917.0,449.54000699999995,61.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10592.449376838873,10091.876736111113
2388,9783.779772000002,0.040000000002287095,0.0,0.0,0.0,1215.3500000000001,0.0,84.4,0.0,0.0,0.0,0.0,0.0,0.0,2013.539926,223.58,0.0,0.0,0.0,86.120004,1860.5599479999998,1860.5599479999998,1932.1199459999998,446.39000000000004,61.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10588.698837365255,10091.876736111113
2389,9897.529904000003,0.040000000002287095,0.0,0.0,0.0,1230.61,0.0,86.32,0.0,0.0,0.0,0.0,0.0,0.0,2029.82,227.78,0.0,0.0,0.0,88.160004,1879.279974,1879.279974,1951.5599730000001,461.159979,63.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10636.067854341734,10091.876736111113
2390,10041.470068000004,0.040000000002287095,0.0,0.0,0.0,1228.43,0.0,86.24,0.0,0.0,0.0,0.0,0.0,0.0,2046.84,227.35999999999999,0.0,0.0,0.0,86.199996,1916.720026,1916.720026,1990.4400269999999,480.47999300000004,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10766.561820111858,10091.876736111113
